Messstelle:                ;Tadten, Br 143
HZB-Nummer:                ;335174
HD-Nummer:                 ;
DBMS-Nummer:               ;1002226
PorenGW-Gebiet:            ;318 Seewinkel
Grundwasserkörper:         ;Seewinkel [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1989
 Geländehöhe:              ;114,08
 Messpunkthöhe:            ;114,23
 Sohllage:                 ;108,33
 T-Messtiefe u.GOK:        ;4,00
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1989               ;17 02 24                 ;47 42 58
  31.12.1988               ;17 02 24                 ;47 42 58
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2017 HG28 gerätetechnisch bedingte Datenausfälle
Exportzeitreihe:           ;GWTEP,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (0)
Werteinformation:          ;GWT-Messhöhe(n) unter GOK: 1.1.89: 4 - ~~
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;1 Nachkommastelle
Einheit:                   ;°C
Werte:
01.04.2015 00:00:00   ;     8,8 ;     
01.05.2015 00:00:00   ;     9,9 ;     
01.06.2015 00:00:00   ;    10,8 ;     
01.07.2015 00:00:00   ;    11,9 ;     
01.08.2015 00:00:00   ;    13,1 ;     
01.09.2015 00:00:00   ;    13,9 ;     
01.10.2015 00:00:00   ;    14,2 ;     
01.11.2015 00:00:00   ;    13,3 ;     
01.12.2015 00:00:00   ;    11,8 ;     
01.01.2016 00:00:00   ;    10,3 ;     
01.02.2016 00:00:00   ;     9,3 ;     
01.03.2016 00:00:00   ;     9,0 ;     
01.04.2016 00:00:00   ;     9,6 ;     
01.05.2016 00:00:00   ;    10,2 ;     
01.06.2016 00:00:00   ;    11,0 ;     
01.07.2016 00:00:00   ;    12,1 ;     
01.08.2016 00:00:00   ;    13,0 ;     
01.09.2016 00:00:00   ;    13,7 ;     
01.10.2016 00:00:00   ;    14,0 ;     
01.11.2016 00:00:00   ;    13,0 ;     
01.12.2016 00:00:00   ;    11,8 ;     
01.01.2017 00:00:00   ;     9,5 ;     
01.02.2017 00:00:00   ;     8,4 ;     
01.03.2017 00:00:00   ;     8,4 ;     
01.04.2017 00:00:00   ;     9,0 ;     
01.05.2017 00:00:00   ;     9,5 ;     
01.06.2017 00:00:00   ;    10,3 ;     
01.07.2017 00:00:00   ;    11,4 ;     
01.08.2017 00:00:00   ;    12,5 ;     
01.09.2017 00:00:00   ;    13,4 ;     
01.10.2017 00:00:00   ;    13,7 ;     
01.11.2017 00:00:00   ;Lücke    ;     
01.12.2017 00:00:00   ;    11,3 ;     
01.01.2018 00:00:00   ;    10,1 ;     
01.02.2018 00:00:00   ;     9,1 ;     
01.03.2018 00:00:00   ;     8,1 ;     
01.04.2018 00:00:00   ;     8,6 ;     
01.05.2018 00:00:00   ;     9,7 ;     
01.06.2018 00:00:00   ;    11,1 ;     
01.07.2018 00:00:00   ;    12,0 ;     
01.08.2018 00:00:00   ;    12,9 ;     
01.09.2018 00:00:00   ;    13,8 ;     
01.10.2018 00:00:00   ;    14,2 ;     
01.11.2018 00:00:00   ;    13,5 ;     
01.12.2018 00:00:00   ;    11,6 ;     
01.01.2019 00:00:00   ;    10,4 ;     
01.02.2019 00:00:00   ;     9,5 ;     
01.03.2019 00:00:00   ;     9,3 ;     
01.04.2019 00:00:00   ;     9,6 ;     
01.05.2019 00:00:00   ;    10,1 ;     
01.06.2019 00:00:00   ;    10,6 ;     
01.07.2019 00:00:00   ;    11,7 ;     
01.08.2019 00:00:00   ;    12,8 ;     
01.09.2019 00:00:00   ;    13,6 ;     
01.10.2019 00:00:00   ;    14,0 ;     
01.11.2019 00:00:00   ;    13,3 ;     
01.12.2019 00:00:00   ;    11,9 ;     
01.01.2020 00:00:00   ;    10,5 ;     
01.02.2020 00:00:00   ;     9,8 ;     
01.03.2020 00:00:00   ;     9,6 ;     
01.04.2020 00:00:00   ;     9,8 ;     
01.05.2020 00:00:00   ;    10,4 ;     
01.06.2020 00:00:00   ;    10,9 ;     
01.07.2020 00:00:00   ;    11,7 ;     
01.08.2020 00:00:00   ;    12,5 ;     
01.09.2020 00:00:00   ;    13,3 ;     
01.10.2020 00:00:00   ;    13,6 ;     
01.11.2020 00:00:00   ;    12,7 ;     
01.12.2020 00:00:00   ;    11,2 ;     
01.01.2021 00:00:00   ;    10,0 ;     
01.02.2021 00:00:00   ;     8,9 ;     
01.03.2021 00:00:00   ;     8,8 ;     
01.04.2021 00:00:00   ;     9,1 ;     
01.05.2021 00:00:00   ;     9,7 ;     
01.06.2021 00:00:00   ;    10,3 ;     
01.07.2021 00:00:00   ;    11,2 ;     
01.08.2021 00:00:00   ;    12,4 ;     
01.09.2021 00:00:00   ;    13,1 ;     
01.10.2021 00:00:00   ;    13,4 ;     
01.11.2021 00:00:00   ;    12,6 ;     
01.12.2021 00:00:00   ;    11,2 ;     
01.01.2022 00:00:00   ;Lücke        ; 
