Messstelle:                ;St.Johann i.T., Bl 12
HZB-Nummer:                ;370577
HD-Nummer:                 ;
DBMS-Nummer:               ;7004402
Fremdnummer:               ;GW70416107
PorenGW-Gebiet:            ;025 Großachengebiet
Grundwasserkörper:         ;Großache [DBJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Tirol
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.07.2018
 Geländehöhe:              ;650,04
 Messpunkthöhe:            ;650,94
 Sohllage:                 ;641,84
 T-Messtiefe u.GOK:        ;4,60
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  11.05.2006               ;12 26 19                 ;47 32 17
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2021 HG28 gerätetechnisch bedingte Datenausfälle
Exportzeitreihe:           ;GWTEP,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (0)
Werteinformation:          ;GWT-Messhöhe(n) unter GOK: 11.5.06: 4.6 - ~~
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;1 Nachkommastelle
Einheit:                   ;°C
Werte:
01.06.2006 00:00:00   ;     7,9 ;     
01.07.2006 00:00:00   ;     9,7 ;     
01.08.2006 00:00:00   ;    11,7 ;     
01.09.2006 00:00:00   ;    12,5 ;     
01.10.2006 00:00:00   ;    12,5 ;     
01.11.2006 00:00:00   ;    11,8 ;     
01.12.2006 00:00:00   ;    10,1 ;     
01.01.2007 00:00:00   ;     7,4 ;     
01.02.2007 00:00:00   ;     3,1 ;     
01.03.2007 00:00:00   ;     4,5 ;     
01.04.2007 00:00:00   ;     6,9 ;     
01.05.2007 00:00:00   ;    10,4 ;     
01.06.2007 00:00:00   ;    12,5 ;     
01.07.2007 00:00:00   ;    13,7 ;     
01.08.2007 00:00:00   ;    13,7 ;     
01.09.2007 00:00:00   ;    13,4 ;     
01.10.2007 00:00:00   ;    10,9 ;     
01.11.2007 00:00:00   ;     8,5 ;     
01.12.2007 00:00:00   ;     8,8 ;     
01.01.2008 00:00:00   ;     6,5 ;     
01.02.2008 00:00:00   ;     4,0 ;     
01.03.2008 00:00:00   ;     4,6 ;     
01.04.2008 00:00:00   ;     5,4 ;     
01.05.2008 00:00:00   ;     7,0 ;     
01.06.2008 00:00:00   ;     8,9 ;     
01.07.2008 00:00:00   ;    11,6 ;     
01.08.2008 00:00:00   ;    12,3 ;     
01.09.2008 00:00:00   ;    12,8 ;     
01.10.2008 00:00:00   ;    11,4 ;     
01.11.2008 00:00:00   ;     9,0 ;     
01.12.2008 00:00:00   ;     7,0 ;     
01.01.2009 00:00:00   ;     7,3 ;     
01.02.2009 00:00:00   ;     5,1 ;     
01.03.2009 00:00:00   ;     5,1 ;     
01.04.2009 00:00:00   ;     6,1 ;     
01.05.2009 00:00:00   ;     7,1 ;     
01.06.2009 00:00:00   ;     8,8 ;     
01.07.2009 00:00:00   ;    10,2 ;     
01.08.2009 00:00:00   ;    11,4 ;     
01.09.2009 00:00:00   ;    12,5 ;     
01.10.2009 00:00:00   ;    12,7 ;     
01.11.2009 00:00:00   ;    11,6 ;     
01.12.2009 00:00:00   ;     9,9 ;     
01.01.2010 00:00:00   ;     7,9 ;     
01.02.2010 00:00:00   ;     5,5 ;     
01.03.2010 00:00:00   ;     4,2 ;     
01.04.2010 00:00:00   ;     5,2 ;     
01.05.2010 00:00:00   ;     7,7 ;     
01.06.2010 00:00:00   ;     9,0 ;     
01.07.2010 00:00:00   ;    10,3 ;     
01.08.2010 00:00:00   ;    12,1 ;     
01.09.2010 00:00:00   ;    12,8 ;     
01.10.2010 00:00:00   ;Lücke    ;     
01.11.2010 00:00:00   ;Lücke    ;     
01.12.2010 00:00:00   ;     6,8 ;     
01.01.2011 00:00:00   ;     4,8 ;     
01.02.2011 00:00:00   ;     5,6 ;     
01.03.2011 00:00:00   ;     5,2 ;     
01.04.2011 00:00:00   ;     6,3 ;     
01.05.2011 00:00:00   ;     8,6 ;     
01.06.2011 00:00:00   ;    10,7 ;     
01.07.2011 00:00:00   ;Lücke    ;     
01.08.2011 00:00:00   ;Lücke    ;     
01.09.2011 00:00:00   ;Lücke    ;     
01.10.2011 00:00:00   ;Lücke    ;     
01.11.2011 00:00:00   ;Lücke    ;     
01.12.2011 00:00:00   ;Lücke    ;     
01.01.2012 00:00:00   ;Lücke    ;     
01.02.2012 00:00:00   ;Lücke    ;     
01.03.2012 00:00:00   ;     5,2 ;     
01.04.2012 00:00:00   ;     6,2 ;     
01.05.2012 00:00:00   ;     7,3 ;     
01.06.2012 00:00:00   ;     8,8 ;     
01.07.2012 00:00:00   ;    11,0 ;     
01.08.2012 00:00:00   ;    12,1 ;     
01.09.2012 00:00:00   ;    12,9 ;     
01.10.2012 00:00:00   ;    12,7 ;     
01.11.2012 00:00:00   ;    11,0 ;     
01.12.2012 00:00:00   ;     8,0 ;     
01.01.2013 00:00:00   ;     8,0 ;     
01.02.2013 00:00:00   ;     7,5 ;     
01.03.2013 00:00:00   ;     6,2 ;     
01.04.2013 00:00:00   ;     5,8 ;     
01.05.2013 00:00:00   ;     7,3 ;     
01.06.2013 00:00:00   ;     8,8 ;     
01.07.2013 00:00:00   ;    10,7 ;     
01.08.2013 00:00:00   ;    13,2 ;     
01.09.2013 00:00:00   ;    13,4 ;     
01.10.2013 00:00:00   ;Lücke    ;     
01.11.2013 00:00:00   ;Lücke    ;     
01.12.2013 00:00:00   ;Lücke    ;     
01.01.2014 00:00:00   ;     6,1 ;     
01.02.2014 00:00:00   ;     5,0 ;     
01.03.2014 00:00:00   ;     5,1 ;     
01.04.2014 00:00:00   ;     6,1 ;     
01.05.2014 00:00:00   ;     8,0 ;     
01.06.2014 00:00:00   ;     9,5 ;     
01.07.2014 00:00:00   ;    11,5 ;     
01.08.2014 00:00:00   ;    12,9 ;     
01.09.2014 00:00:00   ;    12,5 ;     
01.10.2014 00:00:00   ;    12,5 ;     
01.11.2014 00:00:00   ;    11,9 ;     
01.12.2014 00:00:00   ;     9,6 ;     
01.01.2015 00:00:00   ;     8,2 ;     
01.02.2015 00:00:00   ;     7,1 ;     
01.03.2015 00:00:00   ;     5,5 ;     
01.04.2015 00:00:00   ;     6,5 ;     
01.05.2015 00:00:00   ;     8,2 ;     
01.06.2015 00:00:00   ;     9,9 ;     
01.07.2015 00:00:00   ;    11,8 ;     
01.08.2015 00:00:00   ;    14,1 ;     
01.09.2015 00:00:00   ;    13,7 ;     
01.10.2015 00:00:00   ;    10,7 ;     
01.11.2015 00:00:00   ;     8,3 ;     
01.12.2015 00:00:00   ;     6,2 ;     
01.01.2016 00:00:00   ;     4,0 ;     
01.02.2016 00:00:00   ;     3,8 ;     
01.03.2016 00:00:00   ;     6,0 ;     
01.04.2016 00:00:00   ;     6,2 ;     
01.05.2016 00:00:00   ;     7,7 ;     
01.06.2016 00:00:00   ;     9,3 ;     
01.07.2016 00:00:00   ;    11,2 ;     
01.08.2016 00:00:00   ;    12,7 ;     
01.09.2016 00:00:00   ;    13,3 ;     
01.10.2016 00:00:00   ;    12,1 ;     
01.11.2016 00:00:00   ;     9,3 ;     
01.12.2016 00:00:00   ;     5,9 ;     
01.01.2017 00:00:00   ;     2,7 ;     
01.02.2017 00:00:00   ;     0,8 ;     
01.03.2017 00:00:00   ;     3,0 ;     
01.04.2017 00:00:00   ;     5,6 ;     
01.05.2017 00:00:00   ;     7,1 ;     
01.06.2017 00:00:00   ;     9,8 ;     
01.07.2017 00:00:00   ;    12,4 ;     
01.08.2017 00:00:00   ;    13,2 ;     
01.09.2017 00:00:00   ;    13,5 ;     
01.10.2017 00:00:00   ;    12,5 ;     
