Messstelle:                ;Wagendorf, Bl  5920
HZB-Nummer:                ;343301
HD-Nummer:                 ;uw5920
DBMS-Nummer:               ;6003108
Fremdnummer:               ;LA1
PorenGW-Gebiet:            ;335 Lafnitztal
Grundwasserkörper:         ;Lafnitztal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Steiermark
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;05.05.1998
 Geländehöhe:              ;381,13
 Messpunkthöhe:            ;381,97
 Sohllage:                 ;369,97
 T-Messtiefe u.GOK:        ;9,16
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  05.05.1998               ;16 02 36                 ;47 20 23
Exportzeitreihe:           ;GWTEP,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (0)
Werteinformation:          ;GWT-Messhöhe(n) unter GOK: 5.5.98: 9.16 - ~~
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;1 Nachkommastelle
Einheit:                   ;°C
Werte:
01.06.2014 00:00:00   ;    10,2 ;     
01.07.2014 00:00:00   ;    10,7 ;     
01.08.2014 00:00:00   ;    11,4 ;     
01.09.2014 00:00:00   ;    12,2 ;     
01.10.2014 00:00:00   ;    12,4 ;     
01.11.2014 00:00:00   ;    12,4 ;     
01.12.2014 00:00:00   ;    12,1 ;     
01.01.2015 00:00:00   ;    11,4 ;     
01.02.2015 00:00:00   ;    10,5 ;     
01.03.2015 00:00:00   ;     9,8 ;     
01.04.2015 00:00:00   ;     9,3 ;     
01.05.2015 00:00:00   ;     9,3 ;     
01.06.2015 00:00:00   ;     9,6 ;     
01.07.2015 00:00:00   ;    10,2 ;     
01.08.2015 00:00:00   ;    10,9 ;     
01.09.2015 00:00:00   ;    11,5 ;     
01.10.2015 00:00:00   ;    11,9 ;     
01.11.2015 00:00:00   ;    11,9 ;     
01.12.2015 00:00:00   ;    11,7 ;     
01.01.2016 00:00:00   ;    11,1 ;     
01.02.2016 00:00:00   ;    10,5 ;     
01.03.2016 00:00:00   ;     9,8 ;     
01.04.2016 00:00:00   ;     9,5 ;     
01.05.2016 00:00:00   ;     9,5 ;     
01.06.2016 00:00:00   ;     9,7 ;     
01.07.2016 00:00:00   ;    10,3 ;     
