Messstelle:                ;Neustift, Br  3985
HZB-Nummer:                ;340562
HD-Nummer:                 ;uw3985
DBMS-Nummer:               ;6003051
PorenGW-Gebiet:            ;398 Lendvatal
Grundwasserkörper:         ;Gruppe Hügelland zwischen Mur und Raab [MUR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Steiermark
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1998
 Geländehöhe:              ;261,47
 Messpunkthöhe:            ;261,67
 Sohllage:                 ;258,47
 T-Messtiefe u.GOK:        ;2,80
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2003               ;15 59 37                 ;46 51 26
  01.01.1998               ;15 59 36                 ;46 51 26
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2019 HG14 fehlende Monatsmittel zufolge Datensammlerausfall
  2020 HG14 fehlende Monatsmittel zufolge Datensammlerausfall
Exportzeitreihe:           ;GWTEP,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (0)
Werteinformation:          ;GWT-Messhöhe(n) unter GOK: 1.1.98: 2.8 - ~~
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;1 Nachkommastelle
Einheit:                   ;°C
Werte:
01.06.2015 00:00:00   ;    13,9 ;     
01.07.2015 00:00:00   ;    15,9 ;     
01.08.2015 00:00:00   ;    18,1 ;     
01.09.2015 00:00:00   ;    18,6 ;     
01.10.2015 00:00:00   ;    17,3 ;     
01.11.2015 00:00:00   ;    15,3 ;     
01.12.2015 00:00:00   ;    13,2 ;     
01.01.2016 00:00:00   ;    10,8 ;     
01.02.2016 00:00:00   ;     9,8 ;     
01.03.2016 00:00:00   ;    10,2 ;     
01.04.2016 00:00:00   ;    11,3 ;     
01.05.2016 00:00:00   ;    12,4 ;     
01.06.2016 00:00:00   ;    13,8 ;     
01.07.2016 00:00:00   ;    15,5 ;     
01.08.2016 00:00:00   ;    17,4 ;     
01.09.2016 00:00:00   ;    18,3 ;     
01.10.2016 00:00:00   ;    17,6 ;     
01.11.2016 00:00:00   ;    14,9 ;     
01.12.2016 00:00:00   ;    12,9 ;     
01.01.2017 00:00:00   ;    10,1 ;     
01.02.2017 00:00:00   ;     8,4 ;     
01.03.2017 00:00:00   ;     9,7 ;     
01.04.2017 00:00:00   ;    11,1 ;     
