Messstelle:                ;Gschwand, Bl 1
HZB-Nummer:                ;358044
HD-Nummer:                 ;
DBMS-Nummer:               ;5002442
PorenGW-Gebiet:            ;033 Ischltal
Grundwasserkörper:         ;Gruppe Nördliche Kalkalpen [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Salzburg
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;12.04.2021
 Geländehöhe:              ;545,46
 Messpunkthöhe:            ;546,21
 Sohllage:                 ;520,72
 T-Messtiefe u.GOK:        ;9,25
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.07.2014               ;13 25 50                 ;47 43 58
Exportzeitreihe:           ;GWTEP,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (0)
Werteinformation:          ;GWT-Messhöhe(n) unter GOK: 1.7.14: 9.3 - 12.4.21: 9.25 - ~~
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;1 Nachkommastelle
Einheit:                   ;°C
Werte:
01.07.2014 00:00:00   ;    11,5 ;     
01.08.2014 00:00:00   ;    13,5 ;     
01.09.2014 00:00:00   ;    12,6 ;     
01.10.2014 00:00:00   ;    11,6 ;     
01.11.2014 00:00:00   ;    10,6 ;     
01.12.2014 00:00:00   ;     9,0 ;     
01.01.2015 00:00:00   ;     6,5 ;     
01.02.2015 00:00:00   ;     5,0 ;     
01.03.2015 00:00:00   ;     3,1 ;     
01.04.2015 00:00:00   ;     3,5 ;     
01.05.2015 00:00:00   ;     5,2 ;     
01.06.2015 00:00:00   ;     8,2 ;     
01.07.2015 00:00:00   ;    11,8 ;     
01.08.2015 00:00:00   ;    14,6 ;     
01.09.2015 00:00:00   ;    14,9 ;     
01.10.2015 00:00:00   ;    14,1 ;     
01.11.2015 00:00:00   ;    12,9 ;     
01.12.2015 00:00:00   ;    10,0 ;     
01.01.2016 00:00:00   ;     6,6 ;     
01.02.2016 00:00:00   ;     4,1 ;     
01.03.2016 00:00:00   ;     4,0 ;     
01.04.2016 00:00:00   ;     4,5 ;     
01.05.2016 00:00:00   ;     6,0 ;     
01.06.2016 00:00:00   ;     8,3 ;     
01.07.2016 00:00:00   ;    11,2 ;     
01.08.2016 00:00:00   ;    12,9 ;     
01.09.2016 00:00:00   ;    13,5 ;     
01.10.2016 00:00:00   ;    13,2 ;     
01.11.2016 00:00:00   ;    11,2 ;     
01.12.2016 00:00:00   ;     8,7 ;     
01.01.2017 00:00:00   ;     5,5 ;     
01.02.2017 00:00:00   ;     2,9 ;     
01.03.2017 00:00:00   ;     2,8 ;     
01.04.2017 00:00:00   ;     4,2 ;     
01.05.2017 00:00:00   ;     5,4 ;     
01.06.2017 00:00:00   ;     8,3 ;     
01.07.2017 00:00:00   ;    12,8 ;     
01.08.2017 00:00:00   ;    14,2 ;     
01.09.2017 00:00:00   ;    13,9 ;     
01.10.2017 00:00:00   ;    12,4 ;     
01.11.2017 00:00:00   ;    10,7 ;     
01.12.2017 00:00:00   ;     8,7 ;     
01.01.2018 00:00:00   ;     6,0 ;     
01.02.2018 00:00:00   ;     4,9 ;     
01.03.2018 00:00:00   ;     3,7 ;     
01.04.2018 00:00:00   ;     3,3 ;     
01.05.2018 00:00:00   ;     5,0 ;     
01.06.2018 00:00:00   ;     8,7 ;     
01.07.2018 00:00:00   ;    12,1 ;     
01.08.2018 00:00:00   ;    12,3 ;     
01.09.2018 00:00:00   ;    13,4 ;     
01.10.2018 00:00:00   ;    13,0 ;     
01.11.2018 00:00:00   ;    12,0 ;     
01.12.2018 00:00:00   ;    10,3 ;     
01.01.2019 00:00:00   ;     6,8 ;     
01.02.2019 00:00:00   ;     4,0 ;     
01.03.2019 00:00:00   ;     3,4 ;     
01.04.2019 00:00:00   ;     4,3 ;     
01.05.2019 00:00:00   ;     5,4 ;     
01.06.2019 00:00:00   ;     7,0 ;     
01.07.2019 00:00:00   ;    12,1 ;     
