Messstelle:                ;Pirching, Bl  5149
HZB-Nummer:                ;343566
HD-Nummer:                 ;uw5149
DBMS-Nummer:               ;6003133
Fremdnummer:               ;RA11
PorenGW-Gebiet:            ;331 Raabtal
Grundwasserkörper:         ;Raabtal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Steiermark
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;03.04.2018
 Geländehöhe:              ;337,71
 Messpunkthöhe:            ;338,65
 Sohllage:                 ;327,71
 T-Messtiefe u.GOK:        ;8,06
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  07.04.1998               ;15 44 03                 ;47 04 58
Exportzeitreihe:           ;GWTEP,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (0)
Werteinformation:          ;GWT-Messhöhe(n) unter GOK: 3.4.18: 8.06 - ~~
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;1 Nachkommastelle
Einheit:                   ;°C
Werte:
01.04.2018 00:00:00   ;    11,4 ;     
01.05.2018 00:00:00   ;    11,2 ;     
01.06.2018 00:00:00   ;    11,1 ;     
01.07.2018 00:00:00   ;    11,1 ;     
01.08.2018 00:00:00   ;    11,3 ;     
01.09.2018 00:00:00   ;    11,4 ;     
01.10.2018 00:00:00   ;    11,7 ;     
01.11.2018 00:00:00   ;    11,9 ;     
01.12.2018 00:00:00   ;    12,0 ;     
01.01.2019 00:00:00   ;    11,9 ;     
01.02.2019 00:00:00   ;    11,8 ;     
01.03.2019 00:00:00   ;    11,6 ;     
01.04.2019 00:00:00   ;    11,3 ;     
01.05.2019 00:00:00   ;    11,1 ;     
01.06.2019 00:00:00   ;    11,1 ;     
01.07.2019 00:00:00   ;    11,2 ;     
01.08.2019 00:00:00   ;    11,3 ;     
01.09.2019 00:00:00   ;    11,6 ;     
01.10.2019 00:00:00   ;    11,8 ;     
01.11.2019 00:00:00   ;    12,0 ;     
01.12.2019 00:00:00   ;    12,1 ;     
01.01.2020 00:00:00   ;    12,0 ;     
01.02.2020 00:00:00   ;    11,8 ;     
01.03.2020 00:00:00   ;    11,5 ;     
01.04.2020 00:00:00   ;    11,3 ;     
01.05.2020 00:00:00   ;    11,2 ;     
01.06.2020 00:00:00   ;    11,2 ;     
01.07.2020 00:00:00   ;    11,3 ;     
01.08.2020 00:00:00   ;    11,3 ;     
01.09.2020 00:00:00   ;    11,5 ;     
01.10.2020 00:00:00   ;    11,7 ;     
01.11.2020 00:00:00   ;    11,9 ;     
01.12.2020 00:00:00   ;    12,0 ;     
01.01.2021 00:00:00   ;    12,0 ;     
01.02.2021 00:00:00   ;    11,8 ;     
01.03.2021 00:00:00   ;    11,6 ;     
01.04.2021 00:00:00   ;    11,3 ;     
01.05.2021 00:00:00   ;    11,1 ;     
01.06.2021 00:00:00   ;    11,2 ;     
01.07.2021 00:00:00   ;    11,1 ;     
01.08.2021 00:00:00   ;    11,3 ;     
01.09.2021 00:00:00   ;    11,6 ;     
01.10.2021 00:00:00   ;    11,9 ;     
01.11.2021 00:00:00   ;    12,0 ;     
01.12.2021 00:00:00   ;    11,9 ;     
01.01.2022 00:00:00   ;Lücke        ; 
