Messstelle:                ;St.Wolfgang
28.08.2008 07:00:00   ;     0
29.08.2008 07:00:00   ;     0
30.08.2008 07:00:00   ;     0
31.08.2008 07:00:00   ;     0
01.09.2008 07:00:00   ;     0
02.09.2008 07:00:00   ;     0
03.09.2008 07:00:00   ;     0
04.09.2008 07:00:00   ;     0
05.09.2008 07:00:00   ;     0
06.09.2008 07:00:00   ;     0
07.09.2008 07:00:00   ;     0
08.09.2008 07:00:00   ;     0
09.09.2008 07:00:00   ;     0
10.09.2008 07:00:00   ;     0
11.09.2008 07:00:00   ;     0
12.09.2008 07:00:00   ;     0
13.09.2008 07:00:00   ;     0
14.09.2008 07:00:00   ;     0
15.09.2008 07:00:00   ;     0
16.09.2008 07:00:00   ;     0
17.09.2008 07:00:00   ;     0
18.09.2008 07:00:00   ;     0
19.09.2008 07:00:00   ;     0
20.09.2008 07:00:00   ;     0
21.09.2008 07:00:00   ;     0
22.09.2008 07:00:00   ;     0
23.09.2008 07:00:00   ;     0
24.09.2008 07:00:00   ;     0
25.09.2008 07:00:00   ;     0
26.09.2008 07:00:00   ;     0
27.09.2008 07:00:00   ;     0
28.09.2008 07:00:00   ;     0
29.09.2008 07:00:00   ;     0
30.09.2008 07:00:00   ;     0
01.10.2008 07:00:00   ;     0
02.10.2008 07:00:00   ;     0
03.10.2008 07:00:00   ;     0
04.10.2008 07:00:00   ;     0
05.10.2008 07:00:00   ;     0
06.10.2008 07:00:00   ;     0
07.10.2008 07:00:00   ;     0
08.10.2008 07:00:00   ;     0
09.10.2008 07:00:00   ;     0
10.10.2008 07:00:00   ;     0
11.10.2008 07:00:00   ;     0
12.10.2008 07:00:00   ;     0
13.10.2008 07:00:00   ;     0
14.10.2008 07:00:00   ;     0
15.10.2008 07:00:00   ;     0
16.10.2008 07:00:00   ;     0
17.10.2008 07:00:00   ;     0
18.10.2008 07:00:00   ;     0
19.10.2008 07:00:00   ;     0
20.10.2008 07:00:00   ;     0
21.10.2008 07:00:00   ;     0
22.10.2008 07:00:00   ;     0
23.10.2008 07:00:00   ;     0
24.10.2008 07:00:00   ;     0
25.10.2008 07:00:00   ;     0
26.10.2008 07:00:00   ;     0
27.10.2008 07:00:00   ;     0
28.10.2008 07:00:00   ;     0
29.10.2008 07:00:00   ;     0
30.10.2008 07:00:00   ;     0
31.10.2008 07:00:00   ;     0
01.11.2008 07:00:00   ;     0
02.11.2008 07:00:00   ;     0
03.11.2008 07:00:00   ;     0
04.11.2008 07:00:00   ;     0
05.11.2008 07:00:00   ;     0
06.11.2008 07:00:00   ;     0
07.11.2008 07:00:00   ;     0
08.11.2008 07:00:00   ;     0
09.11.2008 07:00:00   ;     0
10.11.2008 07:00:00   ;     0
11.11.2008 07:00:00   ;     0
12.11.2008 07:00:00   ;     0
13.11.2008 07:00:00   ;     0
14.11.2008 07:00:00   ;     0
15.11.2008 07:00:00   ;     0
16.11.2008 07:00:00   ;     0
17.11.2008 07:00:00   ;     0
18.11.2008 07:00:00   ;     0
19.11.2008 07:00:00   ;     0
20.11.2008 07:00:00   ;     0
21.11.2008 07:00:00   ;     0,001
22.11.2008 07:00:00   ;     0,001
23.11.2008 07:00:00   ;     5
24.11.2008 07:00:00   ;     5
25.11.2008 07:00:00   ;     5
26.11.2008 07:00:00   ;     5
27.11.2008 07:00:00   ;     3
28.11.2008 07:00:00   ;     3
29.11.2008 07:00:00   ;    13
30.11.2008 07:00:00   ;     8
01.12.2008 07:00:00   ;     8
02.12.2008 07:00:00   ;     5
03.12.2008 07:00:00   ;    15
04.12.2008 07:00:00   ;    12
05.12.2008 07:00:00   ;    10
06.12.2008 07:00:00   ;    25
07.12.2008 07:00:00   ;    25
08.12.2008 07:00:00   ;    20
09.12.2008 07:00:00   ;    20
10.12.2008 07:00:00   ;    20
11.12.2008 07:00:00   ;    30
12.12.2008 07:00:00   ;    35
13.12.2008 07:00:00   ;    35
14.12.2008 07:00:00   ;    35
15.12.2008 07:00:00   ;    40
16.12.2008 07:00:00   ;    40
17.12.2008 07:00:00   ;    40
18.12.2008 07:00:00   ;    40
19.12.2008 07:00:00   ;    45
20.12.2008 07:00:00   ;    44
21.12.2008 07:00:00   ;    41
22.12.2008 07:00:00   ;    40
23.12.2008 07:00:00   ;    35
24.12.2008 07:00:00   ;    35
25.12.2008 07:00:00   ;    30
26.12.2008 07:00:00   ;    35
27.12.2008 07:00:00   ;    35
28.12.2008 07:00:00   ;    35
29.12.2008 07:00:00   ;    30
30.12.2008 07:00:00   ;    30
31.12.2008 07:00:00   ;    30
01.01.2009 07:00:00   ;    30
02.01.2009 07:00:00   ;    30
03.01.2009 07:00:00   ;    30
04.01.2009 07:00:00   ;    30
05.01.2009 07:00:00   ;    30
06.01.2009 07:00:00   ;    30
07.01.2009 07:00:00   ;    30
08.01.2009 07:00:00   ;    30
09.01.2009 07:00:00   ;    30
10.01.2009 07:00:00   ;    25
11.01.2009 07:00:00   ;    25
12.01.2009 07:00:00   ;    25
13.01.2009 07:00:00   ;    25
14.01.2009 07:00:00   ;    25
15.01.2009 07:00:00   ;    40
16.01.2009 07:00:00   ;    40
17.01.2009 07:00:00   ;    40
18.01.2009 07:00:00   ;    35
19.01.2009 07:00:00   ;    35
20.01.2009 07:00:00   ;    35
21.01.2009 07:00:00   ;    30
22.01.2009 07:00:00   ;    35
23.01.2009 07:00:00   ;    35
24.01.2009 07:00:00   ;    40
25.01.2009 07:00:00   ;    40
26.01.2009 07:00:00   ;    35
27.01.2009 07:00:00   ;    30
28.01.2009 07:00:00   ;    90
29.01.2009 07:00:00   ;    90
30.01.2009 07:00:00   ;    85
31.01.2009 07:00:00   ;    85
01.02.2009 07:00:00   ;    85
02.02.2009 07:00:00   ;    85
03.02.2009 07:00:00   ;    95
04.02.2009 07:00:00   ;    95
05.02.2009 07:00:00   ;    90
06.02.2009 07:00:00   ;    80
07.02.2009 07:00:00   ;    75
08.02.2009 07:00:00   ;    75
09.02.2009 07:00:00   ;    75
10.02.2009 07:00:00   ;    75
11.02.2009 07:00:00   ;    75
12.02.2009 07:00:00   ;    75
13.02.2009 07:00:00   ;    75
14.02.2009 07:00:00   ;    75
15.02.2009 07:00:00   ;    70
16.02.2009 07:00:00   ;    70
17.02.2009 07:00:00   ;    70
18.02.2009 07:00:00   ;    65
19.02.2009 07:00:00   ;    65
20.02.2009 07:00:00   ;    65
21.02.2009 07:00:00   ;    60
22.02.2009 07:00:00   ;    60
23.02.2009 07:00:00   ;    55
24.02.2009 07:00:00   ;    55
25.02.2009 07:00:00   ;    50
26.02.2009 07:00:00   ;    50
27.02.2009 07:00:00   ;    45
28.02.2009 07:00:00   ;    40
01.03.2009 07:00:00   ;    40
02.03.2009 07:00:00   ;    40
03.03.2009 07:00:00   ;    35
04.03.2009 07:00:00   ;    35
05.03.2009 07:00:00   ;    30
06.03.2009 07:00:00   ;    35
07.03.2009 07:00:00   ;    45
08.03.2009 07:00:00   ;    45
09.03.2009 07:00:00   ;    40
10.03.2009 07:00:00   ;    40
11.03.2009 07:00:00   ;    40
12.03.2009 07:00:00   ;    40
13.03.2009 07:00:00   ;    40
14.03.2009 07:00:00   ;    40
15.03.2009 07:00:00   ;    35
16.03.2009 07:00:00   ;    35
17.03.2009 07:00:00   ;    35
18.03.2009 07:00:00   ;    30
19.03.2009 07:00:00   ;    25
20.03.2009 07:00:00   ;    35
21.03.2009 07:00:00   ;    35
22.03.2009 07:00:00   ;    35
23.03.2009 07:00:00   ;    30
24.03.2009 07:00:00   ;    30
25.03.2009 07:00:00   ;    30
26.03.2009 07:00:00   ;    25
27.03.2009 07:00:00   ;    25
28.03.2009 07:00:00   ;    25
29.03.2009 07:00:00   ;    20
30.03.2009 07:00:00   ;    40
31.03.2009 07:00:00   ;    30
01.04.2009 07:00:00   ;    30
02.04.2009 07:00:00   ;    25
03.04.2009 07:00:00   ;    25
04.04.2009 07:00:00   ;    20
05.04.2009 07:00:00   ;    20
06.04.2009 07:00:00   ;    15
07.04.2009 07:00:00   ;    10
08.04.2009 07:00:00   ;     5
09.04.2009 07:00:00   ;     3
10.04.2009 07:00:00   ;     0,001
11.04.2009 07:00:00   ;     0
12.04.2009 07:00:00   ;     0
13.04.2009 07:00:00   ;     0
14.04.2009 07:00:00   ;     0
15.04.2009 07:00:00   ;     0
16.04.2009 07:00:00   ;     0
17.04.2009 07:00:00   ;     0
18.04.2009 07:00:00   ;     0
19.04.2009 07:00:00   ;     0
20.04.2009 07:00:00   ;     0
21.04.2009 07:00:00   ;     0
22.04.2009 07:00:00   ;     0
23.04.2009 07:00:00   ;     0
24.04.2009 07:00:00   ;    10
25.04.2009 07:00:00   ;     0,001
26.04.2009 07:00:00   ;     0
27.04.2009 07:00:00   ;     0
28.04.2009 07:00:00   ;     0
29.04.2009 07:00:00   ;     0
30.04.2009 07:00:00   ;     0
01.05.2009 07:00:00   ;     0
02.05.2009 07:00:00   ;     0
03.05.2009 07:00:00   ;     0
04.05.2009 07:00:00   ;     0
05.05.2009 07:00:00   ;     0
06.05.2009 07:00:00   ;     0
07.05.2009 07:00:00   ;     0
08.05.2009 07:00:00   ;     0
09.05.2009 07:00:00   ;     0
10.05.2009 07:00:00   ;     0
11.05.2009 07:00:00   ;     0
12.05.2009 07:00:00   ;     0
13.05.2009 07:00:00   ;     0
14.05.2009 07:00:00   ;     0
15.05.2009 07:00:00   ;     0
16.05.2009 07:00:00   ;     0
17.05.2009 07:00:00   ;     0
18.05.2009 07:00:00   ;     0
19.05.2009 07:00:00   ;     0
20.05.2009 07:00:00   ;     0
21.05.2009 07:00:00   ;     0
22.05.2009 07:00:00   ;     0
23.05.2009 07:00:00   ;     0
24.05.2009 07:00:00   ;     0
25.05.2009 07:00:00   ;     0
26.05.2009 07:00:00   ;     0
27.05.2009 07:00:00   ;     0
28.05.2009 07:00:00   ;     0
29.05.2009 07:00:00   ;     0
30.05.2009 07:00:00   ;     0
31.05.2009 07:00:00   ;     0
01.06.2009 07:00:00   ;     0
02.06.2009 07:00:00   ;     0
03.06.2009 07:00:00   ;     0
04.06.2009 07:00:00   ;     0
05.06.2009 07:00:00   ;     0
06.06.2009 07:00:00   ;     0
07.06.2009 07:00:00   ;     0
08.06.2009 07:00:00   ;     0
09.06.2009 07:00:00   ;     0
10.06.2009 07:00:00   ;     0
11.06.2009 07:00:00   ;     0
12.06.2009 07:00:00   ;     0
13.06.2009 07:00:00   ;     0
14.06.2009 07:00:00   ;     0
15.06.2009 07:00:00   ;     0
16.06.2009 07:00:00   ;     0
17.06.2009 07:00:00   ;     0
18.06.2009 07:00:00   ;     0
19.06.2009 07:00:00   ;     0
20.06.2009 07:00:00   ;     0
21.06.2009 07:00:00   ;     0
22.06.2009 07:00:00   ;     0
23.06.2009 07:00:00   ;     0
24.06.2009 07:00:00   ;     0
25.06.2009 07:00:00   ;     0
26.06.2009 07:00:00   ;     0
27.06.2009 07:00:00   ;     0
28.06.2009 07:00:00   ;     0
29.06.2009 07:00:00   ;     0
30.06.2009 07:00:00   ;     0
01.07.2009 07:00:00   ;     0
02.07.2009 07:00:00   ;     0
03.07.2009 07:00:00   ;     0
04.07.2009 07:00:00   ;     0
05.07.2009 07:00:00   ;     0
06.07.2009 07:00:00   ;     0
07.07.2009 07:00:00   ;     0
08.07.2009 07:00:00   ;     0
09.07.2009 07:00:00   ;     0
10.07.2009 07:00:00   ;     0
11.07.2009 07:00:00   ;     0
12.07.2009 07:00:00   ;     0
13.07.2009 07:00:00   ;     0
14.07.2009 07:00:00   ;     0
15.07.2009 07:00:00   ;     0
16.07.2009 07:00:00   ;     0
17.07.2009 07:00:00   ;     0
18.07.2009 07:00:00   ;     0
19.07.2009 07:00:00   ;     0
20.07.2009 07:00:00   ;     0
21.07.2009 07:00:00   ;     0
22.07.2009 07:00:00   ;     0
23.07.2009 07:00:00   ;     0
24.07.2009 07:00:00   ;     0
25.07.2009 07:00:00   ;     0
26.07.2009 07:00:00   ;     0
27.07.2009 07:00:00   ;     0
28.07.2009 07:00:00   ;     0
29.07.2009 07:00:00   ;     0
30.07.2009 07:00:00   ;     0
31.07.2009 07:00:00   ;     0
01.08.2009 07:00:00   ;     0
02.08.2009 07:00:00   ;     0
03.08.2009 07:00:00   ;     0
04.08.2009 07:00:00   ;     0
05.08.2009 07:00:00   ;     0
06.08.2009 07:00:00   ;     0
07.08.2009 07:00:00   ;     0
08.08.2009 07:00:00   ;     0
09.08.2009 07:00:00   ;     0
10.08.2009 07:00:00   ;     0
11.08.2009 07:00:00   ;     0
12.08.2009 07:00:00   ;     0
13.08.2009 07:00:00   ;     0
14.08.2009 07:00:00   ;     0
15.08.2009 07:00:00   ;     0
16.08.2009 07:00:00   ;     0
17.08.2009 07:00:00   ;     0
18.08.2009 07:00:00   ;     0
19.08.2009 07:00:00   ;     0
20.08.2009 07:00:00   ;     0
21.08.2009 07:00:00   ;     0
22.08.2009 07:00:00   ;     0
23.08.2009 07:00:00   ;     0
24.08.2009 07:00:00   ;     0
25.08.2009 07:00:00   ;     0
26.08.2009 07:00:00   ;     0
27.08.2009 07:00:00   ;     0
28.08.2009 07:00:00   ;     0
29.08.2009 07:00:00   ;     0
30.08.2009 07:00:00   ;     0
31.08.2009 07:00:00   ;     0
01.09.2009 07:00:00   ;     0
02.09.2009 07:00:00   ;     0
03.09.2009 07:00:00   ;     0
04.09.2009 07:00:00   ;     0
05.09.2009 07:00:00   ;     0
06.09.2009 07:00:00   ;     0
07.09.2009 07:00:00   ;     0
08.09.2009 07:00:00   ;     0
09.09.2009 07:00:00   ;     0
10.09.2009 07:00:00   ;     0
11.09.2009 07:00:00   ;     0
12.09.2009 07:00:00   ;     0
13.09.2009 07:00:00   ;     0
14.09.2009 07:00:00   ;     0
15.09.2009 07:00:00   ;     0
16.09.2009 07:00:00   ;     0
17.09.2009 07:00:00   ;     0
18.09.2009 07:00:00   ;     0
19.09.2009 07:00:00   ;     0
20.09.2009 07:00:00   ;     0
21.09.2009 07:00:00   ;     0
22.09.2009 07:00:00   ;     0
23.09.2009 07:00:00   ;     0
24.09.2009 07:00:00   ;     0
25.09.2009 07:00:00   ;     0
26.09.2009 07:00:00   ;     0
27.09.2009 07:00:00   ;     0
28.09.2009 07:00:00   ;     0
29.09.2009 07:00:00   ;     0
30.09.2009 07:00:00   ;     0
01.10.2009 07:00:00   ;     0
02.10.2009 07:00:00   ;     0
03.10.2009 07:00:00   ;     0
04.10.2009 07:00:00   ;     0
05.10.2009 07:00:00   ;     0
06.10.2009 07:00:00   ;     0
07.10.2009 07:00:00   ;     0
08.10.2009 07:00:00   ;     0
09.10.2009 07:00:00   ;     0
10.10.2009 07:00:00   ;     0
11.10.2009 07:00:00   ;     0
12.10.2009 07:00:00   ;     0
13.10.2009 07:00:00   ;     0
14.10.2009 07:00:00   ;     5
15.10.2009 07:00:00   ;     2
16.10.2009 07:00:00   ;     0,001
17.10.2009 07:00:00   ;     0
18.10.2009 07:00:00   ;     0
19.10.2009 07:00:00   ;     0
20.10.2009 07:00:00   ;     0
21.10.2009 07:00:00   ;     0
22.10.2009 07:00:00   ;     0
23.10.2009 07:00:00   ;     0
24.10.2009 07:00:00   ;     0
25.10.2009 07:00:00   ;     0
26.10.2009 07:00:00   ;     0
27.10.2009 07:00:00   ;     0
28.10.2009 07:00:00   ;     0
29.10.2009 07:00:00   ;     0
30.10.2009 07:00:00   ;     0
31.10.2009 07:00:00   ;     0
01.11.2009 07:00:00   ;     0
02.11.2009 07:00:00   ;     0,001
03.11.2009 07:00:00   ;     5
04.11.2009 07:00:00   ;     5
05.11.2009 07:00:00   ;    20
06.11.2009 07:00:00   ;    15
07.11.2009 07:00:00   ;    10
08.11.2009 07:00:00   ;    10
09.11.2009 07:00:00   ;    20
10.11.2009 07:00:00   ;    20
11.11.2009 07:00:00   ;    15
12.11.2009 07:00:00   ;    15
13.11.2009 07:00:00   ;    13
14.11.2009 07:00:00   ;    13
15.11.2009 07:00:00   ;    12
16.11.2009 07:00:00   ;    10
17.11.2009 07:00:00   ;     8
18.11.2009 07:00:00   ;     5
19.11.2009 07:00:00   ;     3
20.11.2009 07:00:00   ;     0,001
21.11.2009 07:00:00   ;     0
22.11.2009 07:00:00   ;     0
23.11.2009 07:00:00   ;     0
24.11.2009 07:00:00   ;     0
25.11.2009 07:00:00   ;     0
26.11.2009 07:00:00   ;     0
27.11.2009 07:00:00   ;     0
28.11.2009 07:00:00   ;     0,001
29.11.2009 07:00:00   ;     3
30.11.2009 07:00:00   ;     0,001
01.12.2009 07:00:00   ;     0
02.12.2009 07:00:00   ;     0
03.12.2009 07:00:00   ;     0
04.12.2009 07:00:00   ;     0,001
05.12.2009 07:00:00   ;     6
06.12.2009 07:00:00   ;     5
07.12.2009 07:00:00   ;     5
08.12.2009 07:00:00   ;     3
09.12.2009 07:00:00   ;     2
10.12.2009 07:00:00   ;     2
11.12.2009 07:00:00   ;     2
12.12.2009 07:00:00   ;     2
13.12.2009 07:00:00   ;     2
14.12.2009 07:00:00   ;     4
15.12.2009 07:00:00   ;     4
16.12.2009 07:00:00   ;     3
17.12.2009 07:00:00   ;     3
18.12.2009 07:00:00   ;     3
19.12.2009 07:00:00   ;     3
20.12.2009 07:00:00   ;    15
21.12.2009 07:00:00   ;    12
22.12.2009 07:00:00   ;    10
23.12.2009 07:00:00   ;     8
24.12.2009 07:00:00   ;     5
25.12.2009 07:00:00   ;     5
26.12.2009 07:00:00   ;     5
27.12.2009 07:00:00   ;     5
28.12.2009 07:00:00   ;     5
29.12.2009 07:00:00   ;     5
30.12.2009 07:00:00   ;     5
31.12.2009 07:00:00   ;     5
01.01.2010 07:00:00   ;     3
02.01.2010 07:00:00   ;     3
03.01.2010 07:00:00   ;     2
04.01.2010 07:00:00   ;     2
05.01.2010 07:00:00   ;     2
06.01.2010 07:00:00   ;     5
07.01.2010 07:00:00   ;     5
08.01.2010 07:00:00   ;     5
09.01.2010 07:00:00   ;    10
10.01.2010 07:00:00   ;    15
11.01.2010 07:00:00   ;    15
12.01.2010 07:00:00   ;    15
13.01.2010 07:00:00   ;    15
14.01.2010 07:00:00   ;    15
15.01.2010 07:00:00   ;    12
16.01.2010 07:00:00   ;    12
17.01.2010 07:00:00   ;    12
18.01.2010 07:00:00   ;    12
19.01.2010 07:00:00   ;    12
20.01.2010 07:00:00   ;    12
21.01.2010 07:00:00   ;    10
22.01.2010 07:00:00   ;    10
23.01.2010 07:00:00   ;    10
24.01.2010 07:00:00   ;    10
25.01.2010 07:00:00   ;    10
26.01.2010 07:00:00   ;    10
27.01.2010 07:00:00   ;    15
28.01.2010 07:00:00   ;    15
29.01.2010 07:00:00   ;    15
30.01.2010 07:00:00   ;    15
31.01.2010 07:00:00   ;    15
01.02.2010 07:00:00   ;    15
02.02.2010 07:00:00   ;    15
03.02.2010 07:00:00   ;    15
04.02.2010 07:00:00   ;    15
05.02.2010 07:00:00   ;    15
06.02.2010 07:00:00   ;    25
07.02.2010 07:00:00   ;    30
08.02.2010 07:00:00   ;    30
09.02.2010 07:00:00   ;    30
10.02.2010 07:00:00   ;    25
11.02.2010 07:00:00   ;    50
12.02.2010 07:00:00   ;    55
13.02.2010 07:00:00   ;    55
14.02.2010 07:00:00   ;    50
15.02.2010 07:00:00   ;    50
16.02.2010 07:00:00   ;    50
17.02.2010 07:00:00   ;    50
18.02.2010 07:00:00   ;    45
19.02.2010 07:00:00   ;    45
20.02.2010 07:00:00   ;    40
21.02.2010 07:00:00   ;    40
22.02.2010 07:00:00   ;    35
23.02.2010 07:00:00   ;    35
24.02.2010 07:00:00   ;    30
25.02.2010 07:00:00   ;    25
26.02.2010 07:00:00   ;    25
27.02.2010 07:00:00   ;    20
28.02.2010 07:00:00   ;    20
01.03.2010 07:00:00   ;    20
02.03.2010 07:00:00   ;    18
03.03.2010 07:00:00   ;    18
04.03.2010 07:00:00   ;    18
05.03.2010 07:00:00   ;    18
06.03.2010 07:00:00   ;    18
07.03.2010 07:00:00   ;    18
08.03.2010 07:00:00   ;    15
09.03.2010 07:00:00   ;    15
10.03.2010 07:00:00   ;    15
11.03.2010 07:00:00   ;    35
12.03.2010 07:00:00   ;    35
13.03.2010 07:00:00   ;    35
14.03.2010 07:00:00   ;    30
15.03.2010 07:00:00   ;    30
16.03.2010 07:00:00   ;    25
17.03.2010 07:00:00   ;    25
18.03.2010 07:00:00   ;    20
19.03.2010 07:00:00   ;    20
20.03.2010 07:00:00   ;    15
21.03.2010 07:00:00   ;    15
22.03.2010 07:00:00   ;    10
23.03.2010 07:00:00   ;    10
24.03.2010 07:00:00   ;     8
25.03.2010 07:00:00   ;     6
26.03.2010 07:00:00   ;     3
27.03.2010 07:00:00   ;     3
28.03.2010 07:00:00   ;     2
29.03.2010 07:00:00   ;     0,001
30.03.2010 07:00:00   ;     0,001
31.03.2010 07:00:00   ;     0
01.04.2010 07:00:00   ;     0
02.04.2010 07:00:00   ;    12
03.04.2010 07:00:00   ;    10
04.04.2010 07:00:00   ;    10
05.04.2010 07:00:00   ;     8
06.04.2010 07:00:00   ;     8
07.04.2010 07:00:00   ;     5
08.04.2010 07:00:00   ;     4
09.04.2010 07:00:00   ;     2
10.04.2010 07:00:00   ;     0,001
11.04.2010 07:00:00   ;     0
12.04.2010 07:00:00   ;     2
13.04.2010 07:00:00   ;     0,001
14.04.2010 07:00:00   ;     0
15.04.2010 07:00:00   ;     0
16.04.2010 07:00:00   ;     0
17.04.2010 07:00:00   ;     0
18.04.2010 07:00:00   ;     0
19.04.2010 07:00:00   ;     0
20.04.2010 07:00:00   ;     0
21.04.2010 07:00:00   ;     0
22.04.2010 07:00:00   ;     0
23.04.2010 07:00:00   ;     0
24.04.2010 07:00:00   ;     0
25.04.2010 07:00:00   ;     0
26.04.2010 07:00:00   ;     0
27.04.2010 07:00:00   ;     0
28.04.2010 07:00:00   ;     0
29.04.2010 07:00:00   ;     0
30.04.2010 07:00:00   ;     0
01.05.2010 07:00:00   ;     0
02.05.2010 07:00:00   ;     0
03.05.2010 07:00:00   ;     0
04.05.2010 07:00:00   ;     0
05.05.2010 07:00:00   ;     0
06.05.2010 07:00:00   ;     0
07.05.2010 07:00:00   ;     0
08.05.2010 07:00:00   ;     0
09.05.2010 07:00:00   ;     0
10.05.2010 07:00:00   ;     0
11.05.2010 07:00:00   ;     0
12.05.2010 07:00:00   ;     0
13.05.2010 07:00:00   ;     0
14.05.2010 07:00:00   ;     0
15.05.2010 07:00:00   ;     0
16.05.2010 07:00:00   ;     0
17.05.2010 07:00:00   ;     0
18.05.2010 07:00:00   ;     0
19.05.2010 07:00:00   ;     0
20.05.2010 07:00:00   ;     0
21.05.2010 07:00:00   ;     0
22.05.2010 07:00:00   ;     0
23.05.2010 07:00:00   ;     0
24.05.2010 07:00:00   ;     0
25.05.2010 07:00:00   ;     0
26.05.2010 07:00:00   ;     0
27.05.2010 07:00:00   ;     0
28.05.2010 07:00:00   ;     0
29.05.2010 07:00:00   ;     0
30.05.2010 07:00:00   ;     0
31.05.2010 07:00:00   ;     0
01.06.2010 07:00:00   ;     0
02.06.2010 07:00:00   ;     0
03.06.2010 07:00:00   ;     0
04.06.2010 07:00:00   ;     0
05.06.2010 07:00:00   ;     0
06.06.2010 07:00:00   ;     0
07.06.2010 07:00:00   ;     0
08.06.2010 07:00:00   ;     0
09.06.2010 07:00:00   ;     0
10.06.2010 07:00:00   ;     0
11.06.2010 07:00:00   ;     0
12.06.2010 07:00:00   ;     0
13.06.2010 07:00:00   ;     0
14.06.2010 07:00:00   ;     0
15.06.2010 07:00:00   ;     0
16.06.2010 07:00:00   ;     0
17.06.2010 07:00:00   ;     0
18.06.2010 07:00:00   ;     0
19.06.2010 07:00:00   ;     0
20.06.2010 07:00:00   ;     0
21.06.2010 07:00:00   ;     0
22.06.2010 07:00:00   ;     0
23.06.2010 07:00:00   ;     0
24.06.2010 07:00:00   ;     0
25.06.2010 07:00:00   ;     0
26.06.2010 07:00:00   ;     0
27.06.2010 07:00:00   ;     0
28.06.2010 07:00:00   ;     0
29.06.2010 07:00:00   ;     0
30.06.2010 07:00:00   ;     0
01.07.2010 07:00:00   ;     0
02.07.2010 07:00:00   ;     0
03.07.2010 07:00:00   ;     0
04.07.2010 07:00:00   ;     0
05.07.2010 07:00:00   ;     0
06.07.2010 07:00:00   ;     0
07.07.2010 07:00:00   ;     0
08.07.2010 07:00:00   ;     0
09.07.2010 07:00:00   ;     0
10.07.2010 07:00:00   ;     0
11.07.2010 07:00:00   ;     0
12.07.2010 07:00:00   ;     0
13.07.2010 07:00:00   ;     0
14.07.2010 07:00:00   ;     0
15.07.2010 07:00:00   ;     0
16.07.2010 07:00:00   ;     0
17.07.2010 07:00:00   ;     0
18.07.2010 07:00:00   ;     0
19.07.2010 07:00:00   ;     0
20.07.2010 07:00:00   ;     0
21.07.2010 07:00:00   ;     0
22.07.2010 07:00:00   ;     0
23.07.2010 07:00:00   ;     0
24.07.2010 07:00:00   ;     0
25.07.2010 07:00:00   ;     0
26.07.2010 07:00:00   ;     0
27.07.2010 07:00:00   ;     0
28.07.2010 07:00:00   ;     0
29.07.2010 07:00:00   ;     0
30.07.2010 07:00:00   ;     0
31.07.2010 07:00:00   ;     0
01.08.2010 07:00:00   ;     0
02.08.2010 07:00:00   ;     0
03.08.2010 07:00:00   ;     0
04.08.2010 07:00:00   ;     0
05.08.2010 07:00:00   ;     0
06.08.2010 07:00:00   ;     0
07.08.2010 07:00:00   ;     0
08.08.2010 07:00:00   ;     0
09.08.2010 07:00:00   ;     0
10.08.2010 07:00:00   ;     0
11.08.2010 07:00:00   ;     0
12.08.2010 07:00:00   ;     0
13.08.2010 07:00:00   ;     0
14.08.2010 07:00:00   ;     0
15.08.2010 07:00:00   ;     0
16.08.2010 07:00:00   ;     0
17.08.2010 07:00:00   ;     0
18.08.2010 07:00:00   ;     0
19.08.2010 07:00:00   ;     0
20.08.2010 07:00:00   ;     0
21.08.2010 07:00:00   ;     0
22.08.2010 07:00:00   ;     0
23.08.2010 07:00:00   ;     0
24.08.2010 07:00:00   ;     0
25.08.2010 07:00:00   ;     0
26.08.2010 07:00:00   ;     0
27.08.2010 07:00:00   ;     0
28.08.2010 07:00:00   ;     0
29.08.2010 07:00:00   ;     0
30.08.2010 07:00:00   ;     0
31.08.2010 07:00:00   ;     0
01.09.2010 07:00:00   ;     0
02.09.2010 07:00:00   ;     0
03.09.2010 07:00:00   ;     0
04.09.2010 07:00:00   ;     0
05.09.2010 07:00:00   ;     0
06.09.2010 07:00:00   ;     0
07.09.2010 07:00:00   ;     0
08.09.2010 07:00:00   ;     0
09.09.2010 07:00:00   ;     0
10.09.2010 07:00:00   ;     0
11.09.2010 07:00:00   ;     0
12.09.2010 07:00:00   ;     0
13.09.2010 07:00:00   ;     0
14.09.2010 07:00:00   ;     0
15.09.2010 07:00:00   ;     0
16.09.2010 07:00:00   ;     0
17.09.2010 07:00:00   ;     0
18.09.2010 07:00:00   ;     0
19.09.2010 07:00:00   ;     0
20.09.2010 07:00:00   ;     0
21.09.2010 07:00:00   ;     0
22.09.2010 07:00:00   ;     0
23.09.2010 07:00:00   ;     0
24.09.2010 07:00:00   ;     0
25.09.2010 07:00:00   ;     0
26.09.2010 07:00:00   ;     0
27.09.2010 07:00:00   ;     0
28.09.2010 07:00:00   ;     0
29.09.2010 07:00:00   ;     0
30.09.2010 07:00:00   ;     0
01.10.2010 07:00:00   ;     0
02.10.2010 07:00:00   ;     0
03.10.2010 07:00:00   ;     0
04.10.2010 07:00:00   ;     0
05.10.2010 07:00:00   ;     0
06.10.2010 07:00:00   ;     0
07.10.2010 07:00:00   ;     0
08.10.2010 07:00:00   ;     0
09.10.2010 07:00:00   ;     0
10.10.2010 07:00:00   ;     0
11.10.2010 07:00:00   ;     0
