Messstelle:                ;Eckersdorf, Br 68.4
HZB-Nummer:                ;316927
HD-Nummer:                 ;68.4
DBMS-Nummer:               ;4002605
PorenGW-Gebiet:            ;091 Mühlgebiet
Grundwasserkörper:         ;Gruppe Böhmische Masse [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;22.10.2020
 Geländehöhe:              ;711,90
 Messpunkthöhe:            ;712,36
 Sohllage:                 ;705,20
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 06 14                 ;48 30 37
  01.01.2003               ;14 06 15                 ;48 30 31
  01.01.1996               ;14 06 15                 ;48 30 31
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
27.05.1996 07:01:00   ;   710,07 ;     
15.12.1997 07:01:00   ;   710,12 ;     
02.11.1998 07:01:00   ;   710,26 ;     
08.03.1999 07:01:00   ;   710,34 ;     
07.08.2000 07:01:00   ;   710,37 ;     
26.03.2001 07:01:00   ;   710,35 ;     
12.08.2002 07:01:00   ;   711,14 ;     
17.03.2003 07:01:00   ;   709,87 ;     
07.02.2004 07:01:00   ;   709,90 ;     
19.03.2005 07:01:00   ;   710,09 ;     
01.04.2006 07:01:00   ;   711,08 ;     
20.01.2007 07:01:00   ;   709,95 ;     
15.03.2008 07:01:00   ;   709,72 ;     
11.07.2009 07:01:00   ;   710,12 ;     
27.03.2010 07:01:00   ;   709,89 ;     
31.12.2011 23:59:55   ;   709,86 ;     
03.03.2012 07:01:00   ;   710,07 ;     
02.02.2013 07:01:00   ;   710,04 ;     
25.10.2014 07:01:00   ;   709,91 ;     
17.01.2015 07:01:00   ;   709,91 ;     
04.06.2016 07:01:00   ;   709,95 ;     
25.02.2017 07:01:00   ;   709,97 ;     
06.01.2018 07:01:00   ;   710,05 ;     
16.03.2019 07:01:00   ;   710,06 ;     
08.02.2020 07:01:00   ;   709,97 ;     
06.02.2021 07:01:00   ;   710,03 ;     
