Messstelle:                ;Hartkirchen, Br 2159.026
HZB-Nummer:                ;374876
HD-Nummer:                 ;2159.026
DBMS-Nummer:               ;4003051
Fremdnummer:               ;EA120
PorenGW-Gebiet:            ;096 Südliches Eferdinger Becken
Grundwasserkörper:         ;Eferdinger Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;21.09.1959
 Geländehöhe:              ;272,97
 Messpunkthöhe:            ;273,57
 Sohllage:                 ;263,20
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 00 16                 ;48 21 53
  01.01.2003               ;14 00 20                 ;48 21 55
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
15.08.1960 07:01:00   ;   267,55 ;     
05.06.1961 07:01:00   ;   268,09 ;     
26.02.1962 07:01:00   ;   269,07 ;     
16.04.1963 07:01:00   ;   268,02 ;     
31.12.1964 23:59:55   ;   267,40 ;     
14.06.1965 07:01:00   ;   269,12 ;     
27.12.1966 07:01:00   ;   269,38 ;     
01.01.1967 00:00:05   ;   269,21 ;     
05.02.1968 07:01:00   ;   268,86 ;     
23.06.1969 07:01:00   ;   266,75 ;     
02.03.1970 07:01:00   ;   269,10 ;     
01.01.1971 00:00:05   ;   267,73 ;     
07.08.1972 07:01:00   ;   267,38 ;     
23.12.1973 07:01:00   ;   267,21 ;     
30.12.1974 07:01:00   ;   269,13 ;     
01.01.1975 00:00:05   ;   269,13 ;     
26.01.1976 07:01:00   ;   269,08 ;     
21.03.1977 07:01:00   ;   268,13 ;     
17.04.1978 07:01:00   ;   267,95 ;     
09.04.1979 07:01:00   ;   269,03 ;     
18.02.1980 07:01:00   ;   268,60 ;     
16.02.1981 07:01:00   ;   269,17 ;     
01.02.1982 07:01:00   ;   269,25 ;     
16.05.1983 07:01:00   ;   267,60 ;     
12.03.1984 07:01:00   ;   267,30 ;     
16.09.1985 07:01:00   ;   267,92 ;     
27.01.1986 07:01:00   ;   269,07 ;     
30.03.1987 07:01:00   ;   268,73 ;     
28.03.1988 07:01:00   ;   269,23 ;     
06.03.1989 07:01:00   ;   267,16 ;     
16.04.1990 07:01:00   ;   267,37 ;     
28.01.1991 07:01:00   ;   266,65 ;     
21.04.1992 07:01:00   ;   266,41 ;     
31.12.1993 23:59:55   ;   266,35 ;     
25.04.1994 07:01:00   ;   268,73 ;     
24.04.1995 07:01:00   ;   267,63 ;     
02.01.1996 07:01:00   ;   267,13 ;     
12.05.1997 07:01:00   ;   266,64 ;     
31.12.1998 23:59:55   ;   267,16 ;     
01.03.1999 07:01:00   ;   268,92 ;     
04.04.2000 07:01:00   ;   269,12 ;     
27.04.2001 07:01:00   ;   268,59 ;     
01.03.2002 07:01:00   ;   269,09 ;     
10.01.2003 07:01:00   ;   268,95 ;     
07.05.2004 07:01:00   ;   266,62 ;     
25.03.2005 07:01:00   ;   267,21 ;     
07.04.2006 07:01:00   ;   268,92 ;     
22.03.2007 07:01:00   ;   266,97 ;     
25.04.2008 07:01:00   ;   267,83 ;     
17.07.2009 07:01:00   ;   268,08 ;     
06.08.2010 07:01:00   ;   267,40 ;     
08.03.2011 07:01:00   ;   266,19 ;     
09.03.2012 07:01:00   ;   267,94 ;     
03.08.2013 07:01:00   ;   267,13 ;     
29.06.2014 07:01:00   ;   265,87 ;     
30.05.2015 07:01:00   ;   266,88 ;     
01.07.2016 07:01:00   ;   266,98 ;     
27.05.2017 07:01:00   ;   267,53 ;     
17.02.2018 07:01:00   ;   267,26 ;     
29.03.2019 07:01:00   ;   267,19 ;     
28.02.2020 07:01:00   ;   266,88 ;     
19.03.2021 07:01:00   ;   267,27 ;     
