Messstelle:                ;Stadl-Hausruck, Bl 50.3
HZB-Nummer:                ;374769
HD-Nummer:                 ;V50.3
DBMS-Nummer:               ;4003018
PorenGW-Gebiet:            ;110 Traun-Agergebiet
Grundwasserkörper:         ;Gruppe Traun und Zubringertäler [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;22.02.1984
 Geländehöhe:              ;353,21
 Messpunkthöhe:            ;353,91
 Sohllage:                 ;340,51
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;13 50 41                 ;48 04 28
  01.01.2003               ;13 50 43                 ;48 04 30
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
31.07.1984 07:01:00   ;   350,41 ;     
13.08.1985 07:01:00   ;   350,91 ;     
06.05.1986 07:01:00   ;   350,21 ;     
21.12.1987 07:01:00   ;   351,07 ;     
06.06.1988 07:01:00   ;   350,78 ;     
19.06.1989 07:01:00   ;   350,51 ;     
09.07.1990 07:01:00   ;   350,73 ;     
29.07.1991 07:01:00   ;   351,59 ;     
30.11.1992 07:01:00   ;   351,31 ;     
02.08.1993 07:01:00   ;   351,04 ;     
21.11.1994 07:01:00   ;   351,05 ;     
04.09.1995 07:01:00   ;   351,23 ;     
16.09.1996 07:01:00   ;   351,59 ;     
20.07.1997 07:01:00   ;   353,19 ;     
11.05.1998 07:01:00   ;   351,38 ;     
17.05.1999 07:01:00   ;   351,29 ;     
03.05.2000 07:01:00   ;   351,37 ;     
19.06.2001 07:01:00   ;   353,21 ;     
22.03.2002 07:01:00   ;   353,21 ;     
29.01.2003 07:01:00   ;   351,63 ;     
06.06.2004 07:01:00   ;   351,80 ;     
13.07.2005 12:00:00   ;   353,21 ;     
07.08.2006 12:00:00   ;   353,21 ;     
07.09.2007 07:00:00   ;   353,21 ;     
25.07.2008 07:00:00   ;   351,36 ;     
24.06.2009 07:00:00   ;   353,21 ;     
04.06.2010 12:00:00   ;   353,21 ;     
14.01.2011 12:00:00   ;   353,21 ;     
14.06.2012 07:01:00   ;   351,50 ;     
02.06.2013 21:00:00   ;   353,21 ;     
29.05.2014 07:01:00   ;   351,64 ;     
14.05.2015 07:01:00   ;   351,27 ;     
14.07.2016 07:01:00   ;   351,56 ;     
22.03.2017 07:01:00   ;   351,17 ;     
25.04.2018 07:01:00   ;   350,92 ;     
30.05.2019 07:01:00   ;   351,31 ;     
06.08.2020 07:01:00   ;   351,05 ;     
19.05.2021 07:01:00   ;   351,05 ;     
01.01.2022 00:00:05   ;   351,00 ;     
