Messstelle:                ;Fischamend, Bl 1909.6
HZB-Nummer:                ;331082
HD-Nummer:                 ;3HD30096
DBMS-Nummer:               ;10001061
Fremdnummer:               ;1909.006
PorenGW-Gebiet:            ;250 Südliches Wiener Becken
Grundwasserkörper:         ;Südl. Wiener Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;via donau (WSD)
Bundesland:                ;Niederösterreich
Messstellenbetreiber:      ;via donau - Österreichische Wasserstraßen-GmbH
Höhenangaben [m ü.A.]:     ;gültig seit: ;06.03.2014
 Geländehöhe:              ;149,91
 Messpunkthöhe:            ;152,59
 Sohllage:                 ;144,61
 T-Messtiefe u.GOK:        ;7,70
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  14.10.2021               ;16 37 02                 ;48 07 25
  01.01.2010               ;16 37 02                 ;48 07 25
  01.01.2007               ;16 37 02                 ;48 07 25
  01.01.1983               ;16 37 00                 ;48 07 26
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
24.04.1983 07:01:00   ;   148,92 ;     
04.10.1984 07:01:00   ;   148,44 ;     
09.08.1985 07:01:00   ;   149,91 ;     
02.06.1986 07:01:00   ;   148,88 ;     
22.12.1987 07:01:00   ;   150,54 ;     
27.03.1988 07:01:00   ;   151,48 ;     
01.01.1989 00:00:05   ;   149,21 ;     
11.07.1990 07:01:00   ;   149,92 ;     
05.08.1991 07:01:00   ;   154,01 ;     
24.11.1992 07:01:00   ;   151,92 ;     
22.07.1993 07:01:00   ;   150,79 ;     
19.04.1994 07:01:00   ;   151,28 ;     
03.09.1995 07:01:00   ;   151,46 ;     
23.10.1996 07:01:00   ;   152,35 ;     
08.07.1997 12:00:00   ;   152,52 ;     
12.11.1998 12:00:00   ;   150,88 ;     
25.05.1999 12:00:00   ;   151,14 ;     
02.04.2000 22:25:45   ;   149,54 ;     
25.03.2001 09:31:50   ;   149,91 ;     
21.03.2002 15:00:00   ;   149,91 ;     
02.04.2003 11:00:00   ;   147,92 ;     
14.06.2004 04:00:00   ;   148,50 ;     
20.03.2005 19:30:00   ;   149,91 ;     
30.03.2006 13:00:00   ;   153,35 ;     
15.09.2007 15:54:05   ;   149,91 ;     
05.06.2008 14:00:00   ;   148,89 ;     
24.06.2009 14:00:00   ;   152,44 ;     
04.06.2010 22:00:00   ;   152,47 ;     
15.01.2011 14:00:00   ;   152,24 ;     
15.06.2012 08:00:00   ;   148,64 ;     
03.06.2013 06:00:00   ;   152,47 ;     
24.10.2014 20:00:00   ;   150,89 ;     
25.05.2015 03:18:40   ;   148,78 ;     
15.07.2016 18:00:00   ;   150,45 ;     
11.05.2017 21:00:00   ;   148,19 ;     
26.01.2018 16:00:00   ;   148,54 ;     
01.06.2019 08:00:00   ;   149,19 ;     
05.08.2020 21:00:00   ;   150,64 ;     
19.07.2021 11:00:00   ;   151,76 ;     
