Messstelle:                ;Rattersdorf, Br 4
HZB-Nummer:                ;335869
HD-Nummer:                 ;
DBMS-Nummer:               ;1002290
PorenGW-Gebiet:            ;327 Günstal
Grundwasserkörper:         ;Günstal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1993
 Geländehöhe:              ;287,18
 Messpunkthöhe:            ;287,53
 Sohllage:                 ;282,76
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1993               ;16 30 33                 ;47 24 36
  31.12.1992               ;16 30 29                 ;47 24 35
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
26.12.1993 07:01:00   ;   285,01 ;     
09.01.1994 07:01:00   ;   285,33 ;     
19.06.1995 07:01:00   ;   285,18 ;     
07.04.1996 07:01:00   ;   286,08 ;     
04.08.1997 13:00:00   ;   284,84 ;     
14.09.1998 13:00:00   ;   285,09 ;     
26.05.1999 11:00:00   ;   284,98 ;     
09.04.2000 11:00:00   ;   284,85 ;     
02.04.2001 11:00:00   ;   284,54 ;     
15.12.2002 11:00:00   ;   284,55 ;     
02.02.2003 11:00:00   ;   284,48 ;     
27.06.2004 11:00:00   ;   285,74 ;     
29.08.2005 11:00:00   ;   284,94 ;     
26.02.2006 11:00:00   ;   285,01 ;     
16.12.2007 11:00:00   ;   284,69 ;     
27.07.2008 11:00:00   ;   284,94 ;     
08.03.2009 11:00:00   ;   284,92 ;     
03.10.2010 11:20:00   ;   285,33 ;     
01.01.2011 00:00:05   ;   284,87 ;     
11.11.2012 10:13:00   ;   284,80 ;     
10.03.2013 10:28:00   ;   285,63 ;     
25.05.2014 15:59:00   ;   285,61 ;     
18.01.2015 11:09:00   ;   285,07 ;     
05.06.2016 19:19:00   ;   285,02 ;     
05.03.2017 09:20:00   ;   284,70 ;     
08.04.2018 16:07:00   ;   284,95 ;     
24.11.2019 10:22:00   ;   284,86 ;     
17.10.2020 15:51:00   ;   284,99 ;     
31.01.2021 14:42:00   ;   284,83 ;     
