Messstelle:                ;Kittsee, Bl 26
HZB-Nummer:                ;335570
HD-Nummer:                 ;
DBMS-Nummer:               ;1002265
PorenGW-Gebiet:            ;288 Heideboden
Grundwasserkörper:         ;Heideboden [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1993
 Geländehöhe:              ;139,27
 Messpunkthöhe:            ;140,37
 Sohllage:                 ;126,37
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1993               ;17 02 31                 ;48 05 54
  31.12.1992               ;17 02 26                 ;48 05 52
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
27.12.1993 07:01:00   ;   131,40 ;     
04.07.1994 07:01:00   ;   131,67 ;     
25.12.1995 07:01:00   ;   131,98 ;     
01.07.1996 07:01:00   ;   132,83 ;     
01.01.1997 00:00:05   ;   132,72 ;     
06.04.1998 09:00:00   ;   132,60 ;     
28.06.1999 09:00:00   ;   132,79 ;     
05.06.2000 09:00:00   ;   132,89 ;     
01.01.2001 09:00:00   ;   132,69 ;     
23.12.2002 09:00:00   ;   132,72 ;     
07.04.2003 09:00:00   ;   132,96 ;     
01.01.2004 00:00:05   ;   132,58 ;     
17.01.2005 09:00:00   ;   132,38 ;     
02.10.2006 09:00:00   ;   132,90 ;     
01.01.2007 00:00:05   ;   132,82 ;     
02.06.2008 09:00:00   ;   132,70 ;     
20.09.2009 09:00:00   ;   133,06 ;     
31.12.2010 23:59:55   ;   133,37 ;     
27.02.2011 08:30:00   ;   133,42 ;     
01.01.2012 00:00:05   ;   132,84 ;     
11.08.2013 08:10:00   ;   133,19 ;     
06.02.2014 10:00:00   ;   133,11 ;     
28.05.2015 10:00:00   ;   133,29 ;     
30.03.2016 11:13:00   ;   132,83 ;     
01.01.2017 00:00:05   ;   132,58 ;     
13.06.2018 08:20:00   ;   132,41 ;     
19.06.2019 08:35:00   ;   132,67 ;     
31.12.2020 23:59:55   ;   132,45 ;     
28.04.2021 13:00:00   ;   132,67 ;     
