Messstelle:                ;Pernau, Br 26.1
HZB-Nummer:                ;375949
HD-Nummer:                 ;W26.1
DBMS-Nummer:               ;4002968
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;15.12.2005
 Geländehöhe:              ;304,33
 Messpunkthöhe:            ;304,73
 Sohllage:                 ;293,11
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 04 38                 ;48 10 06
  01.01.2003               ;14 04 42                 ;48 10 10
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1988 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
11.06.1987 07:01:00   ;   298,92 ;     
28.04.1988 07:01:00   ;   299,05 ;     
12.01.1989 07:01:00   ;   298,77 ;     
19.07.1990 07:01:00   ;   298,91 ;     
20.09.1991 07:01:00   ;   298,96 ;     
17.12.1992 07:01:00   ;   298,82 ;     
23.09.1993 07:01:00   ;   298,94 ;     
28.04.1994 07:01:00   ;   298,99 ;     
05.10.1995 07:01:00   ;   298,92 ;     
13.06.1996 07:01:00   ;   299,05 ;     
18.09.1997 07:01:00   ;   299,02 ;     
12.08.1998 07:01:00   ;   298,85 ;     
25.03.1999 07:01:00   ;   298,94 ;     
11.05.2000 07:01:00   ;   299,09 ;     
03.05.2001 07:01:00   ;   298,92 ;     
22.08.2002 07:01:00   ;   299,02 ;     
04.02.2003 07:01:00   ;   299,07 ;     
07.07.2004 07:01:00   ;   298,84 ;     
28.07.2005 07:01:00   ;   298,98 ;     
04.05.2006 07:01:00   ;   299,26 ;     
05.04.2007 07:01:00   ;   298,90 ;     
01.01.2008 00:00:05   ;   298,86 ;     
30.07.2009 07:01:00   ;   299,21 ;     
05.08.2010 07:01:00   ;   299,06 ;     
21.07.2011 07:01:00   ;   298,78 ;     
08.08.2012 07:01:00   ;   298,98 ;     
20.06.2013 07:01:00   ;   299,21 ;     
06.11.2014 07:01:00   ;   299,01 ;     
11.06.2015 07:01:00   ;   299,00 ;     
26.07.2016 07:01:00   ;   299,12 ;     
15.05.2017 07:01:00   ;   299,06 ;     
05.02.2018 07:01:00   ;   299,13 ;     
07.06.2019 07:01:00   ;   298,87 ;     
07.08.2020 07:01:00   ;   298,98 ;     
13.08.2021 07:01:00   ;   298,99 ;     
