Messstelle:                ;Linz, Bl 35.10
HZB-Nummer:                ;378513
HD-Nummer:                 ;2135.010
DBMS-Nummer:               ;4002633
PorenGW-Gebiet:            ;154 Südliches Linzer Feld
Grundwasserkörper:         ;Linzer Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.2000
 Geländehöhe:              ;256,14
 Messpunkthöhe:            ;257,24
 Sohllage:                 ;247,41
 T-Messtiefe u.GOK:        ;8,90
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 17 32                 ;48 18 33
  01.01.2003               ;14 17 41                 ;48 18 41
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
22.07.1981 12:00:00   ;   252,33 ;     
03.02.1982 12:00:00   ;   251,31 ;     
17.06.1983 12:00:00   ;   251,21 ;     
03.07.1984 12:00:00   ;   251,05 ;     
08.08.1985 12:00:00   ;   251,93 ;     
21.05.1986 12:00:00   ;   251,19 ;     
04.07.1987 12:00:00   ;   251,31 ;     
28.03.1988 12:00:00   ;   251,90 ;     
14.07.1989 12:00:00   ;   251,09 ;     
11.07.1990 12:00:00   ;   251,37 ;     
04.08.1991 12:00:00   ;   252,14 ;     
24.11.1992 12:00:00   ;   251,15 ;     
21.07.1993 12:00:00   ;   251,33 ;     
28.05.1994 12:00:00   ;   250,96 ;     
08.06.1995 12:00:00   ;   251,20 ;     
23.10.1996 12:00:00   ;   250,81 ;     
21.07.1997 12:00:00   ;   251,45 ;     
12.11.1998 12:00:00   ;   251,09 ;     
27.05.1999 12:00:00   ;   251,63 ;     
06.08.2000 18:00:00   ;   251,16 ;     
27.03.2001 06:00:00   ;   251,07 ;     
14.08.2002 03:00:00   ;   252,58 ;     
07.01.2003 15:00:00   ;   250,90 ;     
18.06.2004 15:00:00   ;   250,78 ;     
25.08.2005 07:00:00   ;   251,09 ;     
01.04.2006 13:00:00   ;   251,27 ;     
08.09.2007 03:00:00   ;   250,84 ;     
30.04.2008 21:00:00   ;   250,74 ;     
26.06.2009 02:00:00   ;   251,03 ;     
04.06.2010 09:00:00   ;   251,17 ;     
15.01.2011 12:00:00   ;   250,96 ;     
12.06.2012 21:00:00   ;   250,97 ;     
04.06.2013 21:00:00   ;   252,74 ;     
01.08.2014 16:00:00   ;   250,89 ;     
25.05.2015 01:00:00   ;   250,96 ;     
21.06.2016 09:00:00   ;   251,06 ;     
11.05.2017 00:00:00   ;   250,82 ;     
07.01.2018 11:00:00   ;   250,86 ;     
30.05.2019 17:00:00   ;   251,06 ;     
05.08.2020 15:00:00   ;   250,93 ;     
19.07.2021 13:00:00   ;   251,27 ;     
