Messstelle:                ;Pergkirchen, Bl 2098.029
HZB-Nummer:                ;314633
HD-Nummer:                 ;2098.029
DBMS-Nummer:               ;4002329
PorenGW-Gebiet:            ;177 Nördliches Machland
Grundwasserkörper:         ;Machland [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Wasserverband Naarn
Höhenangaben [m ü.A.]:     ;gültig seit: ;05.03.1968
 Geländehöhe:              ;242,98
 Messpunkthöhe:            ;243,83
 Sohllage:                 ;237,86
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 39 46                 ;48 13 56
  01.01.2003               ;14 39 48                 ;48 13 59
  05.03.1968               ;14 39 48                 ;48 13 59
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1971 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  1970 AKorr 2001: Regimeänderung durch Flussregulierung
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
23.03.1971 07:01:00   ;   240,04 ;     
18.07.1972 07:01:00   ;   241,13 ;     
13.03.1973 07:01:00   ;   240,30 ;     
30.12.1974 07:01:00   ;   241,16 ;     
01.01.1975 00:00:05   ;   241,11 ;     
27.01.1976 07:01:00   ;   240,55 ;     
15.02.1977 07:01:00   ;   240,79 ;     
07.03.1978 07:01:00   ;   239,98 ;     
10.04.1979 07:01:00   ;   240,87 ;     
28.04.1980 07:01:00   ;   240,55 ;     
01.12.1981 07:01:00   ;   240,72 ;     
01.02.1982 07:01:00   ;   240,92 ;     
01.02.1983 07:01:00   ;   240,26 ;     
14.02.1984 07:01:00   ;   240,05 ;     
12.08.1985 07:01:00   ;   240,69 ;     
20.01.1986 07:01:00   ;   240,62 ;     
22.12.1987 07:01:00   ;   240,81 ;     
15.03.1988 07:01:00   ;   241,15 ;     
02.05.1989 07:01:00   ;   240,66 ;     
20.02.1990 07:01:00   ;   240,19 ;     
06.08.1991 07:01:00   ;   241,05 ;     
24.03.1992 07:01:00   ;   240,75 ;     
23.03.1993 07:01:00   ;   240,43 ;     
19.04.1994 07:01:00   ;   241,04 ;     
27.12.1995 07:01:00   ;   240,43 ;     
14.05.1996 07:01:00   ;   241,17 ;     
16.12.1997 07:01:00   ;   240,27 ;     
15.12.1998 07:01:00   ;   240,43 ;     
23.02.1999 07:01:00   ;   240,87 ;     
01.02.2000 07:01:00   ;   240,49 ;     
27.03.2001 07:01:00   ;   240,53 ;     
13.08.2002 07:01:00   ;   241,55 ;     
28.01.2003 07:01:00   ;   240,88 ;     
30.03.2004 07:01:00   ;   240,37 ;     
12.07.2005 07:01:00   ;   241,05 ;     
04.04.2006 07:01:00   ;   241,03 ;     
05.03.2007 07:01:00   ;   240,23 ;     
22.03.2008 07:01:00   ;   240,25 ;     
26.06.2009 07:01:00   ;   240,83 ;     
04.06.2010 07:01:00   ;   240,62 ;     
21.01.2011 07:01:00   ;   240,08 ;     
15.06.2012 07:01:00   ;   240,43 ;     
07.06.2013 07:01:00   ;   241,19 ;     
29.05.2014 07:01:00   ;   240,40 ;     
03.04.2015 07:01:00   ;   240,25 ;     
14.07.2016 07:01:00   ;   240,83 ;     
24.03.2017 07:01:00   ;   240,28 ;     
18.01.2018 07:01:00   ;   240,36 ;     
20.03.2019 07:01:00   ;   240,14 ;     
06.08.2020 07:01:00   ;   240,50 ;     
03.02.2021 07:01:00   ;   240,23 ;     
