Messstelle:                ;Stadl-Hausruck, Br 52.3
HZB-Nummer:                ;374884
HD-Nummer:                 ;V52.3
DBMS-Nummer:               ;4003024
PorenGW-Gebiet:            ;110 Traun-Agergebiet
Grundwasserkörper:         ;Gruppe Traun und Zubringertäler [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;16.11.2015
 Geländehöhe:              ;373,73
 Messpunkthöhe:            ;374,08
 Sohllage:                 ;355,08
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;13 49 13                 ;48 04 04
  01.01.2003               ;13 49 18                 ;48 04 07
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
13.09.1993 07:01:00   ;   356,47 ;     
25.04.1994 07:01:00   ;   357,00 ;     
10.04.1995 07:01:00   ;   356,62 ;     
20.05.1996 07:01:00   ;   356,78 ;     
21.07.1997 07:01:00   ;   356,98 ;     
16.11.1998 07:01:00   ;   356,58 ;     
01.03.1999 07:01:00   ;   356,98 ;     
22.03.2000 07:01:00   ;   356,69 ;     
31.12.2001 23:59:55   ;   356,53 ;     
21.08.2002 07:01:00   ;   357,08 ;     
08.01.2003 07:01:00   ;   356,63 ;     
13.06.2004 07:01:00   ;   356,50 ;     
28.08.2005 07:01:00   ;   357,05 ;     
02.04.2006 07:01:00   ;   357,38 ;     
14.09.2007 07:01:00   ;   356,86 ;     
20.03.2008 07:01:00   ;   356,33 ;     
02.07.2009 07:01:00   ;   357,17 ;     
18.06.2010 07:01:00   ;   356,65 ;     
21.01.2011 07:01:00   ;   356,48 ;     
28.01.2012 07:01:00   ;   356,50 ;     
06.06.2013 07:01:00   ;   357,33 ;     
14.08.2014 07:01:00   ;   356,62 ;     
15.01.2015 07:01:00   ;   356,33 ;     
04.08.2016 07:01:00   ;   356,47 ;     
17.05.2017 07:01:00   ;   356,26 ;     
11.01.2018 07:01:00   ;   356,45 ;     
24.01.2019 07:01:00   ;   356,34 ;     
13.08.2020 07:01:00   ;   356,27 ;     
12.08.2021 07:01:00   ;   356,23 ;     
