Messstelle:                ;Klagenfurt, Bl 218
HZB-Nummer:                ;338053
HD-Nummer:                 ;
DBMS-Nummer:               ;2002106
PorenGW-Gebiet:            ;441 Zollfeld
Grundwasserkörper:         ;Glantal [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Kärnten
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;31.08.2021
 Geländehöhe:              ;453,06
 Messpunkthöhe:            ;453,60
 Sohllage:                 ;442,15
 T-Messtiefe u.GOK:        ;8,46
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  14.11.1990               ;14 16 42                 ;46 39 58
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
30.05.1991 07:01:00   ;   448,20 ;     
17.12.1992 07:01:00   ;   448,31 ;     
01.01.1993 00:00:05   ;   448,24 ;     
29.01.1994 07:01:00   ;   448,19 ;     
31.03.1995 07:01:00   ;   448,37 ;     
03.08.1996 07:01:00   ;   448,54 ;     
01.01.1997 00:00:05   ;   448,16 ;     
13.11.1998 07:30:00   ;   448,38 ;     
01.01.1999 00:00:05   ;   447,92 ;     
01.12.2000 07:30:00   ;   448,80 ;     
19.01.2001 07:30:00   ;   448,46 ;     
13.12.2002 07:30:00   ;   448,02 ;     
01.01.2003 00:00:05   ;   447,96 ;     
16.07.2004 07:30:00   ;   448,35 ;     
02.09.2005 07:30:00   ;   448,17 ;     
14.04.2006 07:30:00   ;   448,40 ;     
20.04.2007 07:30:00   ;   447,68 ;     
31.12.2008 23:59:55   ;   448,12 ;     
02.01.2009 07:30:00   ;   448,16 ;     
10.12.2010 07:30:00   ;   448,20 ;     
01.01.2011 00:00:05   ;   448,18 ;     
16.11.2012 07:30:00   ;   448,74 ;     
12.04.2013 09:00:00   ;   448,76 ;     
02.03.2014 08:00:00   ;   449,18 ;     
01.01.2015 00:00:05   ;   448,22 ;     
02.09.2016 07:30:00   ;   448,17 ;     
31.12.2017 08:24:00   ;   448,20 ;     
11.03.2018 14:00:00   ;   448,31 ;     
31.12.2019 23:59:55   ;   448,04 ;     
01.10.2020 06:34:00   ;   448,89 ;     
05.03.2021 06:00:00   ;   448,29 ;     
