Messstelle:                ;Sinnersdorf, Bl 22.10
HZB-Nummer:                ;375402
HD-Nummer:                 ;W22.10
DBMS-Nummer:               ;4002760
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;05.01.1991
 Geländehöhe:              ;296,03
 Messpunkthöhe:            ;296,50
 Sohllage:                 ;283,26
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 07 59                 ;48 10 22
  01.01.2003               ;14 08 03                 ;48 10 24
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
09.08.1991 07:01:00   ;   288,18 ;     
27.03.1992 07:01:00   ;   287,53 ;     
29.07.1993 07:01:00   ;   287,63 ;     
14.04.1994 07:01:00   ;   288,96 ;     
28.12.1995 07:01:00   ;   287,48 ;     
17.05.1996 07:01:00   ;   288,85 ;     
23.07.1997 07:01:00   ;   287,72 ;     
11.11.1998 07:01:00   ;   287,70 ;     
27.02.1999 07:01:00   ;   288,24 ;     
05.02.2000 07:01:00   ;   287,60 ;     
31.12.2001 23:59:55   ;   287,67 ;     
16.08.2002 07:01:00   ;   289,67 ;     
03.01.2003 07:01:00   ;   288,32 ;     
11.10.2004 07:01:00   ;   287,54 ;     
14.02.2005 07:01:00   ;   288,19 ;     
01.04.2006 07:01:00   ;   289,09 ;     
08.09.2007 07:01:00   ;   288,24 ;     
23.12.2008 07:01:00   ;   287,45 ;     
24.06.2009 07:01:00   ;   289,38 ;     
14.01.2011 19:00:00   ;   288,07 ;     
14.06.2012 05:30:00   ;   288,22 ;     
03.06.2013 06:45:00   ;   290,21 ;     
30.05.2014 10:15:00   ;   288,34 ;     
24.05.2015 22:45:00   ;   287,62 ;     
24.07.2016 12:45:00   ;   288,11 ;     
09.05.2017 21:30:00   ;   288,30 ;     
05.01.2018 21:00:00   ;   288,23 ;     
04.02.2020 20:15:00   ;   287,81 ;     
29.07.2021 00:45:00   ;   288,38 ;     
