Messstelle:                ;Puchham, Br 2153.008
HZB-Nummer:                ;307397
HD-Nummer:                 ;2153.008
DBMS-Nummer:               ;4002082
Fremdnummer:               ;O161
PorenGW-Gebiet:            ;096 Südliches Eferdinger Becken
Grundwasserkörper:         ;Eferdinger Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.10.2002
 Geländehöhe:              ;270,39
 Messpunkthöhe:            ;270,99
 Sohllage:                 ;259,31
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 03 38                 ;48 16 35
  01.01.2003               ;14 03 45                 ;48 16 41
  01.01.1963               ;14 03 45                 ;48 16 41
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  2016 bis -> FG39 durch Wasserhaltung und Entnahme bei nahegelegener Schottergrube beeinflusst
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
31.12.1966 23:59:55   ;   262,20 ;     
20.02.1967 07:01:00   ;   262,74 ;     
11.03.1968 07:01:00   ;   261,52 ;     
10.03.1969 07:01:00   ;   260,98 ;     
11.05.1970 07:01:00   ;   261,27 ;     
01.01.1971 00:00:05   ;   261,12 ;     
25.09.1972 07:01:00   ;   260,58 ;     
21.05.1973 07:01:00   ;   260,78 ;     
31.12.1974 23:59:55   ;   261,28 ;     
03.03.1975 07:01:00   ;   261,78 ;     
01.03.1976 07:01:00   ;   261,45 ;     
18.04.1977 07:01:00   ;   261,77 ;     
09.01.1978 07:01:00   ;   260,78 ;     
02.07.1979 07:01:00   ;   261,40 ;     
27.05.1980 07:01:00   ;   261,67 ;     
30.03.1981 07:01:00   ;   261,97 ;     
22.02.1982 07:01:00   ;   262,58 ;     
24.05.1983 07:01:00   ;   260,90 ;     
24.04.1984 07:01:00   ;   260,52 ;     
30.09.1985 07:01:00   ;   261,14 ;     
24.03.1986 07:01:00   ;   261,79 ;     
15.06.1987 07:01:00   ;   261,51 ;     
02.05.1988 07:01:00   ;   262,34 ;     
27.02.1989 07:01:00   ;   261,54 ;     
07.05.1990 07:01:00   ;   261,08 ;     
04.02.1991 07:01:00   ;   260,76 ;     
04.05.1992 07:01:00   ;   260,78 ;     
26.04.1993 07:01:00   ;   260,81 ;     
30.05.1994 07:01:00   ;   261,47 ;     
26.06.1995 07:01:00   ;   260,95 ;     
08.07.1996 07:01:00   ;   261,41 ;     
11.08.1997 07:01:00   ;   261,20 ;     
09.02.1998 07:01:00   ;   260,97 ;     
26.04.1999 07:01:00   ;   261,53 ;     
12.05.2000 07:01:00   ;   261,48 ;     
25.05.2001 07:01:00   ;   261,35 ;     
31.12.2002 23:59:55   ;   262,65 ;     
07.02.2003 07:01:00   ;   262,97 ;     
25.06.2004 07:01:00   ;   261,14 ;     
09.06.2005 07:01:00   ;   261,29 ;     
23.06.2006 07:01:00   ;   261,95 ;     
05.04.2007 07:01:00   ;   261,08 ;     
25.04.2008 07:01:00   ;   260,98 ;     
14.08.2009 07:01:00   ;   261,55 ;     
11.06.2010 07:01:00   ;   261,32 ;     
26.02.2011 07:01:00   ;   260,97 ;     
23.03.2012 07:01:00   ;   261,03 ;     
13.07.2013 07:01:00   ;   261,85 ;     
01.01.2014 00:00:05   ;   261,09 ;     
11.07.2015 07:01:00   ;   260,74 ;     
16.12.2016 07:01:00   ;   260,89 ;     
17.06.2017 07:01:00   ;   260,97 ;     
06.01.2018 07:01:00   ;   260,90 ;     
03.05.2019 07:01:00   ;   260,63 ;     
14.11.2020 07:01:00   ;   260,45 ;     
27.08.2021 07:01:00   ;   260,59 ;     
