Messstelle:                ;Alkoven, Bl 2151.002
HZB-Nummer:                ;314450
HD-Nummer:                 ;2151.002
DBMS-Nummer:               ;4002311
Fremdnummer:               ;O 223
PorenGW-Gebiet:            ;096 Südliches Eferdinger Becken
Grundwasserkörper:         ;Eferdinger Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;14.02.1977
 Geländehöhe:              ;261,65
 Messpunkthöhe:            ;263,15
 Sohllage:                 ;254,27
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 05 30                 ;48 18 49
  01.01.2003               ;14 05 31                 ;48 18 50
  01.09.1968               ;14 05 31                 ;48 18 50
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1979 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
08.04.1979 07:01:00   ;   258,43 ;     
24.07.1980 07:01:00   ;   258,33 ;     
22.07.1981 07:01:00   ;   259,65 ;     
01.02.1982 07:01:00   ;   259,32 ;     
03.08.1983 07:01:00   ;   258,17 ;     
18.09.1984 07:01:00   ;   257,97 ;     
09.08.1985 07:01:00   ;   258,76 ;     
05.06.1986 07:01:00   ;   258,77 ;     
29.09.1987 07:01:00   ;   258,35 ;     
01.06.1988 07:01:00   ;   259,11 ;     
11.08.1989 07:01:00   ;   258,38 ;     
18.05.1990 07:01:00   ;   259,16 ;     
05.08.1991 07:01:00   ;   259,40 ;     
25.08.1992 07:01:00   ;   258,17 ;     
22.12.1993 07:01:00   ;   258,33 ;     
28.07.1994 07:01:00   ;   259,39 ;     
04.09.1995 07:01:00   ;   258,57 ;     
16.05.1996 07:01:00   ;   258,71 ;     
21.07.1997 12:00:00   ;   258,93 ;     
26.07.1998 12:00:00   ;   258,73 ;     
23.02.1999 12:00:00   ;   258,68 ;     
02.04.2000 00:00:00   ;   258,72 ;     
06.08.2001 23:00:00   ;   258,65 ;     
13.08.2002 23:00:00   ;   261,57 ;     
05.01.2003 16:00:00   ;   258,43 ;     
16.01.2004 06:00:00   ;   258,20 ;     
14.02.2005 15:00:00   ;   258,55 ;     
01.04.2006 01:00:00   ;   259,14 ;     
14.11.2007 07:00:00   ;   258,08 ;     
14.07.2008 16:00:00   ;   258,19 ;     
27.06.2009 20:00:00   ;   258,63 ;     
26.07.2010 00:00:00   ;   258,44 ;     
16.01.2011 14:00:00   ;   258,45 ;     
26.08.2012 12:00:00   ;   258,50 ;     
04.06.2013 19:17:35   ;   261,65 ;     
25.10.2014 08:00:00   ;   258,39 ;     
12.01.2015 12:00:00   ;   258,18 ;     
04.06.2016 00:00:00   ;   258,44 ;     
10.05.2017 23:00:00   ;   258,35 ;     
06.01.2018 13:00:00   ;   258,27 ;     
15.01.2019 15:00:00   ;   258,23 ;     
06.08.2020 16:00:00   ;   258,42 ;     
06.08.2021 12:00:00   ;   258,56 ;     
