Messstelle:                ;Tobaj, Bl 10
HZB-Nummer:                ;336008
HD-Nummer:                 ;
DBMS-Nummer:               ;1002304
PorenGW-Gebiet:            ;334 Stremtal
Grundwasserkörper:         ;Stremtal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1995
 Geländehöhe:              ;219,74
 Messpunkthöhe:            ;220,54
 Sohllage:                 ;213,30
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1995               ;16 18 12                 ;47 05 18
  31.12.1994               ;16 18 08                 ;47 05 17
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
12.03.1995 07:01:00   ;   218,51 ;     
21.04.1996 07:01:00   ;   218,51 ;     
31.12.1997 23:59:55   ;   218,21 ;     
15.11.1998 13:00:00   ;   218,50 ;     
28.01.1999 13:00:00   ;   218,30 ;     
20.02.2000 13:00:00   ;   218,24 ;     
04.02.2001 13:00:00   ;   218,24 ;     
22.12.2002 13:00:00   ;   217,55 ;     
09.02.2003 13:00:00   ;   217,72 ;     
04.07.2004 13:00:00   ;   218,17 ;     
01.05.2005 13:00:00   ;   217,76 ;     
26.03.2006 13:00:00   ;   218,24 ;     
31.12.2007 23:59:55   ;   217,97 ;     
06.01.2008 13:00:00   ;   217,99 ;     
05.07.2009 13:00:00   ;   218,38 ;     
12.12.2010 13:00:00   ;   218,47 ;     
01.01.2011 00:00:05   ;   218,46 ;     
31.12.2012 23:59:55   ;   217,85 ;     
21.04.2013 13:00:00   ;   218,54 ;     
14.12.2014 13:00:00   ;   218,46 ;     
01.01.2015 00:00:05   ;   218,46 ;     
20.03.2016 13:00:00   ;   218,30 ;     
19.03.2017 13:00:00   ;   218,12 ;     
15.04.2018 13:00:00   ;   218,12 ;     
31.12.2019 23:59:55   ;   217,56 ;     
31.12.2020 23:59:55   ;   218,15 ;     
21.02.2021 13:00:00   ;   218,26 ;     
