Messstelle:                ;Pupping, Blt 2157.008
HZB-Nummer:                ;324814
HD-Nummer:                 ;2157.008
DBMS-Nummer:               ;4002579
Fremdnummer:               ;A137
PorenGW-Gebiet:            ;096 Südliches Eferdinger Becken
Grundwasserkörper:         ;Eferdinger Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;14.10.1991
 Geländehöhe:              ;265,60
 Messpunkthöhe:            ;266,40
 Sohllage:                 ;248,25
 T-Messtiefe u.GOK:        ;6,00
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 00 31                 ;48 20 09
  01.01.2009               ;14 00 31                 ;48 20 31
  01.01.2003               ;14 00 43                 ;48 20 18
  14.10.1991               ;14 00 33                 ;48 20 07
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  2007 bis 2015 FG06 durch Kraftwerk beeinflusst
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
30.03.1992 07:01:00   ;   262,01 ;     
22.03.1993 07:01:00   ;   262,08 ;     
18.04.1994 07:01:00   ;   262,55 ;     
03.04.1995 07:01:00   ;   262,29 ;     
20.05.1996 07:01:00   ;   262,06 ;     
21.07.1997 07:01:00   ;   262,12 ;     
02.11.1998 07:01:00   ;   262,15 ;     
08.03.1999 07:01:00   ;   262,44 ;     
08.04.2000 07:01:00   ;   262,50 ;     
30.03.2001 07:01:00   ;   262,25 ;     
13.08.2002 07:01:00   ;   265,60 ;     
03.01.2003 07:01:00   ;   262,57 ;     
20.02.2004 07:01:00   ;   261,94 ;     
18.02.2005 07:01:00   ;   262,14 ;     
31.03.2006 07:01:00   ;   262,87 ;     
15.12.2007 07:01:00   ;   261,95 ;     
28.03.2008 07:01:00   ;   261,85 ;     
13.03.2009 07:01:00   ;   262,19 ;     
27.03.2010 07:01:00   ;   261,85 ;     
21.01.2011 07:01:00   ;   261,82 ;     
28.01.2012 07:01:00   ;   262,46 ;     
04.06.2013 03:00:00   ;   265,60 ;     
25.10.2014 07:01:00   ;   261,71 ;     
04.04.2015 07:01:00   ;   261,82 ;     
03.06.2016 07:01:00   ;   262,08 ;     
20.05.2017 07:01:00   ;   262,12 ;     
27.01.2018 07:01:00   ;   262,29 ;     
19.01.2019 07:01:00   ;   262,20 ;     
05.03.2020 16:00:00   ;   261,92 ;     
05.02.2021 04:00:00   ;   262,27 ;     
