Messstelle:                ;Stadl-Hausruck, Bl 50.7
HZB-Nummer:                ;374801
HD-Nummer:                 ;V50.7
DBMS-Nummer:               ;4003020
PorenGW-Gebiet:            ;110 Traun-Agergebiet
Grundwasserkörper:         ;Gruppe Traun und Zubringertäler [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.04.1996
 Geländehöhe:              ;355,28
 Messpunkthöhe:            ;356,03
 Sohllage:                 ;346,39
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;13 50 54                 ;48 04 35
  01.01.2003               ;13 50 57                 ;48 04 37
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
16.09.1996 07:01:00   ;   349,90 ;     
21.07.1997 07:01:00   ;   350,33 ;     
07.09.1998 07:01:00   ;   349,22 ;     
02.08.1999 07:01:00   ;   350,09 ;     
09.02.2000 07:01:00   ;   349,29 ;     
20.06.2001 07:01:00   ;   349,95 ;     
14.08.2002 07:01:00   ;   350,95 ;     
01.01.2003 00:00:05   ;   349,09 ;     
26.09.2004 07:01:00   ;   349,43 ;     
20.03.2005 07:01:00   ;   349,31 ;     
30.04.2006 07:01:00   ;   349,36 ;     
07.09.2007 07:01:00   ;   349,88 ;     
25.07.2008 07:01:00   ;   349,10 ;     
25.06.2009 07:01:00   ;   350,28 ;     
04.06.2010 07:01:00   ;   349,81 ;     
14.01.2011 07:01:00   ;   349,30 ;     
14.06.2012 07:01:00   ;   349,14 ;     
06.06.2013 07:01:00   ;   349,50 ;     
29.05.2014 07:01:00   ;   349,78 ;     
14.05.2015 07:01:00   ;   348,66 ;     
14.07.2016 07:01:00   ;   349,13 ;     
26.07.2017 07:01:00   ;   348,75 ;     
28.06.2018 07:01:00   ;   348,66 ;     
30.05.2019 07:01:00   ;   349,14 ;     
03.07.2020 07:01:00   ;   348,62 ;     
30.12.2021 07:01:00   ;   348,83 ;     
