Messstelle:                ;Wien 13, Br 13- 4
HZB-Nummer:                ;333021
HD-Nummer:                 ;13-4
DBMS-Nummer:               ;9002159
PorenGW-Gebiet:            ;251 Wien zentral bis Petersbach
Grundwasserkörper:         ;Südl. Wiener Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Wien (MA 45)
Messstellenbetreiber:      ;Privat
Höhenangaben [m ü.A.]:     ;gültig seit: ;20.06.1987
 Geländehöhe:              ;230,01
 Messpunkthöhe:            ;230,76
 Sohllage:                 ;219,51
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1948               ;16 16 35                 ;48 10 25
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
05.03.1956 07:01:00   ;   224,71 ;     
22.06.1987 07:01:00   ;   224,13 ;     
07.06.1988 07:01:00   ;   224,03 ;     
31.07.1989 07:01:00   ;   223,98 ;     
02.05.1990 07:01:00   ;   223,95 ;     
05.08.1991 07:01:00   ;   223,98 ;     
30.03.1992 07:01:00   ;   224,03 ;     
05.04.1993 07:01:00   ;   223,95 ;     
06.06.1994 07:01:00   ;   223,95 ;     
09.08.1995 07:01:00   ;   223,96 ;     
13.05.1996 07:01:00   ;   224,03 ;     
07.07.1997 11:11:00   ;   224,46 ;     
10.11.1998 11:11:00   ;   224,00 ;     
13.04.1999 11:11:00   ;   224,00 ;     
17.03.2000 11:11:00   ;   223,98 ;     
07.12.2001 11:11:00   ;   223,94 ;     
14.08.2002 11:11:00   ;   224,31 ;     
24.01.2003 11:11:00   ;   224,00 ;     
24.03.2004 11:11:00   ;   223,99 ;     
07.12.2005 12:00:00   ;   223,99 ;     
29.03.2006 11:11:00   ;   224,07 ;     
12.12.2007 11:45:00   ;   224,12 ;     
21.05.2008 11:11:00   ;   223,98 ;     
11.11.2009 07:00:00   ;   224,15 ;     
19.05.2010 11:11:00   ;   223,99 ;     
05.01.2011 09:00:00   ;   223,95 ;     
04.07.2012 08:20:00   ;   223,97 ;     
03.05.2013 11:11:00   ;   224,01 ;     
12.09.2014 11:11:00   ;   224,00 ;     
30.01.2015 11:11:00   ;   224,03 ;     
14.06.2016 11:11:00   ;   224,04 ;     
07.04.2017 13:30:00   ;   224,01 ;     
19.01.2018 11:11:00   ;   224,07 ;     
23.01.2019 11:11:00   ;   223,95 ;     
05.08.2020 00:00:00   ;   223,92 ;     
12.05.2021 00:00:00   ;   223,93 ;     
