Messstelle:                ;Oberottensheim, Br 2145.005
HZB-Nummer:                ;307025
HD-Nummer:                 ;2145.005
DBMS-Nummer:               ;4002045
Fremdnummer:               ;O 114
PorenGW-Gebiet:            ;095 Nördliches Eferdinger Becken
Grundwasserkörper:         ;Eferdinger Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1963
 Geländehöhe:              ;271,47
 Messpunkthöhe:            ;271,92
 Sohllage:                 ;260,72
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 09 55                 ;48 20 07
  01.01.2003               ;14 09 58                 ;48 20 10
  01.01.1963               ;14 09 58                 ;48 20 10
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1973 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
08.08.1972 07:01:00   ;   266,70 ;     
20.03.1973 07:01:00   ;   266,25 ;     
23.07.1974 07:01:00   ;   266,76 ;     
08.07.1975 07:01:00   ;   266,79 ;     
04.02.1976 07:01:00   ;   266,04 ;     
02.03.1977 07:01:00   ;   266,54 ;     
18.04.1978 07:01:00   ;   265,18 ;     
18.04.1979 07:01:00   ;   266,40 ;     
01.01.1980 00:00:05   ;   265,83 ;     
15.12.1981 07:01:00   ;   266,75 ;     
12.01.1982 07:01:00   ;   266,63 ;     
24.05.1983 07:01:00   ;   265,79 ;     
28.02.1984 07:01:00   ;   265,75 ;     
13.08.1985 07:01:00   ;   266,34 ;     
28.01.1986 07:01:00   ;   266,82 ;     
02.06.1987 07:01:00   ;   266,25 ;     
29.03.1988 07:01:00   ;   267,67 ;     
01.01.1989 00:00:05   ;   265,99 ;     
14.03.1990 07:01:00   ;   265,69 ;     
13.08.1991 07:01:00   ;   266,01 ;     
15.12.1992 07:01:00   ;   265,86 ;     
07.09.1993 07:01:00   ;   266,01 ;     
19.04.1994 07:01:00   ;   266,68 ;     
04.04.1995 07:01:00   ;   266,34 ;     
21.05.1996 07:01:00   ;   266,75 ;     
01.04.1997 07:01:00   ;   265,58 ;     
17.11.1998 07:01:00   ;   265,78 ;     
07.03.1999 07:01:00   ;   266,33 ;     
03.04.2000 07:01:00   ;   266,87 ;     
02.04.2001 07:01:00   ;   266,54 ;     
13.08.2002 07:01:00   ;   267,83 ;     
07.01.2003 07:01:00   ;   266,56 ;     
29.06.2004 07:01:00   ;   265,82 ;     
10.05.2005 07:01:00   ;   265,94 ;     
04.04.2006 07:01:00   ;   267,40 ;     
19.03.2007 07:01:00   ;   265,72 ;     
31.03.2008 07:01:00   ;   265,83 ;     
06.07.2009 07:01:00   ;   266,67 ;     
16.08.2010 07:01:00   ;   266,06 ;     
24.10.2011 07:01:00   ;   265,13 ;     
30.01.2012 07:01:00   ;   266,37 ;     
05.06.2013 07:01:00   ;   268,12 ;     
03.11.2014 07:01:00   ;   265,27 ;     
13.04.2015 07:01:00   ;   265,76 ;     
13.06.2016 07:01:00   ;   266,59 ;     
15.05.2017 07:01:00   ;   266,24 ;     
29.01.2018 07:01:00   ;   266,34 ;     
25.03.2019 07:01:00   ;   265,72 ;     
09.03.2020 07:01:00   ;   265,32 ;     
09.08.2021 07:01:00   ;   265,89 ;     
