Messstelle:                ;Ybbs, Br 2057.006
HZB-Nummer:                ;322610
HD-Nummer:                 ;
DBMS-Nummer:               ;3002656
PorenGW-Gebiet:            ;185 Ybbstal
Grundwasserkörper:         ;Ybbstal / Ybbser Scheibe [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Niederösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;02.01.1977
 Geländehöhe:              ;226,69
 Messpunkthöhe:            ;227,09
 Sohllage:                 ;214,39
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2019               ;15 06 12                 ;48 09 42
  01.01.2009               ;15 06 12                 ;48 09 43
  01.01.1977               ;15 06 10                 ;48 09 44
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
06.08.1977 07:01:00   ;   216,39 ;     
15.07.1978 07:01:00   ;   215,58 ;     
23.06.1979 07:01:00   ;   217,20 ;     
03.05.1980 07:01:00   ;   217,10 ;     
25.07.1981 07:01:00   ;   217,62 ;     
06.02.1982 07:01:00   ;   216,54 ;     
05.02.1983 07:01:00   ;   215,98 ;     
29.09.1984 07:01:00   ;   215,55 ;     
10.08.1985 07:01:00   ;   217,41 ;     
27.01.1986 07:01:00   ;   216,19 ;     
09.03.1987 07:01:00   ;   216,34 ;     
28.03.1988 07:01:00   ;   217,52 ;     
01.01.1989 00:00:05   ;   215,97 ;     
16.07.1990 07:01:00   ;   216,01 ;     
04.08.1991 07:01:00   ;   219,94 ;     
01.12.1992 07:01:00   ;   216,21 ;     
04.08.1993 07:01:00   ;   216,01 ;     
26.04.1994 07:01:00   ;   216,35 ;     
13.06.1995 07:01:00   ;   216,28 ;     
20.05.1996 07:01:00   ;   216,61 ;     
22.07.1997 07:01:00   ;   216,80 ;     
17.11.1998 07:01:00   ;   216,19 ;     
27.05.1999 07:01:00   ;   216,94 ;     
20.03.2000 07:01:00   ;   216,33 ;     
03.04.2001 07:01:00   ;   216,10 ;     
14.08.2002 07:01:00   ;   219,09 ;     
08.01.2003 07:01:00   ;   216,27 ;     
21.06.2004 07:01:00   ;   215,79 ;     
27.08.2005 07:01:00   ;   216,63 ;     
06.04.2006 07:01:00   ;   217,36 ;     
11.09.2007 07:01:00   ;   217,10 ;     
23.04.2008 07:01:00   ;   215,77 ;     
26.06.2009 07:01:00   ;   217,67 ;     
10.06.2010 07:01:00   ;   216,66 ;     
21.01.2011 07:01:00   ;   216,38 ;     
26.01.2012 07:01:00   ;   216,03 ;     
08.06.2013 07:01:00   ;   218,94 ;     
01.06.2014 07:01:00   ;   216,14 ;     
28.05.2015 07:01:00   ;   215,94 ;     
17.07.2016 07:01:00   ;   216,13 ;     
23.03.2017 07:01:00   ;   215,76 ;     
26.01.2018 07:01:00   ;   215,93 ;     
31.05.2019 07:01:00   ;   216,29 ;     
25.06.2020 07:01:00   ;   216,14 ;     
22.07.2021 07:01:00   ;   217,18 ;     
