Messstelle:                ;Hofstetten, Bl 2096.019
HZB-Nummer:                ;314583
HD-Nummer:                 ;2096.019
DBMS-Nummer:               ;4002324
PorenGW-Gebiet:            ;177 Nördliches Machland
Grundwasserkörper:         ;Machland [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Wasserverband Naarn
Höhenangaben [m ü.A.]:     ;gültig seit: ;05.03.1968
 Geländehöhe:              ;238,90
 Messpunkthöhe:            ;239,70
 Sohllage:                 ;233,83
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 40 54                 ;48 12 27
  01.01.2003               ;14 40 57                 ;48 12 29
  05.03.1968               ;14 40 57                 ;48 12 29
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1971 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  1970 AKorr 2001: Regimeänderung durch Flussregelung
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
21.04.1970 07:01:00   ;   235,26 ;     
06.04.1971 07:01:00   ;   235,34 ;     
18.07.1972 07:01:00   ;   235,55 ;     
03.04.1973 07:01:00   ;   235,52 ;     
11.12.1974 07:01:00   ;   235,99 ;     
01.01.1975 00:00:05   ;   235,84 ;     
27.01.1976 07:01:00   ;   235,49 ;     
08.03.1977 07:01:00   ;   235,65 ;     
07.03.1978 07:01:00   ;   235,19 ;     
17.04.1979 07:01:00   ;   235,91 ;     
06.05.1980 07:01:00   ;   235,66 ;     
17.03.1981 07:01:00   ;   235,75 ;     
06.04.1982 07:01:00   ;   235,77 ;     
20.04.1983 07:01:00   ;   235,30 ;     
17.04.1984 07:01:00   ;   235,16 ;     
12.08.1985 07:01:00   ;   235,66 ;     
08.04.1986 07:01:00   ;   235,43 ;     
14.04.1987 07:01:00   ;   235,71 ;     
29.03.1988 07:01:00   ;   236,19 ;     
01.01.1989 00:00:05   ;   235,45 ;     
13.03.1990 07:01:00   ;   235,25 ;     
06.08.1991 07:01:00   ;   235,75 ;     
24.03.1992 07:01:00   ;   235,68 ;     
23.03.1993 07:01:00   ;   235,70 ;     
19.04.1994 07:01:00   ;   235,93 ;     
04.04.1995 07:01:00   ;   235,64 ;     
28.05.1996 07:01:00   ;   235,98 ;     
22.07.1997 07:01:00   ;   235,58 ;     
17.11.1998 07:01:00   ;   235,39 ;     
09.03.1999 07:01:00   ;   235,85 ;     
04.04.2000 07:01:00   ;   235,83 ;     
27.03.2001 07:01:00   ;   235,63 ;     
13.08.2002 07:01:00   ;   237,47 ;     
07.01.2003 07:01:00   ;   235,88 ;     
06.04.2004 07:01:00   ;   235,52 ;     
29.03.2005 07:01:00   ;   235,85 ;     
04.04.2006 07:01:00   ;   236,61 ;     
09.12.2007 07:01:00   ;   235,46 ;     
05.04.2008 07:01:00   ;   235,45 ;     
10.04.2009 07:01:00   ;   236,25 ;     
18.03.2010 07:01:00   ;   235,65 ;     
21.01.2011 07:01:00   ;   235,30 ;     
22.06.2012 07:01:00   ;   235,45 ;     
07.06.2013 07:01:00   ;   236,86 ;     
29.05.2014 07:01:00   ;   235,54 ;     
03.04.2015 07:01:00   ;   235,30 ;     
21.07.2016 07:01:00   ;   235,79 ;     
24.03.2017 07:01:00   ;   235,46 ;     
01.02.2018 07:01:00   ;   235,46 ;     
20.03.2019 07:01:00   ;   235,80 ;     
22.06.2020 10:38:00   ;   235,50 ;     
10.02.2021 07:01:00   ;   235,55 ;     
