Messstelle:                ;Schwadorf an der Fischa, Br
HZB-Nummer:                ;301432
HD-Nummer:                 ;
DBMS-Nummer:               ;3002105
PorenGW-Gebiet:            ;252 Rauchenwarther Platte
Grundwasserkörper:         ;Südl. Wiener Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Niederösterreich
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;14.12.2016
 Geländehöhe:              ;162,34
 Messpunkthöhe:            ;162,84
 Sohllage:                 ;158,54
 T-Messtiefe u.GOK:        ;3,70
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2019               ;16 35 15                 ;48 04 21
  01.01.2009               ;16 35 15                 ;48 04 22
  16.08.1957               ;16 35 16                 ;48 04 22
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1976 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
03.07.1975 07:01:00   ;   160,25 ;     
06.12.1976 07:01:00   ;   159,98 ;     
14.02.1977 07:01:00   ;   160,11 ;     
25.05.1978 07:01:00   ;   159,93 ;     
09.04.1979 07:01:00   ;   160,12 ;     
28.04.1980 07:01:00   ;   160,08 ;     
01.01.1981 00:00:05   ;   159,94 ;     
04.01.1982 07:01:00   ;   160,03 ;     
07.03.1983 07:01:00   ;   159,96 ;     
08.03.1984 07:01:00   ;   159,92 ;     
25.03.1985 07:01:00   ;   160,13 ;     
17.03.1986 07:01:00   ;   160,08 ;     
23.02.1987 07:01:00   ;   160,18 ;     
29.02.1988 07:01:00   ;   160,05 ;     
15.05.1989 07:01:00   ;   159,95 ;     
26.04.1990 07:01:00   ;   160,01 ;     
21.05.1991 07:01:00   ;   160,24 ;     
07.12.1992 07:01:00   ;   160,03 ;     
25.10.1993 07:01:00   ;   159,95 ;     
10.01.1994 07:01:00   ;   160,02 ;     
18.09.1995 07:01:00   ;   160,07 ;     
09.04.1996 07:01:00   ;   160,24 ;     
14.07.1997 07:01:00   ;   160,15 ;     
14.09.1998 07:01:00   ;   159,96 ;     
03.05.1999 07:01:00   ;   159,98 ;     
03.04.2000 07:01:00   ;   160,04 ;     
24.09.2001 07:01:00   ;   159,91 ;     
09.12.2002 07:01:00   ;   160,06 ;     
03.02.2003 07:01:00   ;   159,97 ;     
29.03.2004 07:01:00   ;   160,06 ;     
22.08.2005 07:01:00   ;   160,03 ;     
01.05.2006 07:01:00   ;   160,02 ;     
26.03.2007 07:01:00   ;   160,08 ;     
28.07.2008 07:01:00   ;   160,00 ;     
29.06.2009 07:01:00   ;   160,17 ;     
17.05.2010 07:01:00   ;   160,12 ;     
16.01.2011 07:01:00   ;   159,83 ;     
30.07.2012 07:01:00   ;   159,89 ;     
28.02.2013 07:01:00   ;   160,13 ;     
15.09.2014 07:01:00   ;   160,24 ;     
27.10.2015 07:01:00   ;   159,90 ;     
18.07.2016 07:01:00   ;   159,92 ;     
23.03.2017 16:00:00   ;   159,89 ;     
27.12.2018 11:00:00   ;   160,05 ;     
01.01.2019 00:00:05   ;   160,00 ;     
17.10.2020 08:00:00   ;   160,02 ;     
06.08.2021 21:00:00   ;   159,85 ;     
