Messstelle:                ;Roitham, Br 58.2
HZB-Nummer:                ;375113
HD-Nummer:                 ;V58.2
DBMS-Nummer:               ;4003036
PorenGW-Gebiet:            ;110 Traun-Agergebiet
Grundwasserkörper:         ;Gruppe Traun und Zubringertäler [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;22.09.2014
 Geländehöhe:              ;402,78
 Messpunkthöhe:            ;403,23
 Sohllage:                 ;366,07
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;13 48 43                 ;48 01 23
  01.01.2003               ;13 48 46                 ;48 01 24
  03.03.1984               ;0                   ;0  
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
02.10.1984 07:01:00   ;   369,02 ;     
13.08.1985 07:01:00   ;   367,92 ;     
06.05.1986 07:01:00   ;   367,65 ;     
21.12.1987 07:01:00   ;   368,44 ;     
06.06.1988 07:01:00   ;   368,16 ;     
19.06.1989 07:01:00   ;   367,98 ;     
09.07.1990 07:01:00   ;   368,01 ;     
05.08.1991 07:01:00   ;   369,42 ;     
30.11.1992 07:01:00   ;   368,36 ;     
28.06.1993 07:01:00   ;   368,09 ;     
21.11.1994 07:01:00   ;   368,20 ;     
26.06.1995 07:01:00   ;   368,26 ;     
16.09.1996 07:01:00   ;   368,62 ;     
21.07.1997 07:01:00   ;   368,97 ;     
07.09.1998 07:01:00   ;   367,95 ;     
25.05.1999 07:01:00   ;   367,91 ;     
03.05.2000 07:01:00   ;   368,04 ;     
20.06.2001 07:01:00   ;   368,54 ;     
14.08.2002 07:01:00   ;   369,59 ;     
17.09.2003 07:01:00   ;   367,75 ;     
26.09.2004 07:01:00   ;   368,25 ;     
17.07.2005 07:01:00   ;   368,10 ;     
30.04.2006 07:01:00   ;   368,37 ;     
14.09.2007 07:01:00   ;   369,00 ;     
25.07.2008 07:01:00   ;   368,20 ;     
25.06.2009 07:01:00   ;   369,23 ;     
04.06.2010 07:01:00   ;   368,74 ;     
13.10.2011 07:01:00   ;   368,24 ;     
14.06.2012 07:01:00   ;   368,20 ;     
06.06.2013 07:01:00   ;   369,12 ;     
29.05.2014 07:01:00   ;   368,44 ;     
03.12.2015 07:01:00   ;   367,89 ;     
14.07.2016 07:01:00   ;   368,45 ;     
26.07.2017 07:01:00   ;   368,11 ;     
28.06.2018 07:01:00   ;   367,88 ;     
30.05.2019 07:01:00   ;   368,43 ;     
06.08.2020 07:01:00   ;   367,97 ;     
13.05.2021 07:01:00   ;   368,08 ;     
