Messstelle:                ;Pinkafeld, Bl 18
HZB-Nummer:                ;335026
HD-Nummer:                 ;
DBMS-Nummer:               ;1002211
PorenGW-Gebiet:            ;332 Oberes Pinkatal
Grundwasserkörper:         ;Pinkatal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1988
 Geländehöhe:              ;403,74
 Messpunkthöhe:            ;404,84
 Sohllage:                 ;398,39
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1988               ;16 06 49                 ;47 23 03
  31.12.1987               ;16 06 45                 ;47 23 01
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
17.09.1988 07:01:00   ;   402,00 ;     
19.08.1989 07:01:00   ;   402,24 ;     
16.06.1990 07:01:00   ;   402,08 ;     
23.11.1991 07:01:00   ;   402,44 ;     
12.12.1992 07:01:00   ;   402,12 ;     
13.11.1993 07:01:00   ;   401,99 ;     
15.01.1994 07:01:00   ;   401,99 ;     
01.07.1995 07:01:00   ;   402,10 ;     
06.04.1996 07:01:00   ;   402,39 ;     
26.07.1997 09:30:00   ;   402,41 ;     
12.09.1998 09:30:00   ;   402,51 ;     
21.08.1999 10:00:00   ;   402,54 ;     
01.04.2000 10:00:00   ;   402,40 ;     
06.01.2001 10:00:00   ;   402,22 ;     
07.12.2002 10:00:00   ;   402,32 ;     
22.03.2003 10:00:00   ;   402,17 ;     
12.06.2004 10:00:00   ;   402,72 ;     
19.03.2005 10:00:00   ;   402,58 ;     
03.06.2006 10:00:00   ;   402,65 ;     
08.09.2007 10:00:00   ;   402,68 ;     
26.07.2008 10:00:00   ;   402,58 ;     
07.03.2009 10:00:00   ;   402,64 ;     
20.06.2010 09:30:00   ;   402,74 ;     
19.03.2011 14:55:00   ;   402,44 ;     
14.04.2013 14:35:00   ;   402,68 ;     
17.05.2014 15:00:00   ;   403,19 ;     
24.05.2015 09:45:00   ;   402,42 ;     
06.08.2016 15:30:00   ;   402,54 ;     
23.09.2017 09:55:00   ;   402,30 ;     
09.06.2018 09:30:00   ;   402,81 ;     
09.09.2019 09:40:00   ;   402,49 ;     
28.09.2020 09:15:00   ;   402,76 ;     
15.02.2021 09:20:00   ;   402,42 ;     
