Messstelle:                ;Moosbrunn-M I, Bl 43
HZB-Nummer:                ;317388
HD-Nummer:                 ;
DBMS-Nummer:               ;11002059
PorenGW-Gebiet:            ;250 Südliches Wiener Becken
Grundwasserkörper:         ;Südl. Wiener Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;Magistratsabteilung 31
Bundesland:                ;Niederösterreich
Messstellenbetreiber:      ;Stadt Wien, Magistratsabteilung 31 - Wasserwerke
Höhenangaben [m ü.A.]:     ;gültig seit: ;11.02.2015
 Geländehöhe:              ;185,85
 Messpunkthöhe:            ;186,95
 Sohllage:                 ;180,42
 T-Messtiefe u.GOK:        ;3,90
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  16.04.1962               ;16 27 45                 ;47 59 38
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  2004 bis -> FG05 durch Entnahme zeitweise beeinflusst
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2002 durch Pumpbetrieb vom 28. 10. - 4. 11. beeinflusst
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
08.06.1965 07:01:00   ;   185,89 ;     
23.02.1970 07:01:00   ;   185,76 ;     
29.03.1971 07:01:00   ;   185,46 ;     
03.08.1972 07:01:00   ;   185,89 ;     
26.04.1973 07:01:00   ;   185,46 ;     
17.01.1974 07:01:00   ;   185,75 ;     
03.07.1975 07:01:00   ;   185,78 ;     
12.01.1976 07:01:00   ;   185,58 ;     
14.02.1977 07:01:00   ;   185,71 ;     
03.04.1978 07:01:00   ;   185,39 ;     
09.04.1979 07:01:00   ;   185,53 ;     
05.05.1980 07:01:00   ;   185,55 ;     
31.12.1981 23:59:55   ;   185,44 ;     
01.02.1982 07:01:00   ;   185,72 ;     
06.01.1983 07:01:00   ;   185,68 ;     
04.10.1984 07:01:00   ;   185,41 ;     
19.12.1985 07:01:00   ;   185,72 ;     
13.03.1986 07:01:00   ;   185,81 ;     
23.02.1987 07:01:00   ;   185,85 ;     
28.03.1988 07:01:00   ;   185,56 ;     
07.09.1989 07:01:00   ;   185,51 ;     
26.04.1990 07:01:00   ;   185,48 ;     
20.05.1991 07:01:00   ;   185,80 ;     
30.03.1992 07:01:00   ;   185,65 ;     
31.12.1993 23:59:55   ;   185,54 ;     
06.01.1994 07:01:00   ;   185,66 ;     
21.12.1995 07:01:00   ;   185,64 ;     
13.05.1996 07:01:00   ;   186,02 ;     
10.07.1997 07:01:00   ;   185,85 ;     
26.03.1998 07:01:00   ;   185,60 ;     
08.03.1999 07:01:00   ;   185,60 ;     
03.04.2000 07:01:00   ;   185,66 ;     
06.12.2001 07:01:00   ;   185,43 ;     
30.12.2002 07:01:00   ;   185,75 ;     
01.01.2003 00:00:05   ;   185,73 ;     
25.03.2004 03:00:00   ;   185,72 ;     
21.03.2005 15:15:00   ;   185,60 ;     
22.02.2006 05:07:55   ;   185,66 ;     
12.12.2007 19:40:00   ;   185,78 ;     
24.07.2008 01:22:00   ;   185,80 ;     
25.06.2009 18:39:00   ;   186,09 ;     
15.08.2010 07:03:00   ;   185,71 ;     
15.01.2011 07:13:05   ;   185,57 ;     
24.12.2012 05:30:50   ;   185,50 ;     
28.02.2013 19:50:55   ;   185,79 ;     
14.09.2014 02:46:30   ;   186,02 ;     
11.01.2015 22:32:40   ;   185,57 ;     
03.02.2016 22:00:00   ;   185,46 ;     
07.02.2017 03:00:00   ;   185,51 ;     
24.12.2018 13:00:00   ;   185,68 ;     
09.01.2019 01:00:00   ;   185,55 ;     
17.10.2020 07:00:00   ;   185,59 ;     
29.01.2021 19:00:00   ;   185,58 ;     
