Messstelle:                ;St.Anton i.M., Bl 09.26.04
HZB-Nummer:                ;347138
HD-Nummer:                 ;09.26.04
DBMS-Nummer:               ;8002282
PorenGW-Gebiet:            ;001 Montafon
Grundwasserkörper:         ;Gruppe Nördliche Kalkalpen [RHE]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Vorarlberg
Messstellenbetreiber:      ;Vorarlberger Illwerke-AG.
Höhenangaben [m ü.A.]:     ;gültig seit: ;14.02.2022
 Geländehöhe:              ;623,13
 Messpunkthöhe:            ;624,13
 Sohllage:                 ;614,63
 T-Messtiefe u.GOK:        ;7,90
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1996               ;09 52 04                 ;47 06 34
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
15.07.1996 07:01:00   ;   617,03 ;     
07.07.1997 07:01:00   ;   617,80 ;     
02.11.1998 07:01:00   ;   616,98 ;     
24.05.1999 07:01:00   ;   618,88 ;     
07.08.2000 07:01:00   ;   619,27 ;     
18.06.2001 07:01:00   ;   618,18 ;     
12.08.2002 07:01:00   ;   617,70 ;     
13.10.2003 07:01:00   ;   617,13 ;     
28.06.2004 07:01:00   ;   617,15 ;     
24.08.2005 07:01:00   ;   618,39 ;     
05.06.2006 11:15:00   ;   617,18 ;     
26.11.2007 07:01:00   ;   617,08 ;     
28.04.2008 07:01:00   ;   617,19 ;     
08.06.2009 07:01:00   ;   617,13 ;     
13.09.2010 07:01:00   ;   617,63 ;     
17.10.2011 07:01:00   ;   616,88 ;     
22.06.2012 15:00:00   ;   617,53 ;     
03.06.2013 05:00:00   ;   618,10 ;     
01.08.2014 22:00:00   ;   617,14 ;     
24.06.2015 22:00:00   ;   617,25 ;     
18.06.2016 03:00:00   ;   618,02 ;     
10.03.2017 21:00:00   ;   617,33 ;     
24.01.2018 10:00:00   ;   617,53 ;     
13.06.2019 04:00:00   ;   617,36 ;     
31.08.2020 19:00:00   ;   617,01 ;     
10.02.2021 00:00:00   ;   617,23 ;     
