Messstelle:                ;Halbturn, Bl 151
HZB-Nummer:                ;345298
HD-Nummer:                 ;151
DBMS-Nummer:               ;1002330
PorenGW-Gebiet:            ;318 Seewinkel
Grundwasserkörper:         ;Seewinkel [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1997
 Geländehöhe:              ;124,15
 Messpunkthöhe:            ;125,15
 Sohllage:                 ;109,15
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1997               ;16 59 07                 ;47 50 42
  31.12.1996               ;16 59 04                 ;47 50 41
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
28.07.1997 08:00:00   ;   120,74 ;     
01.02.1998 08:00:00   ;   120,53 ;     
12.04.1999 10:00:00   ;   120,75 ;     
08.05.2000 10:00:00   ;   120,62 ;     
29.04.2001 10:00:00   ;   119,84 ;     
12.05.2002 10:00:00   ;   119,53 ;     
27.04.2003 10:00:00   ;   119,81 ;     
04.07.2004 10:00:00   ;   119,51 ;     
26.12.2005 10:00:00   ;   119,37 ;     
09.07.2006 10:00:00   ;   120,22 ;     
15.04.2007 10:00:00   ;   120,08 ;     
18.05.2008 10:00:00   ;   120,14 ;     
03.05.2009 10:00:00   ;   120,50 ;     
31.12.2010 23:59:55   ;   120,76 ;     
10.04.2011 07:42:00   ;   120,93 ;     
01.01.2012 07:42:00   ;   120,11 ;     
12.05.2013 07:08:00   ;   120,68 ;     
31.12.2014 23:59:55   ;   120,78 ;     
26.03.2015 10:00:00   ;   121,08 ;     
04.04.2016 16:00:00   ;   120,76 ;     
06.05.2017 18:00:00   ;   120,26 ;     
27.11.2018 05:00:00   ;   120,10 ;     
03.04.2019 16:00:00   ;   120,26 ;     
28.01.2020 21:00:00   ;   119,73 ;     
05.05.2021 11:00:00   ;   119,91 ;     
