Messstelle:                ;Radfeld, Br 2
HZB-Nummer:                ;330704
HD-Nummer:                 ;
DBMS-Nummer:               ;7002049
Fremdnummer:               ;GW70520097
PorenGW-Gebiet:            ;020 Unterinntal
Grundwasserkörper:         ;Inntal [DBJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Tirol
Messstellenbetreiber:      ;Privat
Höhenangaben [m ü.A.]:     ;gültig seit: ;29.11.2017
 Geländehöhe:              ;512,63
 Messpunkthöhe:            ;512,83
 Sohllage:                 ;507,33
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.05.1986               ;11 54 12                 ;47 26 48
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
20.07.1987 07:01:00   ;   511,85 ;     
22.08.1988 07:01:00   ;   510,69 ;     
10.07.1989 07:01:00   ;   511,01 ;     
02.07.1990 07:01:00   ;   510,85 ;     
18.06.1991 07:01:00   ;   511,52 ;     
18.05.1992 07:01:00   ;   510,80 ;     
19.07.1993 07:01:00   ;   510,72 ;     
27.06.1994 07:01:00   ;   510,61 ;     
03.07.1995 07:01:00   ;   511,04 ;     
15.07.1996 07:01:00   ;   510,38 ;     
30.06.1997 07:01:00   ;   511,13 ;     
30.06.1998 07:01:00   ;   510,69 ;     
31.05.1999 07:01:00   ;   511,47 ;     
07.08.2000 08:30:00   ;   511,37 ;     
12.06.2001 07:01:00   ;   511,36 ;     
24.06.2002 07:35:00   ;   510,88 ;     
09.06.2003 07:35:00   ;   510,85 ;     
14.06.2004 13:55:00   ;   510,99 ;     
29.08.2005 13:50:00   ;   510,81 ;     
25.06.2006 09:30:00   ;   510,86 ;     
09.09.2007 09:30:00   ;   510,73 ;     
08.06.2008 10:30:00   ;   511,26 ;     
24.05.2009 09:30:00   ;   510,93 ;     
13.06.2010 09:15:00   ;   511,16 ;     
19.06.2011 09:15:00   ;   510,65 ;     
10.06.2012 09:15:00   ;   511,20 ;     
23.06.2013 09:15:00   ;   511,23 ;     
17.08.2014 09:15:00   ;   511,12 ;     
07.06.2015 09:15:00   ;   511,09 ;     
19.06.2016 09:15:00   ;   511,34 ;     
02.09.2017 12:00:00   ;   511,13 ;     
13.06.2018 23:00:00   ;   511,00 ;     
13.06.2019 09:00:00   ;   512,12 ;     
30.08.2020 23:00:00   ;   511,16 ;     
18.07.2021 16:00:00   ;   511,77 ;     
