Messstelle:                ;Ybbs, Bl 2058.002
HZB-Nummer:                ;302927
HD-Nummer:                 ;
DBMS-Nummer:               ;3002250
PorenGW-Gebiet:            ;185 Ybbstal
Grundwasserkörper:         ;Ybbstal / Ybbser Scheibe [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Niederösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;08.01.1964
 Geländehöhe:              ;219,15
 Messpunkthöhe:            ;219,25
 Sohllage:                 ;212,60
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2019               ;15 05 04                 ;48 10 31
  01.01.2009               ;15 05 04                 ;48 10 31
  21.09.1955               ;15 05 04                 ;48 10 32
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
24.06.1956 07:01:00   ;   217,42 ;     
24.07.1957 07:01:00   ;   218,23 ;     
17.02.1958 07:01:00   ;   218,54 ;     
16.08.1959 07:01:00   ;   218,74 ;     
22.08.1960 07:01:00   ;   215,56 ;     
07.08.1961 07:01:00   ;   216,26 ;     
04.06.1962 07:01:00   ;   217,19 ;     
24.06.1963 07:01:00   ;   216,29 ;     
23.11.1964 07:01:00   ;   216,73 ;     
21.06.1965 07:01:00   ;   218,65 ;     
26.07.1966 07:01:00   ;   218,40 ;     
12.06.1967 07:01:00   ;   217,20 ;     
22.07.1968 07:01:00   ;   216,40 ;     
14.07.1969 07:01:00   ;   215,92 ;     
10.08.1970 07:01:00   ;   218,35 ;     
21.06.1971 07:01:00   ;   216,17 ;     
31.07.1972 07:01:00   ;   215,95 ;     
07.05.1973 07:01:00   ;   216,94 ;     
09.12.1974 07:01:00   ;   218,62 ;     
07.07.1975 07:01:00   ;   218,53 ;     
07.06.1976 07:01:00   ;   216,15 ;     
06.08.1977 07:01:00   ;   216,91 ;     
08.07.1978 07:01:00   ;   216,36 ;     
23.06.1979 07:01:00   ;   218,18 ;     
26.07.1980 07:01:00   ;   216,86 ;     
25.07.1981 07:01:00   ;   218,55 ;     
29.05.1982 07:01:00   ;   216,73 ;     
18.06.1983 07:01:00   ;   216,53 ;     
29.09.1984 07:01:00   ;   215,94 ;     
10.08.1985 07:01:00   ;   218,06 ;     
21.01.1986 07:01:00   ;   216,49 ;     
21.12.1987 07:01:00   ;   216,85 ;     
28.03.1988 07:01:00   ;   218,07 ;     
17.07.1989 07:01:00   ;   216,05 ;     
09.07.1990 07:01:00   ;   216,21 ;     
04.08.1991 07:01:00   ;   219,15 ;     
24.11.1992 07:01:00   ;   216,89 ;     
20.07.1993 07:01:00   ;   216,55 ;     
18.04.1994 07:01:00   ;   217,40 ;     
27.06.1995 07:01:00   ;   217,20 ;     
15.07.1996 07:01:00   ;   216,30 ;     
22.07.1997 07:01:00   ;   217,47 ;     
04.11.1998 07:01:00   ;   216,52 ;     
27.05.1999 07:01:00   ;   217,59 ;     
20.03.2000 07:01:00   ;   216,67 ;     
26.03.2001 07:01:00   ;   217,04 ;     
14.08.2002 07:01:00   ;   219,15 ;     
08.01.2003 07:01:00   ;   216,45 ;     
09.06.2004 07:01:00   ;   216,09 ;     
12.07.2005 07:01:00   ;   217,45 ;     
31.03.2006 07:01:00   ;   217,90 ;     
11.09.2007 07:01:00   ;   217,20 ;     
01.05.2008 07:01:00   ;   216,13 ;     
26.06.2009 07:01:00   ;   218,11 ;     
04.06.2010 07:01:00   ;   217,65 ;     
21.01.2011 07:01:00   ;   216,32 ;     
14.06.2012 07:01:00   ;   216,79 ;     
08.06.2013 07:01:00   ;   217,85 ;     
01.06.2014 07:01:00   ;   216,30 ;     
28.05.2015 07:01:00   ;   216,42 ;     
17.07.2016 07:01:00   ;   216,61 ;     
10.05.2017 07:01:00   ;   216,29 ;     
26.01.2018 07:01:00   ;   216,45 ;     
31.05.2019 07:01:00   ;   217,03 ;     
06.08.2020 07:01:00   ;   216,59 ;     
22.07.2021 07:01:00   ;   216,95 ;     
