Messstelle:                ;Klagenfurt, Blt 222
HZB-Nummer:                ;338699
HD-Nummer:                 ;
DBMS-Nummer:               ;2002136
PorenGW-Gebiet:            ;442 Klagenfurter Becken
Grundwasserkörper:         ;Klagenfurter Becken [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Kärnten
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;07.12.2022
 Geländehöhe:              ;429,32
 Messpunkthöhe:            ;430,31
 Sohllage:                 ;421,43
 T-Messtiefe u.GOK:        ;6,01
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  25.11.1991               ;14 23 21                 ;46 37 41
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
14.12.1992 07:01:00   ;   426,02 ;     
01.01.1993 00:00:05   ;   425,97 ;     
24.01.1994 07:01:00   ;   425,82 ;     
04.04.1995 07:01:00   ;   426,06 ;     
03.12.1996 07:01:00   ;   426,39 ;     
07.01.1997 07:30:00   ;   426,25 ;     
23.11.1998 07:30:00   ;   425,49 ;     
15.11.1999 07:30:00   ;   425,35 ;     
11.12.2000 07:30:00   ;   425,95 ;     
15.01.2001 07:30:00   ;   426,05 ;     
16.12.2002 07:30:00   ;   425,56 ;     
01.01.2003 00:00:05   ;   425,52 ;     
12.07.2004 07:30:00   ;   426,06 ;     
17.10.2005 07:30:00   ;   426,06 ;     
08.05.2006 07:30:00   ;   426,03 ;     
26.11.2007 07:30:00   ;   424,70 ;     
31.12.2008 23:59:55   ;   424,74 ;     
05.10.2009 07:30:00   ;   425,41 ;     
31.12.2010 23:59:55   ;   425,81 ;     
03.01.2011 07:30:00   ;   425,82 ;     
19.11.2012 07:30:00   ;   426,40 ;     
08.04.2013 07:30:00   ;   426,61 ;     
25.02.2014 18:00:00   ;   427,24 ;     
01.01.2015 00:00:05   ;   426,24 ;     
18.03.2016 18:00:00   ;   425,92 ;     
31.12.2017 23:00:00   ;   425,86 ;     
16.01.2018 07:00:00   ;   425,90 ;     
31.12.2019 23:59:55   ;   426,04 ;     
25.10.2020 15:00:00   ;   426,45 ;     
05.01.2021 00:00:00   ;   426,29 ;     
