Messstelle:                ;Gattendorf, Bl 27
HZB-Nummer:                ;345140
HD-Nummer:                 ;
DBMS-Nummer:               ;1002318
PorenGW-Gebiet:            ;288 Heideboden
Grundwasserkörper:         ;Heideboden [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;26.09.2009
 Geländehöhe:              ;134,34
 Messpunkthöhe:            ;134,94
 Sohllage:                 ;121,94
 T-Messtiefe u.GOK:        ;10,50
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.08.1995               ;17 01 53                 ;48 00 55
  31.07.1995               ;17 01 53                 ;48 00 55
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
15.01.1996 07:01:00   ;   133,86 ;     
21.07.1997 16:00:00   ;   133,76 ;     
16.11.1998 16:00:00   ;   133,77 ;     
01.03.1999 16:00:00   ;   133,80 ;     
07.02.2000 16:00:00   ;   133,81 ;     
02.01.2001 16:00:00   ;   133,54 ;     
31.12.2002 23:59:55   ;   133,80 ;     
03.02.2003 16:00:00   ;   133,87 ;     
07.05.2004 16:30:00   ;   133,77 ;     
15.03.2005 20:00:00   ;   133,79 ;     
27.02.2006 16:00:00   ;   133,87 ;     
12.12.2007 11:00:00   ;   133,82 ;     
28.01.2008 01:00:00   ;   133,87 ;     
27.02.2009 11:00:00   ;   133,95 ;     
20.02.2010 02:00:00   ;   133,93 ;     
13.01.2011 21:00:00   ;   133,92 ;     
22.01.2012 04:00:00   ;   133,60 ;     
31.03.2013 04:00:00   ;   133,97 ;     
01.12.2014 09:00:00   ;   133,90 ;     
10.02.2015 13:00:00   ;   133,94 ;     
21.02.2016 04:00:00   ;   133,85 ;     
31.12.2017 07:00:00   ;   133,75 ;     
17.03.2018 18:00:00   ;   133,80 ;     
03.02.2019 22:00:00   ;   133,93 ;     
29.12.2020 02:00:00   ;   133,83 ;     
29.01.2021 13:00:00   ;   133,90 ;     
