Messstelle:                ;Sinnersdorf, Bl 21.4
HZB-Nummer:                ;375360
HD-Nummer:                 ;W21.4
DBMS-Nummer:               ;4002757
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;05.01.1991
 Geländehöhe:              ;289,59
 Messpunkthöhe:            ;290,20
 Sohllage:                 ;277,90
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 08 46                 ;48 10 55
  01.01.2003               ;14 08 42                 ;48 10 56
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
09.08.1991 07:01:00   ;   285,89 ;     
27.03.1992 07:01:00   ;   285,33 ;     
28.10.1993 07:01:00   ;   285,28 ;     
21.04.1994 07:01:00   ;   286,10 ;     
31.12.1995 23:59:55   ;   285,35 ;     
17.05.1996 07:01:00   ;   286,12 ;     
23.07.1997 07:01:00   ;   285,30 ;     
05.11.1998 07:01:00   ;   285,13 ;     
27.02.1999 07:01:00   ;   285,51 ;     
03.02.2000 07:01:00   ;   285,20 ;     
30.03.2001 07:01:00   ;   285,19 ;     
16.08.2002 07:01:00   ;   286,86 ;     
10.01.2003 07:01:00   ;   285,32 ;     
02.04.2004 07:01:00   ;   285,10 ;     
21.02.2005 07:01:00   ;   285,24 ;     
01.04.2006 07:01:00   ;   285,81 ;     
13.09.2007 07:01:00   ;   285,25 ;     
01.01.2008 00:00:05   ;   285,00 ;     
01.07.2009 07:01:00   ;   285,82 ;     
19.01.2011 07:01:00   ;   285,28 ;     
26.01.2012 07:01:00   ;   285,38 ;     
05.06.2013 07:01:00   ;   286,41 ;     
04.06.2014 07:01:00   ;   285,38 ;     
21.01.2015 07:01:00   ;   285,10 ;     
27.07.2016 07:01:00   ;   285,24 ;     
17.05.2017 07:01:00   ;   285,26 ;     
09.01.2018 07:01:00   ;   285,28 ;     
10.08.2021 07:01:00   ;   285,34 ;     
