Messstelle:                ;Schandorf, Br 2
HZB-Nummer:                ;326314
HD-Nummer:                 ;
DBMS-Nummer:               ;1002190
PorenGW-Gebiet:            ;330 Tauchenbachtal
Grundwasserkörper:         ;Gruppe Hügelland Raab Ost [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;23.04.1981
 Geländehöhe:              ;254,20
 Messpunkthöhe:            ;255,00
 Sohllage:                 ;250,35
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  23.04.1981               ;16 25 11                 ;47 14 32
  22.04.1981               ;16 25 07                 ;47 14 31
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2015 HG28 gerätetechnisch bedingte Datenausfälle
  2015 HG13 fehlende Monatsmittel zufolge Beobachterausfall
  2016 HG13 fehlende Monatsmittel zufolge Beobachterausfall
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
15.02.1988 07:01:00   ;   252,04 ;     
22.05.1989 07:01:00   ;   251,67 ;     
25.06.1990 07:01:00   ;   251,99 ;     
01.07.1991 07:01:00   ;   252,55 ;     
30.03.1992 07:01:00   ;   252,40 ;     
31.12.1993 23:59:55   ;   251,92 ;     
09.01.1994 07:01:00   ;   251,98 ;     
10.06.1995 07:01:00   ;   252,25 ;     
06.04.1996 07:01:00   ;   252,25 ;     
02.08.1997 15:30:00   ;   251,95 ;     
07.11.1998 15:30:00   ;   252,25 ;     
24.07.1999 16:00:00   ;   252,30 ;     
30.12.2000 16:00:00   ;   251,78 ;     
01.01.2001 00:00:05   ;   251,78 ;     
14.12.2002 16:00:00   ;   251,39 ;     
04.01.2003 16:00:00   ;   251,43 ;     
26.06.2004 16:00:00   ;   251,95 ;     
16.07.2005 16:00:00   ;   251,72 ;     
07.01.2006 16:00:00   ;   251,96 ;     
24.03.2007 16:00:00   ;   251,62 ;     
26.07.2008 16:00:00   ;   251,46 ;     
27.06.2009 16:00:00   ;   251,68 ;     
11.12.2010 15:40:00   ;   251,95 ;     
01.02.2011 10:00:00   ;   251,60 ;     
10.11.2012 15:40:00   ;   251,44 ;     
02.03.2013 15:25:00   ;   252,00 ;     
17.05.2014 15:15:00   ;   252,32 ;     
31.01.2015 15:30:00   ;   251,69 ;     
23.09.2017 15:30:00   ;   251,49 ;     
19.05.2018 15:25:00   ;   251,62 ;     
28.12.2019 15:35:00   ;   251,69 ;     
17.10.2020 15:45:00   ;   251,88 ;     
02.01.2021 15:40:00   ;   251,70 ;     
