Messstelle:                ;Oberottensheim, Br O 123
HZB-Nummer:                ;374330
HD-Nummer:                 ;2144.005
DBMS-Nummer:               ;4003063
Fremdnummer:               ;EO123
PorenGW-Gebiet:            ;095 Nördliches Eferdinger Becken
Grundwasserkörper:         ;Eferdinger Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;03.01.1968
 Geländehöhe:              ;262,38
 Messpunkthöhe:            ;262,68
 Sohllage:                 ;253,03
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 10 42                 ;48 19 56
  01.01.2003               ;14 10 45                 ;48 19 58
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1980 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
26.06.1979 07:01:00   ;   255,95 ;     
29.07.1980 07:01:00   ;   255,34 ;     
28.07.1981 07:01:00   ;   255,96 ;     
12.01.1982 07:01:00   ;   255,37 ;     
19.04.1983 07:01:00   ;   254,95 ;     
03.07.1984 07:01:00   ;   254,43 ;     
20.08.1985 07:01:00   ;   255,47 ;     
03.06.1986 07:01:00   ;   254,97 ;     
07.07.1987 07:01:00   ;   255,42 ;     
29.03.1988 07:01:00   ;   256,13 ;     
01.01.1989 00:00:05   ;   254,59 ;     
17.07.1990 07:01:00   ;   254,81 ;     
05.08.1991 07:01:00   ;   255,76 ;     
07.12.1992 07:01:00   ;   254,63 ;     
03.08.1993 07:01:00   ;   254,92 ;     
19.04.1994 07:01:00   ;   255,19 ;     
13.06.1995 07:01:00   ;   255,48 ;     
16.07.1996 07:01:00   ;   254,84 ;     
22.07.1997 07:01:00   ;   255,20 ;     
17.11.1998 07:01:00   ;   255,06 ;     
30.05.1999 07:01:00   ;   256,27 ;     
03.04.2000 07:01:00   ;   255,18 ;     
02.04.2001 07:01:00   ;   255,22 ;     
13.08.2002 07:01:00   ;   258,00 ;     
07.01.2003 07:01:00   ;   255,35 ;     
15.06.2004 07:01:00   ;   254,63 ;     
29.08.2005 07:01:00   ;   255,42 ;     
04.04.2006 07:01:00   ;   255,74 ;     
17.09.2007 07:01:00   ;   254,68 ;     
09.06.2008 07:01:00   ;   254,57 ;     
29.06.2009 07:01:00   ;   255,59 ;     
07.06.2010 07:01:00   ;   255,26 ;     
17.01.2011 07:01:00   ;   254,78 ;     
25.06.2012 07:01:00   ;   254,71 ;     
05.06.2013 07:01:00   ;   262,38 ;     
19.08.2014 07:01:00   ;   254,42 ;     
25.05.2015 07:01:00   ;   254,83 ;     
20.06.2016 07:01:00   ;   255,08 ;     
11.09.2017 07:01:00   ;   254,32 ;     
29.01.2018 07:01:00   ;   254,66 ;     
17.06.2019 07:01:00   ;   254,87 ;     
10.08.2020 07:01:00   ;   254,32 ;     
26.07.2021 07:01:00   ;   254,70 ;     
