Messstelle:                ;Posch, Bl 2123.12
HZB-Nummer:                ;323584
HD-Nummer:                 ;2123.012
DBMS-Nummer:               ;4002458
PorenGW-Gebiet:            ;154 Südliches Linzer Feld
Grundwasserkörper:         ;Linzer Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.2000
 Geländehöhe:              ;248,06
 Messpunkthöhe:            ;248,96
 Sohllage:                 ;240,86
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 23 01                 ;48 15 14
  01.01.2003               ;14 23 04                 ;48 15 17
  10.02.1975               ;14 23 06                 ;48 15 15
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1980 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
16.10.1980 07:01:00   ;   245,19 ;     
23.07.1981 07:01:00   ;   245,81 ;     
19.08.1982 07:01:00   ;   245,09 ;     
18.08.1983 07:01:00   ;   244,99 ;     
27.09.1984 07:01:00   ;   244,83 ;     
09.08.1985 07:01:00   ;   245,54 ;     
23.01.1986 07:01:00   ;   244,84 ;     
22.05.1987 07:01:00   ;   244,91 ;     
26.03.1988 07:01:00   ;   245,23 ;     
05.05.1989 07:01:00   ;   244,89 ;     
16.02.1990 07:01:00   ;   244,87 ;     
08.08.1991 07:01:00   ;   245,24 ;     
26.11.1992 07:01:00   ;   245,00 ;     
24.12.1993 07:01:00   ;   245,01 ;     
15.04.1994 07:01:00   ;   245,18 ;     
02.09.1995 07:01:00   ;   245,18 ;     
24.05.1996 07:01:00   ;   245,59 ;     
13.12.1997 07:01:00   ;   245,18 ;     
08.08.1998 07:01:00   ;   245,16 ;     
15.01.1999 07:01:00   ;   245,12 ;     
01.04.2000 07:01:00   ;   245,11 ;     
17.08.2001 07:01:00   ;   245,14 ;     
13.08.2002 07:01:00   ;   246,53 ;     
03.01.2003 07:01:00   ;   245,08 ;     
28.08.2004 07:01:00   ;   244,97 ;     
16.07.2005 07:01:00   ;   245,02 ;     
31.03.2006 07:01:00   ;   245,20 ;     
07.09.2007 07:01:00   ;   245,21 ;     
12.09.2008 07:01:00   ;   244,99 ;     
26.06.2009 07:01:00   ;   245,28 ;     
04.06.2010 07:01:00   ;   245,44 ;     
09.09.2011 07:01:00   ;   244,95 ;     
27.01.2012 07:01:00   ;   244,99 ;     
07.06.2013 07:01:00   ;   245,86 ;     
29.05.2014 07:01:00   ;   244,88 ;     
15.01.2015 07:01:00   ;   244,83 ;     
14.05.2016 07:01:00   ;   244,94 ;     
11.08.2017 07:01:00   ;   244,89 ;     
24.01.2018 07:01:00   ;   244,91 ;     
13.03.2019 07:01:00   ;   244,91 ;     
04.08.2020 07:01:00   ;   244,93 ;     
11.08.2021 07:01:00   ;   244,96 ;     
