Messstelle:                ;Stadl-Hausruck, Bl 51.3
HZB-Nummer:                ;374843
HD-Nummer:                 ;V51.3
DBMS-Nummer:               ;4003022
PorenGW-Gebiet:            ;110 Traun-Agergebiet
Grundwasserkörper:         ;Gruppe Traun und Zubringertäler [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;22.02.1984
 Geländehöhe:              ;382,48
 Messpunkthöhe:            ;383,38
 Sohllage:                 ;351,86
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;13 50 15                 ;48 04 10
  01.01.2003               ;13 50 18                 ;48 04 10
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
22.02.1984 07:01:00   ;   354,87 ;     
13.08.1985 07:01:00   ;   354,68 ;     
21.01.1986 07:01:00   ;   358,87 ;     
30.03.1987 07:01:00   ;   358,26 ;     
28.03.1988 07:01:00   ;   358,56 ;     
24.04.1989 07:01:00   ;   356,18 ;     
30.04.1990 07:01:00   ;   357,68 ;     
05.08.1991 07:01:00   ;   358,67 ;     
30.03.1992 07:01:00   ;   356,54 ;     
22.03.1993 07:01:00   ;   357,38 ;     
18.04.1994 07:01:00   ;   357,70 ;     
27.12.1995 07:01:00   ;   358,25 ;     
01.01.1996 00:00:05   ;   354,48 ;     
21.07.1997 07:01:00   ;   357,83 ;     
07.09.1998 07:01:00   ;   353,58 ;     
22.02.1999 07:01:00   ;   357,78 ;     
05.04.2000 07:01:00   ;   355,33 ;     
28.03.2001 07:01:00   ;   356,66 ;     
14.08.2002 07:01:00   ;   358,38 ;     
17.09.2003 07:01:00   ;   353,23 ;     
17.01.2004 07:01:00   ;   356,75 ;     
24.04.2005 07:01:00   ;   356,70 ;     
02.04.2006 07:01:00   ;   357,75 ;     
15.11.2007 07:01:00   ;   354,89 ;     
25.07.2008 07:01:00   ;   353,73 ;     
25.06.2009 07:01:00   ;   358,24 ;     
02.06.2010 12:00:00   ;   354,78 ;     
15.10.2011 12:00:00   ;   353,83 ;     
05.06.2012 12:00:00   ;   353,85 ;     
04.06.2013 12:00:00   ;   358,04 ;     
03.06.2014 12:00:00   ;   355,10 ;     
26.05.2015 12:00:00   ;   353,38 ;     
02.02.2016 12:00:00   ;   353,69 ;     
05.09.2017 12:00:00   ;   353,80 ;     
09.01.2018 12:00:00   ;   353,40 ;     
22.05.2019 12:00:00   ;   353,89 ;     
17.06.2020 12:00:00   ;   353,66 ;     
19.05.2021 12:00:00   ;   353,42 ;     
