Messstelle:                ;Klagenfurt, Bl 216
HZB-Nummer:                ;318204
HD-Nummer:                 ;
DBMS-Nummer:               ;2002103
PorenGW-Gebiet:            ;442 Klagenfurter Becken
Grundwasserkörper:         ;Klagenfurter Becken [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Kärnten
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;15.11.1990
 Geländehöhe:              ;440,21
 Messpunkthöhe:            ;440,85
 Sohllage:                 ;436,07
 T-Messtiefe u.GOK:        ;3,90
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  14.11.1990               ;14 17 17                 ;46 36 26
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2006 HG05 durch Baustelle teilweise beeinflusst
  2016 HG28 gerätetechnisch bedingte Datenausfälle
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
29.11.1991 07:01:00   ;   437,19 ;     
12.12.1992 07:01:00   ;   437,26 ;     
29.10.1993 07:01:00   ;   437,20 ;     
17.04.1994 07:01:00   ;   437,19 ;     
10.03.1995 07:01:00   ;   437,19 ;     
23.11.1996 07:01:00   ;   437,61 ;     
01.01.1997 00:00:05   ;   437,12 ;     
23.10.1998 07:30:00   ;   437,45 ;     
03.09.1999 07:30:00   ;   437,40 ;     
22.11.2000 07:30:00   ;   438,66 ;     
12.01.2001 07:30:00   ;   437,65 ;     
06.12.2002 07:30:00   ;   437,61 ;     
05.09.2003 07:30:00   ;   437,35 ;     
02.07.2004 07:30:00   ;   437,98 ;     
01.01.2005 00:00:05   ;   437,50 ;     
31.03.2006 07:30:00   ;   437,09 ;     
13.04.2007 07:30:00   ;   436,97 ;     
26.12.2008 07:30:00   ;   437,09 ;     
18.09.2009 07:30:00   ;   437,23 ;     
10.12.2010 07:30:00   ;   437,22 ;     
01.01.2011 00:00:05   ;   437,08 ;     
09.11.2012 07:30:00   ;   437,76 ;     
05.04.2013 07:30:00   ;   437,42 ;     
21.02.2014 07:30:00   ;   437,95 ;     
16.10.2015 13:00:00   ;   437,57 ;     
29.08.2016 19:00:00   ;   437,64 ;     
20.09.2017 05:00:00   ;   437,84 ;     
01.01.2018 00:00:05   ;   437,54 ;     
18.11.2019 16:00:00   ;   437,77 ;     
12.10.2020 16:00:00   ;   437,77 ;     
12.02.2021 08:00:00   ;   437,65 ;     
