Messstelle:                ;Pucking I, Bl 15.8
HZB-Nummer:                ;375717
HD-Nummer:                 ;W15.8
DBMS-Nummer:               ;4002743
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Gruppe Zwischen Alm und Krems [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;06.01.1991
 Geländehöhe:              ;288,72
 Messpunkthöhe:            ;289,06
 Sohllage:                 ;278,56
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 13 30                 ;48 11 24
  01.01.2003               ;14 13 35                 ;48 11 25
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
05.08.1991 07:01:00   ;   286,48 ;     
13.04.1992 07:01:00   ;   283,69 ;     
13.03.1993 07:01:00   ;   283,94 ;     
18.04.1994 07:01:00   ;   287,99 ;     
18.04.1995 07:01:00   ;   284,29 ;     
20.05.1996 07:01:00   ;   287,88 ;     
04.04.1997 07:01:00   ;   284,74 ;     
17.11.1998 07:01:00   ;   283,94 ;     
02.03.1999 07:01:00   ;   286,56 ;     
03.04.2000 07:01:00   ;   285,66 ;     
26.03.2001 07:01:00   ;   285,76 ;     
12.08.2002 07:01:00   ;   288,40 ;     
13.01.2003 07:01:00   ;   287,76 ;     
29.03.2004 07:01:00   ;   284,76 ;     
09.05.2005 07:01:00   ;   285,17 ;     
05.04.2006 07:01:00   ;   287,64 ;     
12.12.2007 07:01:00   ;   284,41 ;     
19.03.2008 07:01:00   ;   283,91 ;     
24.06.2009 07:01:00   ;   287,44 ;     
21.06.2010 07:01:00   ;   284,61 ;     
19.01.2011 07:01:00   ;   283,82 ;     
25.01.2012 07:01:00   ;   285,77 ;     
05.06.2013 07:01:00   ;   287,28 ;     
22.10.2014 07:01:00   ;   284,19 ;     
27.05.2015 07:01:00   ;   284,43 ;     
01.06.2016 07:01:00   ;   285,23 ;     
10.05.2017 07:01:00   ;   285,72 ;     
23.01.2018 07:01:00   ;   285,24 ;     
18.03.2019 07:01:00   ;   283,50 ;     
03.02.2020 07:01:00   ;   283,98 ;     
08.02.2021 07:01:00   ;   284,49 ;     
