Messstelle:                ;Witzelsdorf, Bl 1891.1
HZB-Nummer:                ;326751
HD-Nummer:                 ;3HD30911
DBMS-Nummer:               ;10001055
Fremdnummer:               ;1891.001
PorenGW-Gebiet:            ;224 Marchfeld
Grundwasserkörper:         ;Marchfeld [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;via donau (WSD)
Bundesland:                ;Niederösterreich
Messstellenbetreiber:      ;via donau - Österreichische Wasserstraßen-GmbH
Höhenangaben [m ü.A.]:     ;gültig seit: ;24.04.2013
 Geländehöhe:              ;143,50
 Messpunkthöhe:            ;144,16
 Sohllage:                 ;138,80
 T-Messtiefe u.GOK:        ;5,10
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  14.10.2021               ;16 51 08                 ;48 07 52
  01.01.2010               ;16 51 07                 ;48 07 50
  01.01.2007               ;16 51 07                 ;48 07 50
  01.01.1979               ;16 51 05                 ;48 07 51
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2014 HG28 gerätetechnisch bedingte Datenausfälle
  2014 HG15 häufig trockengefallen
  2015 HG15 häufig trockengefallen
  2016 HG15 häufig trockengefallen
  2017 HG15 häufig trockengefallen
  2021 HG31 Messstelle zeitweise nicht zugänglich
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
19.03.1979 07:01:00   ;   142,89 ;     
28.07.1980 07:01:00   ;   142,79 ;     
23.07.1981 07:01:00   ;   145,50 ;     
04.02.1982 07:01:00   ;   142,90 ;     
21.04.1983 07:01:00   ;   142,08 ;     
27.09.1984 07:01:00   ;   141,73 ;     
09.08.1985 07:01:00   ;   145,70 ;     
23.01.1986 07:01:00   ;   142,19 ;     
06.08.1987 07:01:00   ;   142,76 ;     
31.03.1988 07:01:00   ;   143,72 ;     
01.01.1989 00:00:05   ;   141,92 ;     
12.07.1990 07:01:00   ;   142,80 ;     
05.08.1991 07:01:00   ;   146,00 ;     
26.11.1992 07:01:00   ;   142,60 ;     
22.07.1993 07:01:00   ;   143,02 ;     
26.05.1994 07:01:00   ;   141,83 ;     
08.06.1995 07:01:00   ;   143,00 ;     
23.10.1996 07:01:00   ;   142,80 ;     
10.07.1997 07:01:00   ;   143,45 ;     
12.11.1998 07:01:00   ;   142,30 ;     
27.05.1999 07:01:00   ;   143,50 ;     
06.04.2000 07:01:00   ;   142,13 ;     
21.06.2001 07:01:00   ;   142,35 ;     
07.11.2002 07:01:00   ;   142,13 ;     
03.01.2003 07:01:00   ;   141,88 ;     
10.06.2004 07:01:00   ;   141,13 ;     
01.09.2005 07:01:00   ;   142,20 ;     
30.03.2006 07:01:00   ;   143,50 ;     
08.09.2007 07:01:00   ;   144,21 ;     
05.06.2008 11:00:00   ;   141,42 ;     
26.06.2009 12:00:00   ;   144,85 ;     
05.06.2010 04:00:00   ;   145,03 ;     
15.01.2011 18:45:00   ;   144,66 ;     
16.06.2012 06:15:00   ;   141,67 ;     
06.06.2013 08:00:00   ;   146,50 ;     
25.10.2014 01:00:00   ;   143,08 ;     
26.05.2015 06:00:00   ;   141,84 ;     
15.07.2016 20:00:00   ;   142,99 ;     
12.05.2017 01:00:00   ;   140,88 ;     
31.05.2019 01:00:00   ;   142,94 ;     
06.08.2020 07:00:00   ;   141,76 ;     
20.07.2021 05:00:00   ;   143,56 ;     
