Messstelle:                ;Strass, Blt 8
HZB-Nummer:                ;346148
HD-Nummer:                 ;
DBMS-Nummer:               ;7002280
Fremdnummer:               ;GW70930029
PorenGW-Gebiet:            ;020 Unterinntal
Grundwasserkörper:         ;Inntal [DBJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Tirol
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;11.01.2018
 Geländehöhe:              ;522,86
 Messpunkthöhe:            ;523,76
 Sohllage:                 ;502,66
 T-Messtiefe u.GOK:        ;10,00
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1995               ;11 48 45                 ;47 23 55
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
23.06.1995 07:01:00   ;   521,81 ;     
13.06.1996 07:01:00   ;   521,25 ;     
29.06.1997 07:01:00   ;   521,70 ;     
11.06.1998 07:01:00   ;   521,44 ;     
22.05.1999 07:01:00   ;   522,32 ;     
07.08.2000 08:30:00   ;   521,93 ;     
11.06.2001 07:01:00   ;   521,85 ;     
24.06.2002 07:45:00   ;   521,56 ;     
09.06.2003 08:50:00   ;   521,56 ;     
01.07.2004 14:40:00   ;   521,56 ;     
24.08.2005 07:35:00   ;   522,41 ;     
26.06.2006 07:50:00   ;   521,59 ;     
04.07.2007 15:40:00   ;   521,18 ;     
14.07.2008 09:00:00   ;   521,86 ;     
25.05.2009 07:45:00   ;   521,69 ;     
14.06.2010 07:55:00   ;   522,05 ;     
20.06.2011 08:00:00   ;   521,20 ;     
22.06.2012 09:00:00   ;   522,04 ;     
21.06.2013 09:00:00   ;   522,13 ;     
14.08.2014 09:00:00   ;   522,12 ;     
09.06.2015 06:00:00   ;   522,12 ;     
17.06.2016 22:00:00   ;   522,15 ;     
11.08.2017 21:00:00   ;   521,77 ;     
14.06.2018 03:00:00   ;   521,69 ;     
13.06.2019 08:00:00   ;   522,79 ;     
03.07.2020 07:00:00   ;   521,71 ;     
22.06.2021 06:00:00   ;   521,95 ;     
