Messstelle:                ;Tschagguns, Bl 16.02.07
HZB-Nummer:                ;347021
HD-Nummer:                 ;16.02.07
DBMS-Nummer:               ;8002281
PorenGW-Gebiet:            ;001 Montafon
Grundwasserkörper:         ;Gruppe Kristallin [RHE]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Vorarlberg
Messstellenbetreiber:      ;Vorarlberger Illwerke-AG.
Höhenangaben [m ü.A.]:     ;gültig seit: ;15.11.2021
 Geländehöhe:              ;677,91
 Messpunkthöhe:            ;678,93
 Sohllage:                 ;655,43
 T-Messtiefe u.GOK:        ;20,98
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1996               ;09 55 04                 ;47 04 14
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
02.01.1996 07:01:00   ;   662,86 ;     
04.08.1997 07:01:00   ;   666,26 ;     
16.11.1998 07:01:00   ;   664,05 ;     
07.06.1999 07:01:00   ;   668,26 ;     
03.04.2000 07:01:00   ;   667,37 ;     
02.07.2001 07:01:00   ;   666,91 ;     
02.12.2002 07:01:00   ;   665,38 ;     
13.01.2003 07:01:00   ;   664,87 ;     
13.07.2004 07:01:00   ;   664,47 ;     
05.09.2005 07:01:00   ;   665,47 ;     
24.04.2006 10:50:00   ;   666,13 ;     
24.09.2007 07:01:00   ;   665,48 ;     
09.06.2008 07:01:00   ;   666,86 ;     
25.05.2009 07:01:00   ;   665,97 ;     
06.09.2010 07:01:00   ;   666,48 ;     
15.08.2011 07:01:00   ;   664,44 ;     
02.07.2012 07:01:00   ;   666,55 ;     
24.06.2013 07:01:00   ;   665,98 ;     
24.08.2014 06:00:00   ;   665,13 ;     
05.07.2015 07:00:00   ;   664,88 ;     
01.07.2016 18:00:00   ;   665,64 ;     
30.05.2017 13:00:00   ;   663,96 ;     
01.02.2018 10:00:00   ;   664,70 ;     
29.06.2019 09:00:00   ;   665,62 ;     
04.07.2020 06:00:00   ;   664,56 ;     
11.08.2021 06:00:00   ;   665,00 ;     
