Messstelle:                ;Marchtrenk, Br 23.9
HZB-Nummer:                ;375782
HD-Nummer:                 ;W23.9
DBMS-Nummer:               ;4002958
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;17.11.2005
 Geländehöhe:              ;302,87
 Messpunkthöhe:            ;303,32
 Sohllage:                 ;293,72
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 06 40                 ;48 11 31
  17.11.2005               ;14 06 43                 ;48 11 33
  01.01.2003               ;14 06 45                 ;48 11 28
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
16.04.1992 07:01:00   ;   294,20 ;     
09.04.1993 07:01:00   ;   294,08 ;     
28.04.1994 07:01:00   ;   294,81 ;     
20.04.1995 07:01:00   ;   294,35 ;     
07.06.1996 07:01:00   ;   294,51 ;     
21.08.1997 07:01:00   ;   294,44 ;     
01.01.1998 00:00:05   ;   294,06 ;     
25.03.1999 07:01:00   ;   294,27 ;     
06.04.2000 07:01:00   ;   294,50 ;     
19.04.2001 07:01:00   ;   294,25 ;     
15.08.2002 07:01:00   ;   294,59 ;     
13.01.2003 07:01:00   ;   294,66 ;     
08.04.2004 07:01:00   ;   294,08 ;     
21.07.2005 07:01:00   ;   294,22 ;     
04.05.2006 07:01:00   ;   294,82 ;     
12.04.2007 07:01:00   ;   294,48 ;     
09.01.2008 07:01:00   ;   294,28 ;     
30.07.2009 07:01:00   ;   294,86 ;     
24.06.2010 07:01:00   ;   294,51 ;     
07.04.2011 07:01:00   ;   294,04 ;     
08.02.2012 07:01:00   ;   294,12 ;     
27.06.2013 07:01:00   ;   294,89 ;     
13.11.2014 07:01:00   ;   294,24 ;     
04.06.2015 07:01:00   ;   294,35 ;     
19.07.2016 07:01:00   ;   294,37 ;     
22.05.2017 07:01:00   ;   294,09 ;     
12.02.2018 07:01:00   ;   294,46 ;     
15.03.2019 07:01:00   ;   293,98 ;     
20.08.2020 07:01:00   ;   294,04 ;     
26.02.2021 07:01:00   ;   294,21 ;     
