Messstelle:                ;Elsbethen, Bl 13
HZB-Nummer:                ;320804
HD-Nummer:                 ;
DBMS-Nummer:               ;5002049
PorenGW-Gebiet:            ;040 Unteres Salzachtal
Grundwasserkörper:         ;Unteres Salzachtal [DBJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Salzburg
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;17.12.2018
 Geländehöhe:              ;435,71
 Messpunkthöhe:            ;436,76
 Sohllage:                 ;424,29
 T-Messtiefe u.GOK:        ;10,95
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.03.1980               ;13 05 16                 ;47 45 18
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
05.05.1980 07:01:00   ;   430,46 ;     
30.03.1981 07:01:00   ;   429,75 ;     
11.01.1982 07:01:00   ;   429,77 ;     
04.07.1983 07:01:00   ;   428,93 ;     
01.10.1984 07:01:00   ;   429,60 ;     
02.09.1985 07:01:00   ;   430,32 ;     
27.01.1986 07:01:00   ;   429,39 ;     
09.03.1987 07:01:00   ;   430,05 ;     
04.04.1988 07:01:00   ;   430,11 ;     
16.01.1989 07:01:00   ;   429,61 ;     
16.07.1990 07:01:00   ;   429,47 ;     
05.08.1991 07:01:00   ;   431,77 ;     
30.03.1992 07:01:00   ;   430,40 ;     
02.08.1993 07:01:00   ;   430,45 ;     
30.05.1994 07:01:00   ;   430,15 ;     
17.04.1995 07:01:00   ;   430,25 ;     
30.09.1996 07:01:00   ;   430,12 ;     
21.07.1997 07:30:00   ;   430,69 ;     
28.12.1998 07:30:00   ;   429,34 ;     
15.03.1999 07:30:00   ;   430,19 ;     
27.03.2000 07:30:00   ;   429,74 ;     
30.04.2001 07:30:00   ;   429,09 ;     
19.08.2002 07:30:00   ;   429,92 ;     
06.01.2003 07:30:00   ;   429,07 ;     
02.08.2004 07:30:00   ;   429,90 ;     
29.08.2005 07:30:00   ;   430,13 ;     
10.04.2006 07:30:00   ;   429,78 ;     
17.09.2007 07:30:00   ;   429,37 ;     
05.05.2008 07:30:00   ;   428,90 ;     
13.07.2009 07:30:00   ;   430,49 ;     
21.02.2011 19:00:00   ;   428,02 ;     
27.06.2012 18:00:00   ;   428,66 ;     
09.06.2013 01:00:00   ;   430,10 ;     
29.10.2014 06:00:00   ;   429,31 ;     
05.06.2015 01:00:00   ;   428,29 ;     
20.06.2016 22:00:00   ;   429,60 ;     
17.05.2017 13:00:00   ;   428,80 ;     
31.01.2018 12:00:00   ;   428,99 ;     
05.06.2019 09:00:00   ;   429,33 ;     
13.08.2020 08:00:00   ;   428,50 ;     
08.09.2021 11:00:00   ;   428,80 ;     
