Messstelle:                ;Hagensdorf i.Bgld., Br 2
HZB-Nummer:                ;335349
HD-Nummer:                 ;
DBMS-Nummer:               ;1002242
PorenGW-Gebiet:            ;334 Stremtal
Grundwasserkörper:         ;Stremtal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1990
 Geländehöhe:              ;203,67
 Messpunkthöhe:            ;203,57
 Sohllage:                 ;197,72
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1990               ;16 27 10                 ;47 00 59
  31.12.1989               ;16 27 06                 ;47 00 58
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
31.12.1990 23:59:55   ;   199,03 ;     
08.12.1991 07:01:00   ;   199,76 ;     
05.04.1992 07:01:00   ;   199,89 ;     
01.01.1993 00:00:05   ;   199,42 ;     
15.05.1994 07:01:00   ;   199,19 ;     
02.04.1995 07:01:00   ;   199,80 ;     
12.05.1996 07:01:00   ;   200,63 ;     
05.01.1997 08:30:00   ;   200,08 ;     
08.11.1998 08:30:00   ;   200,10 ;     
14.03.1999 08:00:00   ;   200,13 ;     
05.03.2000 08:30:00   ;   199,40 ;     
01.04.2001 08:30:00   ;   198,97 ;     
01.01.2002 00:00:05   ;   198,72 ;     
09.03.2003 08:30:00   ;   198,28 ;     
25.07.2004 08:30:00   ;   198,50 ;     
31.12.2005 23:59:55   ;   198,48 ;     
11.06.2006 08:30:00   ;   199,56 ;     
30.09.2007 08:30:00   ;   199,22 ;     
01.01.2008 00:00:05   ;   199,10 ;     
28.06.2009 08:30:00   ;   200,29 ;     
31.12.2010 23:59:55   ;   200,49 ;     
02.01.2011 08:30:00   ;   200,49 ;     
01.01.2012 00:00:05   ;   198,89 ;     
03.03.2013 08:00:00   ;   200,25 ;     
07.09.2014 08:00:00   ;   200,85 ;     
04.01.2015 08:00:00   ;   200,38 ;     
31.07.2016 08:00:00   ;   199,59 ;     
01.01.2017 08:00:00   ;   199,38 ;     
01.07.2018 08:00:00   ;   200,42 ;     
21.04.2019 08:00:00   ;   199,00 ;     
01.11.2020 08:00:00   ;   199,92 ;     
03.01.2021 08:00:00   ;   199,92 ;     
