Messstelle:                ;Lustenau, Bl 2128.40
HZB-Nummer:                ;323972
HD-Nummer:                 ;2128.40
DBMS-Nummer:               ;4002496
PorenGW-Gebiet:            ;154 Südliches Linzer Feld
Grundwasserkörper:         ;Linzer Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;11.03.1993
 Geländehöhe:              ;257,07
 Messpunkthöhe:            ;258,17
 Sohllage:                 ;248,00
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 19 16                 ;48 17 17
  01.01.2003               ;14 19 18                 ;48 17 20
  01.01.1976               ;14 19 18                 ;48 17 20
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1980 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
12.08.1980 07:01:00   ;   249,38 ;     
31.12.1981 23:59:55   ;   249,50 ;     
02.02.1982 07:01:00   ;   249,66 ;     
29.03.1983 07:01:00   ;   249,10 ;     
03.10.1984 07:01:00   ;   249,03 ;     
25.09.1985 07:01:00   ;   249,43 ;     
27.01.1986 07:01:00   ;   249,64 ;     
18.08.1987 07:01:00   ;   249,83 ;     
06.04.1988 07:01:00   ;   249,94 ;     
17.01.1989 07:01:00   ;   249,69 ;     
17.07.1990 07:01:00   ;   249,54 ;     
06.08.1991 07:01:00   ;   249,88 ;     
30.11.1992 07:01:00   ;   249,66 ;     
01.01.1993 00:00:05   ;   249,59 ;     
02.05.1994 07:01:00   ;   249,71 ;     
15.05.1995 07:01:00   ;   249,66 ;     
09.09.1996 07:01:00   ;   249,95 ;     
28.07.1997 07:01:00   ;   249,95 ;     
30.03.1998 07:01:00   ;   249,71 ;     
31.05.1999 07:01:00   ;   249,76 ;     
03.04.2000 07:01:00   ;   249,73 ;     
23.04.2001 07:01:00   ;   249,56 ;     
19.08.2002 07:01:00   ;   250,05 ;     
13.01.2003 07:01:00   ;   249,78 ;     
04.04.2004 07:01:00   ;   249,52 ;     
17.07.2005 07:01:00   ;   249,53 ;     
16.04.2006 07:01:00   ;   249,59 ;     
16.09.2007 07:01:00   ;   249,51 ;     
05.05.2008 07:01:00   ;   249,33 ;     
05.07.2009 07:01:00   ;   249,02 ;     
08.08.2010 07:01:00   ;   248,69 ;     
09.10.2011 07:01:00   ;   248,71 ;     
15.07.2012 07:01:00   ;   249,47 ;     
17.06.2013 07:01:00   ;   249,60 ;     
28.09.2014 07:01:00   ;   249,18 ;     
19.04.2015 07:01:00   ;   248,85 ;     
17.07.2016 07:01:00   ;   249,36 ;     
21.08.2017 07:01:00   ;   249,33 ;     
28.01.2018 07:01:00   ;   249,31 ;     
26.05.2019 07:01:00   ;   249,04 ;     
18.10.2020 07:01:00   ;   248,87 ;     
29.08.2021 07:01:00   ;   249,17 ;     
