Messstelle:                ;St. Peter, Bl 27.34
HZB-Nummer:                ;377622
HD-Nummer:                 ;2127.034
DBMS-Nummer:               ;4002831
PorenGW-Gebiet:            ;154 Südliches Linzer Feld
Grundwasserkörper:         ;Linzer Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.04.2003
 Geländehöhe:              ;251,49
 Messpunkthöhe:            ;252,55
 Sohllage:                 ;244,87
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 20 39                 ;48 16 47
  01.01.2003               ;14 20 43                 ;48 16 48
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1980 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
04.11.1980 07:01:00   ;   247,11 ;     
23.06.1981 07:01:00   ;   247,02 ;     
07.09.1982 07:01:00   ;   246,89 ;     
01.01.1983 00:00:05   ;   246,81 ;     
03.10.1984 07:01:00   ;   246,70 ;     
17.09.1985 07:01:00   ;   246,84 ;     
08.07.1986 07:01:00   ;   246,87 ;     
08.09.1987 07:01:00   ;   246,80 ;     
06.09.1988 07:01:00   ;   246,89 ;     
16.08.1989 07:01:00   ;   247,02 ;     
16.10.1990 07:01:00   ;   246,94 ;     
06.08.1991 07:01:00   ;   247,29 ;     
07.12.1992 07:01:00   ;   247,24 ;     
09.08.1993 07:01:00   ;   247,28 ;     
02.05.1994 07:01:00   ;   247,36 ;     
04.09.1995 07:01:00   ;   247,46 ;     
02.09.1996 07:01:00   ;   247,55 ;     
28.07.1997 07:01:00   ;   247,67 ;     
02.11.1998 07:01:00   ;   247,56 ;     
12.07.1999 07:01:00   ;   247,47 ;     
01.01.2000 00:00:05   ;   247,42 ;     
27.08.2001 07:01:00   ;   247,31 ;     
19.08.2002 07:01:00   ;   247,83 ;     
04.08.2003 07:01:00   ;   247,41 ;     
10.08.2004 07:01:00   ;   247,37 ;     
07.08.2005 07:01:00   ;   247,28 ;     
02.04.2006 07:01:00   ;   247,20 ;     
09.09.2007 07:01:00   ;   247,21 ;     
03.08.2008 07:01:00   ;   247,13 ;     
28.06.2009 07:01:00   ;   247,30 ;     
21.02.2010 07:01:00   ;   247,19 ;     
31.12.2011 23:59:55   ;   247,04 ;     
05.08.2012 07:01:00   ;   247,12 ;     
08.06.2013 07:01:00   ;   247,50 ;     
03.08.2014 07:01:00   ;   247,15 ;     
01.01.2015 00:00:05   ;   247,00 ;     
31.07.2016 07:01:00   ;   246,97 ;     
30.07.2017 07:01:00   ;   246,95 ;     
31.12.2018 23:59:55   ;   246,91 ;     
11.08.2019 07:01:00   ;   246,97 ;     
02.08.2020 07:01:00   ;   247,01 ;     
08.08.2021 07:01:00   ;   246,99 ;     
