Messstelle:                ;Wilhering, Bl 2143.004
HZB-Nummer:                ;374652
HD-Nummer:                 ;2143.004
DBMS-Nummer:               ;4003042
Fremdnummer:               ;EO 230
PorenGW-Gebiet:            ;096 Südliches Eferdinger Becken
Grundwasserkörper:         ;Gruppe Böhmische Masse [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;24.05.1971
 Geländehöhe:              ;269,81
 Messpunkthöhe:            ;270,21
 Sohllage:                 ;256,78
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 11 27                 ;48 19 26
  01.01.2003               ;14 11 30                 ;48 19 28
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
07.08.1972 07:01:00   ;   258,87 ;     
14.05.1973 07:01:00   ;   258,81 ;     
29.07.1974 07:01:00   ;   258,90 ;     
21.07.1975 07:01:00   ;   258,94 ;     
09.02.1976 07:01:00   ;   258,72 ;     
07.03.1977 07:01:00   ;   258,82 ;     
10.04.1978 07:01:00   ;   258,67 ;     
23.04.1979 07:01:00   ;   258,89 ;     
12.05.1980 07:01:00   ;   258,78 ;     
21.12.1981 07:01:00   ;   258,85 ;     
11.01.1982 07:01:00   ;   258,83 ;     
25.04.1983 07:01:00   ;   258,67 ;     
15.10.1984 07:01:00   ;   258,65 ;     
02.09.1985 07:01:00   ;   258,83 ;     
03.02.1986 07:01:00   ;   258,83 ;     
15.06.1987 07:01:00   ;   258,81 ;     
04.04.1988 07:01:00   ;   258,99 ;     
02.01.1989 07:01:00   ;   258,80 ;     
16.07.1990 07:01:00   ;   258,74 ;     
12.08.1991 07:01:00   ;   258,87 ;     
21.12.1992 07:01:00   ;   258,68 ;     
09.08.1993 07:01:00   ;   258,78 ;     
02.05.1994 07:01:00   ;   258,82 ;     
19.06.1995 07:01:00   ;   258,81 ;     
03.06.1996 07:01:00   ;   258,84 ;     
04.08.1997 07:01:00   ;   258,83 ;     
16.11.1998 07:01:00   ;   258,81 ;     
31.05.1999 07:01:00   ;   258,83 ;     
08.04.2000 07:01:00   ;   258,82 ;     
05.04.2001 07:01:00   ;   258,78 ;     
23.08.2002 07:01:00   ;   258,98 ;     
01.01.2003 00:00:05   ;   258,74 ;     
02.07.2004 07:01:00   ;   258,72 ;     
02.09.2005 07:01:00   ;   258,73 ;     
14.04.2006 07:01:00   ;   258,98 ;     
07.12.2007 07:01:00   ;   258,80 ;     
08.05.2008 07:01:00   ;   258,68 ;     
03.07.2009 07:01:00   ;   258,92 ;     
13.08.2010 07:01:00   ;   258,81 ;     
21.08.2011 07:01:00   ;   258,64 ;     
10.02.2012 07:01:00   ;   258,69 ;     
22.06.2013 07:01:00   ;   258,88 ;     
28.11.2014 07:01:00   ;   258,36 ;     
13.06.2015 07:01:00   ;   258,47 ;     
01.07.2016 07:01:00   ;   258,67 ;     
10.06.2017 07:01:00   ;   258,53 ;     
17.02.2018 07:01:00   ;   258,66 ;     
14.06.2019 07:01:00   ;   258,42 ;     
22.08.2020 07:01:00   ;   258,37 ;     
27.08.2021 07:01:00   ;   258,69 ;     
