Messstelle:                ;Fischlham, Bl 41.6
HZB-Nummer:                ;316786
HD-Nummer:                 ;A41.6
DBMS-Nummer:               ;4002395
PorenGW-Gebiet:            ;121 Almtal
Grundwasserkörper:         ;Gruppe Traun und Zubringertäler [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;10.07.2003
 Geländehöhe:              ;334,40
 Messpunkthöhe:            ;335,22
 Sohllage:                 ;326,00
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;13 55 41                 ;48 05 14
  01.01.2003               ;13 55 51                 ;48 05 16
  25.05.1981               ;13 55 51                 ;48 05 16
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
27.07.1981 07:01:00   ;   333,85 ;     
02.02.1982 07:01:00   ;   333,72 ;     
01.02.1983 07:01:00   ;   333,38 ;     
06.08.1984 07:01:00   ;   333,22 ;     
08.08.1985 07:01:00   ;   334,31 ;     
27.01.1986 07:01:00   ;   333,97 ;     
21.12.1987 07:01:00   ;   333,87 ;     
28.03.1988 07:01:00   ;   333,84 ;     
27.06.1989 07:01:00   ;   333,25 ;     
16.07.1990 07:01:00   ;   333,23 ;     
04.08.1991 07:01:00   ;   334,40 ;     
24.11.1992 07:01:00   ;   333,75 ;     
03.08.1993 07:01:00   ;   333,37 ;     
19.04.1994 07:01:00   ;   333,42 ;     
05.09.1995 07:01:00   ;   333,59 ;     
24.10.1996 07:01:00   ;   333,78 ;     
21.07.1997 12:00:00   ;   334,01 ;     
12.11.1998 12:00:00   ;   333,45 ;     
23.02.1999 12:00:00   ;   333,39 ;     
19.03.2000 02:11:15   ;   333,27 ;     
14.09.2001 10:29:05   ;   333,44 ;     
15.08.2002 23:09:55   ;   334,40 ;     
05.01.2003 05:32:15   ;   333,11 ;     
07.06.2004 03:45:00   ;   333,40 ;     
13.07.2005 20:30:00   ;   334,16 ;     
30.03.2006 08:45:00   ;   333,85 ;     
10.09.2007 11:30:00   ;   334,09 ;     
19.03.2008 01:30:00   ;   333,07 ;     
25.06.2009 19:00:00   ;   334,38 ;     
05.06.2010 04:30:00   ;   333,84 ;     
16.01.2011 16:45:00   ;   333,17 ;     
14.06.2012 19:45:00   ;   333,26 ;     
04.06.2013 04:00:00   ;   334,50 ;     
31.05.2014 09:00:00   ;   333,58 ;     
12.01.2015 18:00:00   ;   332,92 ;     
16.07.2016 07:00:00   ;   333,01 ;     
10.05.2017 17:30:00   ;   332,99 ;     
06.01.2018 18:00:00   ;   332,93 ;     
31.05.2019 03:30:00   ;   333,17 ;     
06.02.2020 00:00:00   ;   333,01 ;     
31.12.2021 23:59:55   ;   332,86 ;     
