
Messstelle:                ;Linz, Bl 2135.6
HZB-Nummer:                ;324137
HD-Nummer:                 ;2135.006
DBMS-Nummer:               ;4002511
PorenGW-Gebiet:            ;154 Südliches Linzer Feld
Grundwasserkörper:         ;Linzer Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;03.03.2008
 Geländehöhe:              ;263,63
 Messpunkthöhe:            ;263,63
 Sohllage:                 ;252,39
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 17 14                 ;48 18 00
  01.01.2003               ;14 17 15                 ;48 18 02
  30.03.1977               ;14 17 15                 ;48 18 02
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2021 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.01.1980 00:00:00   ;   252,78 ;     
01.02.1980 00:00:00   ;   252,82 ;     
01.03.1980 00:00:00   ;   252,79 ;     
01.04.1980 00:00:00   ;   252,75 ;     
01.05.1980 00:00:00   ;   252,88 ;     
01.06.1980 00:00:00   ;   252,92 ;     
01.07.1980 00:00:00   ;   253,02 ;     
01.08.1980 00:00:00   ;   253,13 ;     
01.09.1980 00:00:00   ;   253,09 ;     
01.10.1980 00:00:00   ;   253,03 ;     
01.11.1980 00:00:00   ;   252,96 ;     
01.12.1980 00:00:00   ;   252,88 ;     
01.01.1981 00:00:00   ;   253,00 ;     
01.02.1981 00:00:00   ;   253,10 ;     
01.03.1981 00:00:00   ;   253,11 ;     
01.04.1981 00:00:00   ;   253,04 ;     
01.05.1981 00:00:00   ;   252,92 ;     
01.06.1981 00:00:00   ;   252,83 ;     
01.07.1981 00:00:00   ;   252,81 ;     
01.08.1981 00:00:00   ;   252,83 ;     
01.09.1981 00:00:00   ;   252,76 ;     
01.10.1981 00:00:00   ;   252,73 ;     
01.11.1981 00:00:00   ;   252,76 ;     
01.12.1981 00:00:00   ;   252,87 ;     
01.01.1982 00:00:00   ;   253,24 ;     
01.02.1982 00:00:00   ;   253,35 ;     
01.03.1982 00:00:00   ;   253,27 ;     
01.04.1982 00:00:00   ;   253,28 ;     
01.05.1982 00:00:00   ;   253,21 ;     
01.06.1982 00:00:00   ;   253,21 ;     
01.07.1982 00:00:00   ;   253,23 ;     
01.08.1982 00:00:00   ;   253,22 ;     
01.09.1982 00:00:00   ;   253,13 ;     
01.10.1982 00:00:00   ;   253,11 ;     
01.11.1982 00:00:00   ;   253,01 ;     
01.12.1982 00:00:00   ;   252,96 ;     
01.01.1983 00:00:00   ;   253,07 ;     
01.02.1983 00:00:00   ;   253,10 ;     
01.03.1983 00:00:00   ;   253,11 ;     
01.04.1983 00:00:00   ;   253,07 ;     
01.05.1983 00:00:00   ;   253,07 ;     
01.06.1983 00:00:00   ;   253,01 ;     
01.07.1983 00:00:00   ;   252,98 ;     
01.08.1983 00:00:00   ;   252,95 ;     
01.09.1983 00:00:00   ;   252,90 ;     
01.10.1983 00:00:00   ;   252,84 ;     
01.11.1983 00:00:00   ;   252,79 ;     
01.12.1983 00:00:00   ;   252,88 ;     
01.01.1984 00:00:00   ;   252,98 ;     
01.02.1984 00:00:00   ;   253,13 ;     
01.03.1984 00:00:00   ;   253,26 ;     
01.04.1984 00:00:00   ;   253,13 ;     
01.05.1984 00:00:00   ;   253,05 ;     
01.06.1984 00:00:00   ;   253,00 ;     
01.07.1984 00:00:00   ;   252,98 ;     
01.08.1984 00:00:00   ;   252,94 ;     
01.09.1984 00:00:00   ;   252,93 ;     
01.10.1984 00:00:00   ;   252,88 ;     
01.11.1984 00:00:00   ;   252,69 ;     
01.12.1984 00:00:00   ;   252,51 ;     
01.01.1985 00:00:00   ;   252,32 ;     
01.02.1985 00:00:00   ;   252,33 ;     
01.03.1985 00:00:00   ;   252,38 ;     
01.04.1985 00:00:00   ;   252,40 ;     
01.05.1985 00:00:00   ;   252,41 ;     
01.06.1985 00:00:00   ;   252,39 ;     
01.07.1985 00:00:00   ;   252,39 ;     
01.08.1985 00:00:00   ;   252,49 ;     
01.09.1985 00:00:00   ;   252,67 ;     
01.10.1985 00:00:00   ;   252,59 ;     
01.11.1985 00:00:00   ;   252,49 ;     
01.12.1985 00:00:00   ;   252,49 ;     
01.01.1986 00:00:00   ;   252,69 ;     
01.02.1986 00:00:00   ;   252,92 ;     
01.03.1986 00:00:00   ;   252,79 ;     
01.04.1986 00:00:00   ;   252,77 ;     
01.05.1986 00:00:00   ;   252,70 ;     
01.06.1986 00:00:00   ;   252,69 ;     
01.07.1986 00:00:00   ;   252,66 ;     
01.08.1986 00:00:00   ;   252,56 ;     
01.09.1986 00:00:00   ;   252,55 ;     
01.10.1986 00:00:00   ;   252,49 ;     
01.11.1986 00:00:00   ;   252,47 ;     
01.12.1986 00:00:00   ;   252,45 ;     
01.01.1987 00:00:00   ;   252,62 ;     
01.02.1987 00:00:00   ;   252,72 ;     
01.03.1987 00:00:00   ;   252,83 ;     
01.04.1987 00:00:00   ;   252,93 ;     
01.05.1987 00:00:00   ;   253,03 ;     
01.06.1987 00:00:00   ;   253,12 ;     
01.07.1987 00:00:00   ;   253,07 ;     
01.08.1987 00:00:00   ;   253,07 ;     
01.09.1987 00:00:00   ;   252,98 ;     
01.10.1987 00:00:00   ;   252,88 ;     
01.11.1987 00:00:00   ;   252,82 ;     
01.12.1987 00:00:00   ;   252,84 ;     
01.01.1988 00:00:00   ;   252,97 ;     
01.02.1988 00:00:00   ;   252,88 ;     
01.03.1988 00:00:00   ;   252,98 ;     
01.04.1988 00:00:00   ;   253,35 ;     
01.05.1988 00:00:00   ;   253,27 ;     
01.06.1988 00:00:00   ;   253,18 ;     
01.07.1988 00:00:00   ;   253,08 ;     
01.08.1988 00:00:00   ;   253,12 ;     
01.09.1988 00:00:00   ;   253,19 ;     
01.10.1988 00:00:00   ;   253,15 ;     
01.11.1988 00:00:00   ;   253,12 ;     
01.12.1988 00:00:00   ;   253,25 ;     
01.01.1989 00:00:00   ;   253,40 ;     
01.02.1989 00:00:00   ;   253,37 ;     
01.03.1989 00:00:00   ;   253,29 ;     
01.04.1989 00:00:00   ;   253,26 ;     
01.05.1989 00:00:00   ;   253,25 ;     
01.06.1989 00:00:00   ;   253,23 ;     
01.07.1989 00:00:00   ;   253,09 ;     
