Messstelle:                ;Oichtenriede, Bl 1
HZB-Nummer:                ;358010
HD-Nummer:                 ;
DBMS-Nummer:               ;5002388
PorenGW-Gebiet:            ;063 Oichtenriede
Grundwasserkörper:         ;Gruppe Salzburger Alpenvorland [DBJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Salzburg
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;22.03.2010
 Geländehöhe:              ;421,99
 Messpunkthöhe:            ;423,01
 Sohllage:                 ;416,05
 T-Messtiefe u.GOK:        ;4,00
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  22.03.2010               ;13 02 52                 ;48 01 29
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.04.2010 00:00:00   ;   421,80 ;     
01.05.2010 00:00:00   ;   421,87 ;     
01.06.2010 00:00:00   ;   421,91 ;     
01.07.2010 00:00:00   ;   421,77 ;     
01.08.2010 00:00:00   ;   421,89 ;     
01.09.2010 00:00:00   ;   421,85 ;     
01.10.2010 00:00:00   ;   421,84 ;     
01.11.2010 00:00:00   ;   421,89 ;     
01.12.2010 00:00:00   ;   421,94 ;     
01.01.2011 00:00:00   ;   421,92 ;     
01.02.2011 00:00:00   ;   421,89 ;     
01.03.2011 00:00:00   ;   421,83 ;     
01.04.2011 00:00:00   ;   421,76 ;     
01.05.2011 00:00:00   ;   421,58 ;     
01.06.2011 00:00:00   ;   421,71 ;     
01.07.2011 00:00:00   ;   421,88 ;     
01.08.2011 00:00:00   ;   421,88 ;     
01.09.2011 00:00:00   ;   421,83 ;     
01.10.2011 00:00:00   ;   421,85 ;     
01.11.2011 00:00:00   ;   421,77 ;     
01.12.2011 00:00:00   ;   421,88 ;     
01.01.2012 00:00:00   ;   421,92 ;     
01.02.2012 00:00:00   ;   421,82 ;     
01.03.2012 00:00:00   ;   421,85 ;     
01.04.2012 00:00:00   ;   421,82 ;     
01.05.2012 00:00:00   ;   421,69 ;     
01.06.2012 00:00:00   ;   421,85 ;     
01.07.2012 00:00:00   ;   421,75 ;     
01.08.2012 00:00:00   ;   421,68 ;     
01.09.2012 00:00:00   ;   421,85 ;     
01.10.2012 00:00:00   ;   421,88 ;     
01.11.2012 00:00:00   ;   421,87 ;     
01.12.2012 00:00:00   ;   421,91 ;     
01.01.2013 00:00:00   ;   421,92 ;     
01.02.2013 00:00:00   ;   421,92 ;     
01.03.2013 00:00:00   ;   421,92 ;     
01.04.2013 00:00:00   ;   421,87 ;     
01.05.2013 00:00:00   ;   421,88 ;     
01.06.2013 00:00:00   ;   421,89 ;     
01.07.2013 00:00:00   ;   421,63 ;     
01.08.2013 00:00:00   ;   421,35 ;     
01.09.2013 00:00:00   ;   421,64 ;     
01.10.2013 00:00:00   ;   421,84 ;     
01.11.2013 00:00:00   ;   421,91 ;     
01.12.2013 00:00:00   ;   421,86 ;     
01.01.2014 00:00:00   ;   421,86 ;     
01.02.2014 00:00:00   ;   421,89 ;     
01.03.2014 00:00:00   ;   421,82 ;     
01.04.2014 00:00:00   ;   421,77 ;     
01.05.2014 00:00:00   ;   421,88 ;     
01.06.2014 00:00:00   ;   421,67 ;     
01.07.2014 00:00:00   ;   421,71 ;     
01.08.2014 00:00:00   ;   421,90 ;     
01.09.2014 00:00:00   ;   421,93 ;     
01.10.2014 00:00:00   ;   421,91 ;     
01.11.2014 00:00:00   ;   421,89 ;     
01.12.2014 00:00:00   ;   421,88 ;     
01.01.2015 00:00:00   ;   421,95 ;     
01.02.2015 00:00:00   ;   421,91 ;     
01.03.2015 00:00:00   ;   421,86 ;     
01.04.2015 00:00:00   ;   421,87 ;     
01.05.2015 00:00:00   ;   421,92 ;     
01.06.2015 00:00:00   ;   421,76 ;     
