Messstelle:                ;Mühlheim, Br 1.3
HZB-Nummer:                ;359521
HD-Nummer:                 ;HD4003331
DBMS-Nummer:               ;4003331
PorenGW-Gebiet:            ;060 Oberösterreichisches Inntal
Grundwasserkörper:         ;Unteres Inntal [DBJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Privat
Höhenangaben [m ü.A.]:     ;gültig seit: ;25.09.2014
 Geländehöhe:              ;334,18
 Messpunkthöhe:            ;334,68
 Sohllage:                 ;329,68
 T-Messtiefe u.GOK:        ;4,40
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  25.09.2014               ;13 13 13                 ;48 17 03
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.10.2014 00:00:00   ;   330,87 ;     
01.11.2014 00:00:00   ;   330,90 ;     
01.12.2014 00:00:00   ;   330,85 ;     
01.01.2015 00:00:00   ;   330,99 ;     
01.02.2015 00:00:00   ;   331,01 ;     
01.03.2015 00:00:00   ;   330,98 ;     
01.04.2015 00:00:00   ;   331,02 ;     
01.05.2015 00:00:00   ;   331,05 ;     
01.06.2015 00:00:00   ;   331,09 ;     
01.07.2015 00:00:00   ;   330,96 ;     
01.08.2015 00:00:00   ;   330,81 ;     
01.09.2015 00:00:00   ;   330,74 ;     
01.10.2015 00:00:00   ;   330,72 ;     
01.11.2015 00:00:00   ;   330,73 ;     
01.12.2015 00:00:00   ;   330,75 ;     
01.01.2016 00:00:00   ;   330,77 ;     
01.02.2016 00:00:00   ;   330,92 ;     
01.03.2016 00:00:00   ;   330,98 ;     
01.04.2016 00:00:00   ;   330,93 ;     
01.05.2016 00:00:00   ;   330,93 ;     
01.06.2016 00:00:00   ;   331,28 ;     
01.07.2016 00:00:00   ;   331,20 ;     
01.08.2016 00:00:00   ;   331,04 ;     
01.09.2016 00:00:00   ;   331,06 ;     
01.10.2016 00:00:00   ;   331,08 ;     
01.11.2016 00:00:00   ;   331,02 ;     
01.12.2016 00:00:00   ;   330,99 ;     
01.01.2017 00:00:00   ;   330,95 ;     
01.02.2017 00:00:00   ;   330,97 ;     
01.03.2017 00:00:00   ;   331,10 ;     
01.04.2017 00:00:00   ;   331,10 ;     
01.05.2017 00:00:00   ;   331,08 ;     
01.06.2017 00:00:00   ;   330,95 ;     
01.07.2017 00:00:00   ;   330,88 ;     
01.08.2017 00:00:00   ;   330,90 ;     
01.09.2017 00:00:00   ;   330,87 ;     
01.10.2017 00:00:00   ;   330,82 ;     
01.11.2017 00:00:00   ;   330,89 ;     
01.12.2017 00:00:00   ;   330,98 ;     
01.01.2018 00:00:00   ;   331,23 ;     
01.02.2018 00:00:00   ;   331,25 ;     
01.03.2018 00:00:00   ;   331,13 ;     
01.04.2018 00:00:00   ;   331,04 ;     
01.05.2018 00:00:00   ;   330,93 ;     
01.06.2018 00:00:00   ;   330,83 ;     
01.07.2018 00:00:00   ;   330,76 ;     
01.08.2018 00:00:00   ;   330,68 ;     
01.09.2018 00:00:00   ;   330,69 ;     
01.10.2018 00:00:00   ;   330,66 ;     
01.11.2018 00:00:00   ;   330,65 ;     
01.12.2018 00:00:00   ;   330,76 ;     
01.01.2019 00:00:00   ;   330,97 ;     
01.02.2019 00:00:00   ;   331,07 ;     
01.03.2019 00:00:00   ;   331,07 ;     
