Messstelle:                ;Schaumberg, Bl 2158.008
HZB-Nummer:                ;307165
HD-Nummer:                 ;2158.008
DBMS-Nummer:               ;4002059
Fremdnummer:               ;A133
PorenGW-Gebiet:            ;096 Südliches Eferdinger Becken
Grundwasserkörper:         ;Eferdinger Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;06.06.2016
 Geländehöhe:              ;272,56
 Messpunkthöhe:            ;272,52
 Sohllage:                 ;262,51
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;13 59 34                 ;48 21 11
  01.01.2003               ;13 59 34                 ;48 21 13
  21.09.1959               ;13 59 34                 ;48 21 13
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1974 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  1998 Beobachtung teilweise durch Baustelle beeinträchtigt
  2019 HG29 Daten zeitweise wegen zu großer Beeinflussung nicht auswertbar
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.01.1974 00:00:00   ;   264,58 ;     
01.02.1974 00:00:00   ;   264,97 ;     
01.03.1974 00:00:00   ;   264,74 ;     
01.04.1974 00:00:00   ;   264,52 ;     
01.05.1974 00:00:00   ;   264,32 ;     
01.06.1974 00:00:00   ;   264,26 ;     
01.07.1974 00:00:00   ;   264,45 ;     
01.08.1974 00:00:00   ;   264,50 ;     
01.09.1974 00:00:00   ;   264,35 ;     
01.10.1974 00:00:00   ;   264,18 ;     
01.11.1974 00:00:00   ;   264,17 ;     
01.12.1974 00:00:00   ;   265,69 ;     
01.01.1975 00:00:00   ;   266,08 ;     
01.02.1975 00:00:00   ;   265,55 ;     
01.03.1975 00:00:00   ;   265,03 ;     
