Messstelle:                ;Ansfelden, Br 8.10a
HZB-Nummer:                ;359570
HD-Nummer:                 ;W8.10a
DBMS-Nummer:               ;4003345
PorenGW-Gebiet:            ;154 Südliches Linzer Feld
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;10.12.2015
 Geländehöhe:              ;265,19
 Messpunkthöhe:            ;265,19
 Sohllage:                 ;260,39
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  28.01.2021               ;14 17 41                 ;48 13 31
  10.12.2015               ;14 17 41                 ;48 13 31
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.01.2017 00:00:00   ;   261,12 ;     
01.02.2017 00:00:00   ;   261,20 ;     
01.03.2017 00:00:00   ;   261,32 ;     
01.04.2017 00:00:00   ;   261,33 ;     
01.05.2017 00:00:00   ;   261,46 ;     
01.06.2017 00:00:00   ;   261,23 ;     
01.07.2017 00:00:00   ;   261,23 ;     
01.08.2017 00:00:00   ;   261,34 ;     
01.09.2017 00:00:00   ;   261,33 ;     
01.10.2017 00:00:00   ;   261,26 ;     
01.11.2017 00:00:00   ;   261,30 ;     
01.12.2017 00:00:00   ;   261,27 ;     
01.01.2018 00:00:00   ;   261,45 ;     
01.02.2018 00:00:00   ;   261,35 ;     
01.03.2018 00:00:00   ;   261,18 ;     
01.04.2018 00:00:00   ;   261,21 ;     
01.05.2018 00:00:00   ;   261,15 ;     
01.06.2018 00:00:00   ;   261,15 ;     
01.07.2018 00:00:00   ;   261,21 ;     
01.08.2018 00:00:00   ;   261,18 ;     
01.09.2018 00:00:00   ;   261,23 ;     
01.10.2018 00:00:00   ;   261,20 ;     
01.11.2018 00:00:00   ;   261,19 ;     
01.12.2018 00:00:00   ;   261,31 ;     
01.01.2019 00:00:00   ;   261,43 ;     
01.02.2019 00:00:00   ;   261,26 ;     
01.03.2019 00:00:00   ;   261,29 ;     
01.04.2019 00:00:00   ;   261,24 ;     
01.05.2019 00:00:00   ;   261,36 ;     
01.06.2019 00:00:00   ;   261,31 ;     
01.07.2019 00:00:00   ;   261,26 ;     
01.08.2019 00:00:00   ;   261,23 ;     
01.09.2019 00:00:00   ;   261,26 ;     
01.10.2019 00:00:00   ;   261,25 ;     
01.11.2019 00:00:00   ;   261,26 ;     
01.12.2019 00:00:00   ;   261,25 ;     
01.01.2020 00:00:00   ;   261,21 ;     
01.02.2020 00:00:00   ;   261,38 ;     
01.03.2020 00:00:00   ;   261,32 ;     
01.04.2020 00:00:00   ;   261,21 ;     
01.05.2020 00:00:00   ;   261,23 ;     
01.06.2020 00:00:00   ;   261,29 ;     
01.07.2020 00:00:00   ;   261,38 ;     
01.08.2020 00:00:00   ;   261,41 ;     
01.09.2020 00:00:00   ;   261,34 ;     
01.10.2020 00:00:00   ;   261,31 ;     
01.11.2020 00:00:00   ;   261,25 ;     
01.12.2020 00:00:00   ;   261,17 ;     
01.01.2021 00:00:00   ;   261,18 ;     
01.02.2021 00:00:00   ;   261,26 ;     
01.03.2021 00:00:00   ;   261,18 ;     
01.04.2021 00:00:00   ;   261,16 ;     
01.05.2021 00:00:00   ;   261,18 ;     
01.06.2021 00:00:00   ;   261,15 ;     
01.07.2021 00:00:00   ;   261,30 ;     
01.08.2021 00:00:00   ;   261,62 ;     
01.09.2021 00:00:00   ;   261,30 ;     
01.10.2021 00:00:00   ;   261,20 ;     
01.11.2021 00:00:00   ;Lücke         ; 
