Messstelle:                ;Eisenzicken, Tbl 18
HZB-Nummer:                ;353615
HD-Nummer:                 ;
DBMS-Nummer:               ;1002493
PorenGW-Gebiet:            ;975 Steirisch Pannonisches Becken
Grundwasserkörper:         ;Gruppe TGWK Steirisches u. Pannonisches Becken [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.04.2005
 Geländehöhe:              ;301,33
 Messpunkthöhe:            ;300,01
 Sohllage:                 ;1,18
 T-Messtiefe u.GOK:        ;11,32
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.04.2005               ;16 15 33                 ;47 16 56
  31.03.2005               ;16 15 33                 ;47 16 56
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2015 HG14 fehlende Monatsmittel zufolge Datensammlerausfall
  2016 HG28 gerätetechnisch bedingte Datenausfälle
  2021 HG14 fehlende Monatsmittel zufolge Datensammlerausfall
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.05.2011 00:00:00   ;   297,20 ;     
01.06.2011 00:00:00   ;   297,15 ;     
01.07.2011 00:00:00   ;   297,08 ;     
01.08.2011 00:00:00   ;   297,07 ;     
01.09.2011 00:00:00   ;   297,03 ;     
01.10.2011 00:00:00   ;   297,01 ;     
01.11.2011 00:00:00   ;   296,98 ;     
01.12.2011 00:00:00   ;   297,01 ;     
01.01.2012 00:00:00   ;   297,01 ;     
01.02.2012 00:00:00   ;   296,98 ;     
01.03.2012 00:00:00   ;   296,93 ;     
01.04.2012 00:00:00   ;   296,91 ;     
01.05.2012 00:00:00   ;   296,88 ;     
01.06.2012 00:00:00   ;   296,82 ;     
01.07.2012 00:00:00   ;   296,77 ;     
01.08.2012 00:00:00   ;   296,73 ;     
01.09.2012 00:00:00   ;   296,71 ;     
01.10.2012 00:00:00   ;   296,71 ;     
01.11.2012 00:00:00   ;   296,84 ;     
01.12.2012 00:00:00   ;   296,88 ;     
01.01.2013 00:00:00   ;   297,01 ;     
01.02.2013 00:00:00   ;   297,11 ;     
01.03.2013 00:00:00   ;   297,17 ;     
01.04.2013 00:00:00   ;   297,22 ;     
01.05.2013 00:00:00   ;   297,22 ;     
01.06.2013 00:00:00   ;   297,21 ;     
01.07.2013 00:00:00   ;   297,10 ;     
01.08.2013 00:00:00   ;   296,99 ;     
01.09.2013 00:00:00   ;   296,97 ;     
01.10.2013 00:00:00   ;   296,96 ;     
01.11.2013 00:00:00   ;   297,02 ;     
01.12.2013 00:00:00   ;   297,06 ;     
01.01.2014 00:00:00   ;   297,17 ;     
01.02.2014 00:00:00   ;   297,24 ;     
01.03.2014 00:00:00   ;   297,27 ;     
01.04.2014 00:00:00   ;   297,22 ;     
01.05.2014 00:00:00   ;   297,27 ;     
01.06.2014 00:00:00   ;   297,25 ;     
01.07.2014 00:00:00   ;   297,20 ;     
01.08.2014 00:00:00   ;   297,25 ;     
01.09.2014 00:00:00   ;   297,35 ;     
01.10.2014 00:00:00   ;   297,34 ;     
01.11.2014 00:00:00   ;   297,42 ;     
01.12.2014 00:00:00   ;   297,48 ;     
01.01.2015 00:00:00   ;   297,61 ;     
01.02.2015 00:00:00   ;   297,61 ;     
01.03.2015 00:00:00   ;   297,59 ;     
01.04.2015 00:00:00   ;   297,54 ;     
01.05.2015 00:00:00   ;   297,53 ;     
01.06.2015 00:00:00   ;   297,48 ;     
01.07.2015 00:00:00   ;   297,44 ;     
01.08.2015 00:00:00   ;   297,35 ;     
01.09.2015 00:00:00   ;   297,29 ;     
01.10.2015 00:00:00   ;   297,30 ;     
01.11.2015 00:00:00   ;Lücke     ;     
01.12.2015 00:00:00   ;Lücke     ;     
01.01.2016 00:00:00   ;   297,33 ;     
01.02.2016 00:00:00   ;   297,37 ;     
01.03.2016 00:00:00   ;   297,42 ;     
01.04.2016 00:00:00   ;   297,37 ;     
01.05.2016 00:00:00   ;   297,35 ;     
01.06.2016 00:00:00   ;   297,35 ;     
01.07.2016 00:00:00   ;   297,26 ;     
01.08.2016 00:00:00   ;   297,30 ;     
01.09.2016 00:00:00   ;   297,29 ;     
01.10.2016 00:00:00   ;   297,24 ;     
01.11.2016 00:00:00   ;   297,34 ;     
01.12.2016 00:00:00   ;   297,34 ;     
01.01.2017 00:00:00   ;   297,45 ;     
01.02.2017 00:00:00   ;   297,42 ;     
01.03.2017 00:00:00   ;   297,40 ;     
01.04.2017 00:00:00   ;   297,35 ;     
01.05.2017 00:00:00   ;   297,29 ;     
01.06.2017 00:00:00   ;   297,19 ;     
01.07.2017 00:00:00   ;   297,14 ;     
01.08.2017 00:00:00   ;   297,12 ;     
01.09.2017 00:00:00   ;   297,12 ;     
01.10.2017 00:00:00   ;   297,12 ;     
01.11.2017 00:00:00   ;   297,09 ;     
01.12.2017 00:00:00   ;   297,10 ;     
01.01.2018 00:00:00   ;   297,23 ;     
01.02.2018 00:00:00   ;   297,23 ;     
01.03.2018 00:00:00   ;   297,26 ;     
01.04.2018 00:00:00   ;   297,27 ;     
01.05.2018 00:00:00   ;   297,25 ;     
01.06.2018 00:00:00   ;   297,26 ;     
01.07.2018 00:00:00   ;   297,15 ;     
01.08.2018 00:00:00   ;   297,06 ;     
01.09.2018 00:00:00   ;   297,03 ;     
01.10.2018 00:00:00   ;   296,99 ;     
01.11.2018 00:00:00   ;   296,98 ;     
01.12.2018 00:00:00   ;   296,98 ;     
01.01.2019 00:00:00   ;   297,02 ;     
01.02.2019 00:00:00   ;   297,06 ;     
01.03.2019 00:00:00   ;   297,02 ;     
01.04.2019 00:00:00   ;   297,01 ;     
01.05.2019 00:00:00   ;   296,97 ;     
01.06.2019 00:00:00   ;   296,96 ;     
01.07.2019 00:00:00   ;   296,89 ;     
01.08.2019 00:00:00   ;   296,81 ;     
01.09.2019 00:00:00   ;   296,80 ;     
01.10.2019 00:00:00   ;   296,77 ;     
01.11.2019 00:00:00   ;   296,84 ;     
01.12.2019 00:00:00   ;   296,91 ;     
01.01.2020 00:00:00   ;   296,98 ;     
01.02.2020 00:00:00   ;   297,01 ;     
01.03.2020 00:00:00   ;   296,99 ;     
01.04.2020 00:00:00   ;   296,95 ;     
01.05.2020 00:00:00   ;   296,90 ;     
01.06.2020 00:00:00   ;   296,88 ;     
01.07.2020 00:00:00   ;   296,88 ;     
01.08.2020 00:00:00   ;   296,93 ;     
01.09.2020 00:00:00   ;   297,04 ;     
01.10.2020 00:00:00   ;   297,20 ;     
