Messstelle:                ;Ruprechtshofen, Bl 00.9
HZB-Nummer:                ;378737
HD-Nummer:                 ;00.9
DBMS-Nummer:               ;4002715
PorenGW-Gebiet:            ;177 Nördliches Machland
Grundwasserkörper:         ;Machland [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;05.01.1993
 Geländehöhe:              ;236,70
 Messpunkthöhe:            ;237,58
 Sohllage:                 ;231,68
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 38 04                 ;48 11 10
  01.01.2003               ;14 38 10                 ;48 11 14
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.01.1993 00:00:00   ;   233,65 ;     
01.02.1993 00:00:00   ;   233,65 ;     
01.03.1993 00:00:00   ;   233,67 ;     
01.04.1993 00:00:00   ;   233,67 ;     
01.05.1993 00:00:00   ;   233,66 ;     
01.06.1993 00:00:00   ;   233,66 ;     
01.07.1993 00:00:00   ;   233,66 ;     
01.08.1993 00:00:00   ;   233,67 ;     
01.09.1993 00:00:00   ;   233,68 ;     
01.10.1993 00:00:00   ;   233,70 ;     
01.11.1993 00:00:00   ;   233,69 ;     
01.12.1993 00:00:00   ;   233,64 ;     
01.01.1994 00:00:00   ;   233,65 ;     
01.02.1994 00:00:00   ;   233,64 ;     
01.03.1994 00:00:00   ;   233,64 ;     
01.04.1994 00:00:00   ;   233,73 ;     
01.05.1994 00:00:00   ;   233,71 ;     
01.06.1994 00:00:00   ;   233,67 ;     
01.07.1994 00:00:00   ;   233,66 ;     
01.08.1994 00:00:00   ;   233,66 ;     
01.09.1994 00:00:00   ;   233,67 ;     
01.10.1994 00:00:00   ;   233,66 ;     
01.11.1994 00:00:00   ;   233,66 ;     
01.12.1994 00:00:00   ;   233,64 ;     
01.01.1995 00:00:00   ;   233,60 ;     
01.02.1995 00:00:00   ;   233,61 ;     
01.03.1995 00:00:00   ;   233,66 ;     
01.04.1995 00:00:00   ;   233,65 ;     
01.05.1995 00:00:00   ;   233,67 ;     
01.06.1995 00:00:00   ;   233,62 ;     
01.07.1995 00:00:00   ;   233,59 ;     
01.08.1995 00:00:00   ;   233,60 ;     
01.09.1995 00:00:00   ;   233,64 ;     
01.10.1995 00:00:00   ;   233,60 ;     
01.11.1995 00:00:00   ;   233,60 ;     
01.12.1995 00:00:00   ;   233,58 ;     
01.01.1996 00:00:00   ;   233,58 ;     
01.02.1996 00:00:00   ;   233,55 ;     
01.03.1996 00:00:00   ;   233,58 ;     
01.04.1996 00:00:00   ;   233,62 ;     
01.05.1996 00:00:00   ;   233,71 ;     
01.06.1996 00:00:00   ;   233,69 ;     
01.07.1996 00:00:00   ;   233,60 ;     
01.08.1996 00:00:00   ;   233,63 ;     
01.09.1996 00:00:00   ;   233,64 ;     
01.10.1996 00:00:00   ;   233,69 ;     
01.11.1996 00:00:00   ;   233,66 ;     
01.12.1996 00:00:00   ;   233,62 ;     
01.01.1997 00:00:00   ;   233,57 ;     
01.02.1997 00:00:00   ;   233,54 ;     
01.03.1997 00:00:00   ;   233,60 ;     
01.04.1997 00:00:00   ;   233,61 ;     
01.05.1997 00:00:00   ;   233,58 ;     
01.06.1997 00:00:00   ;   233,58 ;     
01.07.1997 00:00:00   ;   233,79 ;     
01.08.1997 00:00:00   ;   233,71 ;     
01.09.1997 00:00:00   ;   233,63 ;     
01.10.1997 00:00:00   ;   233,61 ;     
01.11.1997 00:00:00   ;   233,59 ;     
01.12.1997 00:00:00   ;   233,58 ;     
01.01.1998 00:00:00   ;   233,55 ;     
01.02.1998 00:00:00   ;   233,53 ;     
01.03.1998 00:00:00   ;   233,55 ;     
01.04.1998 00:00:00   ;   233,56 ;     
01.05.1998 00:00:00   ;   233,52 ;     
01.06.1998 00:00:00   ;   233,51 ;     
01.07.1998 00:00:00   ;   233,54 ;     
01.08.1998 00:00:00   ;   233,56 ;     
01.09.1998 00:00:00   ;   233,55 ;     
01.10.1998 00:00:00   ;   233,57 ;     
01.11.1998 00:00:00   ;   233,57 ;     
01.12.1998 00:00:00   ;   233,54 ;     
01.01.1999 00:00:00   ;   233,53 ;     
01.02.1999 00:00:00   ;   233,55 ;     
01.03.1999 00:00:00   ;   233,59 ;     
01.04.1999 00:00:00   ;   233,53 ;     
01.05.1999 00:00:00   ;   233,50 ;     
01.06.1999 00:00:00   ;   233,46 ;     
01.07.1999 00:00:00   ;   233,48 ;     
01.08.1999 00:00:00   ;   233,49 ;     
01.09.1999 00:00:00   ;   233,53 ;     
01.10.1999 00:00:00   ;   233,51 ;     
01.11.1999 00:00:00   ;   233,50 ;     
01.12.1999 00:00:00   ;   233,48 ;     
01.01.2000 00:00:00   ;   233,49 ;     
01.02.2000 00:00:00   ;   233,52 ;     
01.03.2000 00:00:00   ;   233,56 ;     
01.04.2000 00:00:00   ;   233,63 ;     
01.05.2000 00:00:00   ;   233,46 ;     
01.06.2000 00:00:00   ;   233,45 ;     
01.07.2000 00:00:00   ;   233,48 ;     
01.08.2000 00:00:00   ;   233,49 ;     
01.09.2000 00:00:00   ;   233,50 ;     
01.10.2000 00:00:00   ;   233,51 ;     
01.11.2000 00:00:00   ;   233,52 ;     
01.12.2000 00:00:00   ;   233,51 ;     
01.01.2001 00:00:00   ;   233,47 ;     
01.02.2001 00:00:00   ;   233,47 ;     
01.03.2001 00:00:00   ;   233,51 ;     
01.04.2001 00:00:00   ;   233,56 ;     
01.05.2001 00:00:00   ;   233,52 ;     
01.06.2001 00:00:00   ;   233,48 ;     
01.07.2001 00:00:00   ;   233,49 ;     
01.08.2001 00:00:00   ;   233,50 ;     
01.09.2001 00:00:00   ;   233,51 ;     
01.10.2001 00:00:00   ;   233,51 ;     
01.11.2001 00:00:00   ;   233,50 ;     
01.12.2001 00:00:00   ;   233,47 ;     
01.01.2002 00:00:00   ;   233,45 ;     
01.02.2002 00:00:00   ;   233,49 ;     
01.03.2002 00:00:00   ;   234,56 ;     
01.04.2002 00:00:00   ;   233,76 ;     
01.05.2002 00:00:00   ;   233,50 ;     
01.06.2002 00:00:00   ;   233,45 ;     
01.07.2002 00:00:00   ;   233,47 ;     
01.08.2002 00:00:00   ;   235,32 ;     
01.09.2002 00:00:00   ;   233,78 ;     
01.10.2002 00:00:00   ;   233,73 ;     
