Messstelle:                ;Schalchen, Bl GWS3
HZB-Nummer:                ;381319
HD-Nummer:                 ;HD4003321
DBMS-Nummer:               ;4003321
Fremdnummer:               ;GWS3
PorenGW-Gebiet:            ;055 Mattigtal
Grundwasserkörper:         ;Gruppe Zwischen Salzach und Mattig [DBJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Land OÖ, Straßenbau
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.12.2013
 Geländehöhe:              ;449,39
 Messpunkthöhe:            ;450,24
 Sohllage:                 ;425,24
 T-Messtiefe u.GOK:        ;-99,00
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2012               ;13 09 47                 ;48 05 52
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.12.2013 00:00:00   ;   447,56 ;     
01.01.2014 00:00:00   ;   447,30 ;     
01.02.2014 00:00:00   ;   447,11 ;     
01.03.2014 00:00:00   ;   446,91 ;     
01.04.2014 00:00:00   ;   446,71 ;     
01.05.2014 00:00:00   ;   446,64 ;     
01.06.2014 00:00:00   ;   446,79 ;     
01.07.2014 00:00:00   ;   446,59 ;     
01.08.2014 00:00:00   ;   446,86 ;     
01.09.2014 00:00:00   ;   446,98 ;     
01.10.2014 00:00:00   ;   446,95 ;     
01.11.2014 00:00:00   ;   447,11 ;     
01.12.2014 00:00:00   ;   446,91 ;     
01.01.2015 00:00:00   ;   447,23 ;     
01.02.2015 00:00:00   ;   447,07 ;     
01.03.2015 00:00:00   ;   447,04 ;     
01.04.2015 00:00:00   ;   447,06 ;     
01.05.2015 00:00:00   ;   447,09 ;     
01.06.2015 00:00:00   ;   447,14 ;     
01.07.2015 00:00:00   ;   446,90 ;     
01.08.2015 00:00:00   ;   446,65 ;     
01.09.2015 00:00:00   ;   446,43 ;     
01.10.2015 00:00:00   ;   446,19 ;     
01.11.2015 00:00:00   ;   445,95 ;     
01.12.2015 00:00:00   ;   445,79 ;     
01.01.2016 00:00:00   ;   445,60 ;     
01.02.2016 00:00:00   ;   445,97 ;     
01.03.2016 00:00:00   ;   446,01 ;     
01.04.2016 00:00:00   ;   445,78 ;     
01.05.2016 00:00:00   ;   446,02 ;     
01.06.2016 00:00:00   ;   447,35 ;     
01.07.2016 00:00:00   ;   447,29 ;     
01.08.2016 00:00:00   ;   447,16 ;     
01.09.2016 00:00:00   ;   447,11 ;     
01.10.2016 00:00:00   ;   447,08 ;     
01.11.2016 00:00:00   ;   447,21 ;     
01.12.2016 00:00:00   ;   446,99 ;     
01.01.2017 00:00:00   ;   446,75 ;     
01.02.2017 00:00:00   ;   446,79 ;     
01.03.2017 00:00:00   ;   446,96 ;     
01.04.2017 00:00:00   ;   446,82 ;     
01.05.2017 00:00:00   ;   446,97 ;     
01.06.2017 00:00:00   ;   446,72 ;     
01.07.2017 00:00:00   ;   446,61 ;     
01.08.2017 00:00:00   ;   446,89 ;     
01.09.2017 00:00:00   ;   446,78 ;     
01.10.2017 00:00:00   ;   446,65 ;     
01.11.2017 00:00:00   ;   446,71 ;     
01.12.2017 00:00:00   ;   446,83 ;     
01.01.2018 00:00:00   ;   447,29 ;     
01.02.2018 00:00:00   ;   447,26 ;     
01.03.2018 00:00:00   ;   447,10 ;     
01.04.2018 00:00:00   ;   446,99 ;     
01.05.2018 00:00:00   ;   446,78 ;     
01.06.2018 00:00:00   ;   446,55 ;     
01.07.2018 00:00:00   ;   446,43 ;     
01.08.2018 00:00:00   ;   446,21 ;     
01.09.2018 00:00:00   ;   446,05 ;     
01.10.2018 00:00:00   ;   445,78 ;     
01.11.2018 00:00:00   ;   445,45 ;     
01.12.2018 00:00:00   ;   445,52 ;     
01.01.2019 00:00:00   ;   446,23 ;     
01.02.2019 00:00:00   ;   446,28 ;     
01.03.2019 00:00:00   ;   446,72 ;     
01.04.2019 00:00:00   ;   446,56 ;     
01.05.2019 00:00:00   ;   446,82 ;     
01.06.2019 00:00:00   ;   447,09 ;     
01.07.2019 00:00:00   ;   446,90 ;     
01.08.2019 00:00:00   ;   446,76 ;     
01.09.2019 00:00:00   ;   446,65 ;     
01.10.2019 00:00:00   ;   446,50 ;     
01.11.2019 00:00:00   ;   446,33 ;     
01.12.2019 00:00:00   ;   446,11 ;     
01.01.2020 00:00:00   ;   446,01 ;     
01.02.2020 00:00:00   ;   446,50 ;     
01.03.2020 00:00:00   ;   446,40 ;     
01.04.2020 00:00:00   ;   446,15 ;     
01.05.2020 00:00:00   ;   445,98 ;     
01.06.2020 00:00:00   ;   446,02 ;     
01.07.2020 00:00:00   ;   446,62 ;     
01.08.2020 00:00:00   ;   447,01 ;     
01.09.2020 00:00:00   ;   446,75 ;     
01.10.2020 00:00:00   ;   446,66 ;     
01.11.2020 00:00:00   ;   446,66 ;     
01.12.2020 00:00:00   ;   446,42 ;     
01.01.2021 00:00:00   ;   446,29 ;     
01.02.2021 00:00:00   ;   446,60 ;     
01.03.2021 00:00:00   ;   446,39 ;     
01.04.2021 00:00:00   ;   446,25 ;     
01.05.2021 00:00:00   ;   446,35 ;     
01.06.2021 00:00:00   ;   446,32 ;     
