Messstelle:                ;Klostermarienberg, Bl 16
HZB-Nummer:                ;335810
HD-Nummer:                 ;
DBMS-Nummer:               ;1002285
PorenGW-Gebiet:            ;326 Rabnitztal
Grundwasserkörper:         ;Gruppe Hügelland Rabnitz [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1993
 Geländehöhe:              ;235,69
 Messpunkthöhe:            ;236,59
 Sohllage:                 ;225,74
 T-Messtiefe u.GOK:        ;10,00
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1993               ;16 33 41                 ;47 26 17
  31.12.1992               ;16 33 41                 ;47 26 17
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.01.1960 00:00:00   ;   230,65 ;     
01.01.1980 00:00:00   ;Lücke     ;     
31.12.1992 23:59:55   ;Lücke     ;     
01.01.1993 00:00:00   ;Lücke     ;     
01.02.1993 00:00:00   ;   231,99 ;     
01.03.1993 00:00:00   ;   231,70 ;     
01.04.1993 00:00:00   ;   231,57 ;     
01.05.1993 00:00:00   ;   231,28 ;     
01.06.1993 00:00:00   ;   230,97 ;     
01.07.1993 00:00:00   ;   230,77 ;     
01.08.1993 00:00:00   ;   230,61 ;     
01.09.1993 00:00:00   ;   230,48 ;     
01.10.1993 00:00:00   ;   230,39 ;     
01.11.1993 00:00:00   ;   230,53 ;     
01.12.1993 00:00:00   ;   231,51 ;     
01.01.1994 00:00:00   ;   232,70 ;     
01.02.1994 00:00:00   ;   232,14 ;     
01.03.1994 00:00:00   ;   231,75 ;     
01.04.1994 00:00:00   ;   231,92 ;     
01.05.1994 00:00:00   ;   231,74 ;     
01.06.1994 00:00:00   ;   231,53 ;     
01.07.1994 00:00:00   ;   231,21 ;     
01.08.1994 00:00:00   ;   230,86 ;     
01.09.1994 00:00:00   ;   230,75 ;     
01.10.1994 00:00:00   ;   230,70 ;     
01.11.1994 00:00:00   ;   230,99 ;     
01.12.1994 00:00:00   ;   231,75 ;     
